"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Crete_seaway","Crete_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","SWC_seaway","SWC_geodesic","TZS_seaway","TZS_geodesic"
59.782357,10.498447,2025,3,"Norway","HUMAN_OBSERVATION",59.75,10.55,4.62,Inf,2912,Inf,329,Inf,1399,Inf,1707,Inf,1707,Inf,1543,Inf,240,Inf,712
59.23693,10.38205,2024,4,"Norway","HUMAN_OBSERVATION",59.15,10.35,9.85,6164,2859,258,262,1501,1346,6363,1641,6363,1641,1536,1488,187,182,1289,734
57.62076,11.74863,2024,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2670,211,181,1479,1314,6342,1466,6342,1466,1515,1438,0,7,1103,709
57.64124,11.76249,2024,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2672,211,183,1479,1315,6342,1468,6342,1468,1515,1440,0,5,1103,708
57.64072,11.76432,2024,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2671,211,183,1479,1316,6342,1468,6342,1468,1515,1440,0,5,1103,708
57.64675,11.74377,2024,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2673,211,182,1479,1315,6342,1469,6342,1469,1515,1439,0,4,1103,708
57.64714,11.74424,2024,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2673,211,182,1479,1315,6342,1469,6342,1469,1515,1439,0,4,1103,708
57.59487,11.91238,2024,8,"Sweden","HUMAN_OBSERVATION",57.55,11.85,6.23,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.62151,11.93009,2024,8,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.28,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.64031,11.8559,2024,8,"Sweden","HUMAN_OBSERVATION",57.65,11.75,6.4,6143,2673,211,183,1479,1315,6342,1469,6342,1469,1515,1440,0,4,1103,708
57.63973,11.85301,2024,8,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.99,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.66719,11.85482,2024,8,"Sweden","HUMAN_OBSERVATION",57.65,11.75,6.53,6143,2673,211,183,1479,1315,6342,1469,6342,1469,1515,1440,0,4,1103,708
59.383401,10.478201,2021,11,"Norway","HUMAN_OBSERVATION",NA,NA,NA,6187,2878,281,289,1524,1369,6386,1666,6386,1666,1559,1511,205,203,1308,722
59.383401,10.478201,2021,11,"Norway","HUMAN_OBSERVATION",NA,NA,NA,6187,2878,281,289,1524,1369,6386,1666,6386,1666,1559,1511,205,203,1308,722
51.907361,-8.312704,2021,NA,"Ireland","HUMAN_OBSERVATION",51.85,-8.24999999999999,7.7,4842,3216,1665,1253,395,331,5041,1731,5041,1731,467,463,1859,1433,2909,2138
51.907361,-8.312704,2021,NA,"Ireland","HUMAN_OBSERVATION",51.85,-8.24999999999999,7.7,4842,3216,1665,1253,395,331,5041,1731,5041,1731,467,463,1859,1433,2909,2138
57.58993,11.91923,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,6.07,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.60139,11.92307,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.19,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.60095,11.92293,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.15,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.5993,11.92267,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.59933,11.9236,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.03,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.6065,11.81073,2020,9,"Sweden","HUMAN_OBSERVATION",57.65,11.75,6.05,6143,2673,211,183,1479,1315,6342,1469,6342,1469,1515,1440,0,4,1103,708
57.61429,11.88408,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.44,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.6151,11.88585,2020,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.56,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.61296,11.76429,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2669,211,182,1479,1314,6342,1465,6342,1465,1515,1438,0,8,1103,709
57.61301,11.76497,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2669,211,182,1479,1314,6342,1465,6342,1465,1515,1438,0,8,1103,709
57.61302,11.76197,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2669,211,182,1479,1314,6342,1465,6342,1465,1515,1438,0,8,1103,709
57.6127,11.76138,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2669,211,181,1479,1314,6342,1465,6342,1465,1515,1438,0,8,1103,709
57.60936,11.76924,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2668,211,182,1479,1314,6342,1465,6342,1465,1515,1438,0,8,1103,709
57.60843,11.77001,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2668,211,182,1479,1314,6342,1464,6342,1464,1515,1438,0,8,1103,709
57.60606,11.79066,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2667,211,183,1479,1315,6342,1464,6342,1464,1515,1439,0,9,1103,708
57.60547,11.79087,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2667,211,183,1479,1315,6342,1464,6342,1464,1515,1439,0,9,1103,708
57.60496,11.79062,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2667,211,183,1479,1315,6342,1464,6342,1464,1515,1439,0,9,1103,708
57.60496,11.79062,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2667,211,183,1479,1315,6342,1464,6342,1464,1515,1439,0,9,1103,708
57.60535,11.79078,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2667,211,183,1479,1315,6342,1464,6342,1464,1515,1439,0,9,1103,708
57.64229,11.78772,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2671,211,184,1479,1317,6342,1468,6342,1468,1515,1441,0,6,1103,706
57.64614,11.78624,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2671,211,184,1479,1317,6342,1469,6342,1469,1515,1441,0,5,1103,706
57.69579,11.75243,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2677,211,185,1479,1318,6342,1474,6342,1474,1515,1443,0,2,1103,706
57.69515,11.75292,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2677,211,185,1479,1318,6342,1474,6342,1474,1515,1443,0,2,1103,706
57.69517,11.76591,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2677,211,186,1479,1319,6342,1474,6342,1474,1515,1444,0,3,1103,705
57.69524,11.76468,2020,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2677,211,186,1479,1319,6342,1474,6342,1474,1515,1444,0,3,1103,705
57.62144,11.74844,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2670,211,181,1479,1314,6342,1466,6342,1466,1515,1438,0,7,1103,709
57.6212,11.74556,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2670,211,181,1479,1313,6342,1466,6342,1466,1515,1438,0,7,1103,710
57.64688,11.74174,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2673,211,182,1479,1315,6342,1469,6342,1469,1515,1439,0,4,1103,709
57.64722,11.74366,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6143,2673,211,182,1479,1315,6342,1469,6342,1469,1515,1439,0,4,1103,708
57.62238,11.92874,2019,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.33,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.62144,11.9299,2019,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.27,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.62657,11.92235,2019,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.55,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.64206,11.84744,2019,9,"Sweden","HUMAN_OBSERVATION",57.65,11.75,5.87,6143,2673,211,183,1479,1315,6342,1469,6342,1469,1515,1440,0,4,1103,708
57.63999,11.85189,2019,9,"Sweden","HUMAN_OBSERVATION",57.55,11.85,10.02,6145,2660,213,184,1482,1315,6344,1458,6344,1458,1517,1438,13,16,1090,707
57.72644,11.71846,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6139,2681,207,185,1475,1318,6337,1478,6337,1478,1511,1444,11,5,1113,706
57.7257,11.71506,2019,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,6139,2681,207,185,1475,1318,6337,1478,6337,1478,1511,1443,11,5,1113,706
38.89,-0.01,2018,5,"Spain","HUMAN_OBSERVATION",38.95,-0.04999999999999,7.52,2331,2266,3785,2104,2596,1309,2488,1197,2488,1197,2466,1130,3980,2251,5030,2841
38.88,-0.01,2018,5,"Spain","HUMAN_OBSERVATION",38.95,-0.04999999999999,8.53,2331,2266,3785,2104,2596,1309,2488,1197,2488,1197,2466,1130,3980,2251,5030,2841
38.9,-0.02,2018,5,"Spain","HUMAN_OBSERVATION",38.95,-0.04999999999999,6.14,2331,2266,3785,2104,2596,1309,2488,1197,2488,1197,2466,1130,3980,2251,5030,2841
38.9,-0.01,2018,5,"Spain","HUMAN_OBSERVATION",38.95,-0.04999999999999,6.56,2331,2266,3785,2104,2596,1309,2488,1197,2488,1197,2466,1130,3980,2251,5030,2841
52.2,4.35,2018,7,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5.57,5349,2497,635,600,686,629,5548,1049,5548,1049,721,708,832,766,1881,1441
45.9433,-1.21764,2018,8,"France","HUMAN_OBSERVATION",45.95,-1.14999999999999,5.29,4602,2500,1795,1407,616,540,4800,1072,4800,1072,476,374,1989,1573,3039,2231
45.9437,-1.21882,2018,8,"France","HUMAN_OBSERVATION",45.95,-1.14999999999999,5.37,4602,2500,1795,1407,616,540,4800,1072,4800,1072,476,374,1989,1573,3039,2231
46.34305,-1.37168,2018,10,"France","HUMAN_OBSERVATION",46.25,-1.34999999999999,10.49,4596,2525,1760,1384,581,503,4795,1091,4795,1091,440,338,1954,1552,3004,2214
45.97876,-1.08817,2018,10,"France","HUMAN_OBSERVATION",45.95,-1.14999999999999,5.76,4602,2500,1795,1407,616,540,4800,1072,4800,1072,476,374,1989,1573,3039,2231
55.06666,-7.224129,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.05,-7.14999999999999,5.08,5342,3300,1334,1030,774,559,5541,1823,5541,1823,847,738,1454,1199,2513,1883
43.68118,-1.42985,2016,4,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,7.83,4514,2455,1981,1639,803,764,4713,1106,4713,1106,662,585,2176,1801,3226,2443
43.67945,-1.42895,2016,4,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,8.03,4514,2455,1981,1639,803,764,4713,1106,4713,1106,662,585,2176,1801,3226,2443
55.06666,-7.224129,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.05,-7.14999999999999,5.08,5342,3300,1334,1030,774,559,5541,1823,5541,1823,847,738,1454,1199,2513,1883
59.10361,10.85526,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,6183,2840,268,267,1519,1365,6381,1634,6381,1634,1555,1505,176,166,1279,706
59.10534,10.86463,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,6183,2840,268,268,1519,1366,6381,1634,6381,1634,1555,1505,176,167,1279,706
45.89567,-1.087,2016,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89511,-1.08813,2016,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,6.94,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
43.34323,-1.77287,2016,10,"France","HUMAN_OBSERVATION",43.45,-1.74999999999999,12.03,4500,2471,2001,1679,823,790,4699,1136,4699,1136,682,610,2196,1841,3245,2484
45.78539,-1.12782,2016,10,"France","HUMAN_OBSERVATION",45.75,-1.04999999999999,7.21,4603,2485,1817,1423,638,563,4802,1063,4802,1063,498,397,2011,1589,3061,2244
45.89617,-1.0881,2016,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.03,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89617,-1.0881,2016,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.03,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89617,-1.0881,2016,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.03,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
43.41653,5.1126,2015,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2013,1937,4415,1526,3226,1045,2171,592,2171,592,3096,916,4610,1653,5660,2201
43.52914,3.91687,2015,4,"France","HUMAN_OBSERVATION",43.45,3.95000000000001,9.21,2102,2027,4366,1539,3177,985,2259,683,2259,683,3047,846,4561,1674,5611,2243
43.52914,3.91687,2015,4,"France","HUMAN_OBSERVATION",43.45,3.95000000000001,9.21,2102,2027,4366,1539,3177,985,2259,683,2259,683,3047,846,4561,1674,5611,2243
43.41653,5.1126,2015,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2013,1937,4415,1526,3226,1045,2171,592,2171,592,3096,916,4610,1653,5660,2201
43.41653,5.1126,2015,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2013,1937,4415,1526,3226,1045,2171,592,2171,592,3096,916,4610,1653,5660,2201
50.73008,-1.391399,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,4.69,4908,2735,1080,971,222,196,5107,1249,5107,1249,289,290,1274,1152,2324,1850
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
50.73008,-1.391399,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,4.69,4908,2735,1080,971,222,196,5107,1249,5107,1249,289,290,1274,1152,2324,1850
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
53.341268,-3.173725,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,-3.24999999999999,5.16,5151,2985,1570,877,578,338,5349,1507,5349,1507,651,518,1690,1059,2749,1766
50.692091,-1.958184,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,8.96,4880,2755,1102,998,190,167,5079,1269,5079,1269,262,264,1297,1179,2346,1878
45.91488,-1.21572,2015,10,"France","HUMAN_OBSERVATION",45.95,-1.14999999999999,6.42,4602,2500,1795,1407,616,540,4800,1072,4800,1072,476,374,1989,1573,3039,2231
46.04958,-1.06885,2015,10,"France","HUMAN_OBSERVATION",46.05,-1.14999999999999,6.27,4605,2503,1787,1397,608,529,4803,1073,4803,1073,468,365,1981,1563,3031,2222
45.91488,-1.21571,2015,10,"France","HUMAN_OBSERVATION",45.95,-1.14999999999999,6.42,4602,2500,1795,1407,616,540,4800,1072,4800,1072,476,374,1989,1573,3039,2231
46.04881,-1.06913,2015,10,"France","HUMAN_OBSERVATION",46.05,-1.14999999999999,6.25,4605,2503,1787,1397,608,529,4803,1073,4803,1073,468,365,1981,1563,3031,2222
50.393862,-3.625575,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,13.39,4784,2842,1220,1100,67,50,4982,1357,4982,1357,184,185,1414,1282,2464,1985
50.390007,-3.579019,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,10.19,4784,2842,1220,1100,67,50,4982,1357,4982,1357,184,185,1414,1282,2464,1985
50.390007,-3.579019,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,10.19,4784,2842,1220,1100,67,50,4982,1357,4982,1357,184,185,1414,1282,2464,1985
50.390007,-3.579019,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,10.19,4784,2842,1220,1100,67,50,4982,1357,4982,1357,184,185,1414,1282,2464,1985
50.390675,-3.595923,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,11.31,4784,2842,1220,1100,67,50,4982,1357,4982,1357,184,185,1414,1282,2464,1985
51.425585,0.689122,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,5.02,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.407095,0.591688,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,11.98,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.455517,0.755662,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5181,2642,845,812,518,366,5380,1162,5380,1162,553,455,1039,990,2089,1683
51.421015,0.652891,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,7.47,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.385245,0.521461,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,17.43,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.394536,0.507596,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,17.92,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.412033,0.652371,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,7.99,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.38794,0.52161,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,17.29,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
51.387041,0.52156,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,17.34,5181,2642,845,813,518,365,5380,1162,5380,1162,553,454,1039,990,2089,1684
52.015019,1.435651,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.45000000000001,7.3,5195,2634,770,739,532,430,5394,1160,5394,1160,567,527,964,917,2014,1611
52.015019,1.435651,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.45000000000001,7.3,5195,2634,770,739,532,430,5394,1160,5394,1160,567,527,964,917,2014,1611
52.017668,1.437312,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.45000000000001,7.58,5195,2634,770,739,532,430,5394,1160,5394,1160,567,527,964,917,2014,1611
56.74521,-5.873062,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.84999999999999,11.75,5446,3331,1126,907,878,730,5645,1875,5645,1875,951,914,1246,1062,2305,1722
52.015019,1.435651,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.45000000000001,7.3,5195,2634,770,739,532,430,5394,1160,5394,1160,567,527,964,917,2014,1611
52.017668,1.437312,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.45000000000001,7.58,5195,2634,770,739,532,430,5394,1160,5394,1160,567,527,964,917,2014,1611
53.63819,0.130447,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,468,5633,1353,5633,1353,806,618,895,856,1945,1563
53.630052,0.133062,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.631848,0.133152,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.582989,-0.059663,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,8.13,5433,2814,727,683,770,457,5632,1351,5632,1351,805,606,907,866,1957,1573
53.636393,0.130356,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,468,5633,1353,5633,1353,806,617,895,856,1945,1563
53.631848,0.133152,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.631848,0.133152,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.630052,0.133062,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.582989,-0.059663,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,8.13,5433,2814,727,683,770,457,5632,1351,5632,1351,805,606,907,866,1957,1573
53.582965,-0.058153,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,8.04,5433,2814,727,683,770,457,5632,1351,5632,1351,805,606,907,866,1957,1573
53.630052,0.133062,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.633699,0.13022,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5434,2815,716,673,771,467,5633,1353,5633,1353,806,617,895,856,1945,1564
53.582965,-0.058153,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,8.04,5433,2814,727,683,770,457,5632,1351,5632,1351,805,606,907,866,1957,1573
53.582989,-0.059663,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,8.13,5433,2814,727,683,770,457,5632,1351,5632,1351,805,606,907,866,1957,1573
45.89617,-1.0881,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.03,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
51.378528,1.233944,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.03,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
51.377512,1.238184,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.11,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
45.89567,-1.087,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89567,-1.087,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89567,-1.087,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
45.89567,-1.087,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
51.377512,1.238184,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.11,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
45.89567,-1.087,2014,10,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,7.05,4598,2496,1805,1417,626,550,4797,1072,4797,1072,486,383,1999,1583,3049,2240
51.378528,1.233944,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.03,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
51.377591,1.235315,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.12,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
51.377512,1.238184,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.11,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
51.378528,1.233944,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.25000000000001,8.03,5146,2613,823,791,483,399,5345,1135,5345,1135,518,481,1017,968,2067,1658
54.71743,-5.76064,2013,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,9.46,5194,3205,1381,966,626,490,5393,1729,5393,1729,699,673,1501,1139,2560,1832
54.71743,-5.76064,2013,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,9.46,5194,3205,1381,966,626,490,5393,1729,5393,1729,699,673,1501,1139,2560,1832
