"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Plymouth_seaway","Plymouth_geodesic","Roscoff_seaway","Roscoff_geodesic"
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.658187,-3.56182,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-3.64999999999999,5.75,1193,585,1307,1259,5443,1589,639,478,712,660
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
50.80929,-1.215586,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,8.05,333,309,962,836,5157,1237,251,217,306,304
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
49.93573,1.0644,2016,6,"France","HUMAN_OBSERVATION",NA,NA,NA,238,216,1071,797,5266,1057,387,376,406,390
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
53.22906,-4.152365,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,7.21,1085,534,1200,1105,5336,1535,531,321,604,504
54.835903,-4.259969,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-4.34999999999999,5.98,1204,635,1319,1284,5452,1639,651,499,723,683
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.34045,-3.1039,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.33388,3.20375,2016,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,0,0,1269,1004,5464,1006,569,526,605,588
51.633,3.691,2016,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1315,1051,5510,995,615,568,651,635
50.582612,-4.885096,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-4.84999999999999,7.9,744,567,855,825,4999,1481,191,58,263,224
53.4,6.25,2016,7,"Netherlands","HUMAN_OBSERVATION",53.45,6.25000000000001,5.57,327,315,1565,1315,5760,1028,865,793,900,887
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.36975,1.067536,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.05000000000001,9.02,150,147,1197,952,5392,1134,497,385,532,470
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.37018,1.067442,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.05000000000001,8.97,150,147,1197,952,5392,1134,497,385,532,470
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.999402,-4.985562,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.05,-4.94999999999999,6.14,893,565,1008,979,5144,1536,340,195,412,377
51.16264,2.74461,2016,7,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.73,32,30,1238,981,5433,1022,537,496,573,558
51.3449,3.23472,2016,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.92,0,0,1269,1004,5464,1006,569,526,605,588
51.63,3.69,2016,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1315,1050,5510,995,615,568,651,635
54.649654,8.617121,2016,7,"Germany","HUMAN_OBSERVATION",NA,NA,NA,533,519,1771,1515,5966,1075,1071,987,1106,1090
54.49614,-5.644391,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.01,1163,690,1278,1261,5409,1695,609,476,682,659
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
53.45,5.65,2016,8,"Netherlands","HUMAN_OBSERVATION",53.45,5.55000000000001,6.63,287,285,1525,1289,5720,1055,825,750,861,848
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.077921,1.205727,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,144,139,1125,918,5320,1104,425,387,460,455
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.221892,1.415808,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,122,122,1154,938,5349,1099,454,404,489,476
54.508168,-0.672526,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,441,435,1582,1254,5777,1424,881,518,917,683
51.10891,1.301294,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.35000000000001,7.39,137,130,1132,919,5327,1093,432,396,467,462
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.091136,1.299356,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,144,132,1125,921,5320,1099,425,393,460,461
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.329497,-4.200229,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,576,530,805,782,4988,1427,7,5,181,180
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
51.110669,1.309693,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.35000000000001,7.32,137,130,1132,919,5327,1093,432,396,467,462
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
51.069011,1.162366,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,151,142,1120,915,5315,1106,420,383,456,452
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
51.073663,1.191397,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,151,140,1120,917,5315,1104,420,386,456,454
51.198778,-4.177634,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-4.14999999999999,6.02,828,509,939,884,5083,1454,274,98,347,282
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
50.458876,-3.540454,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.49,500,475,833,791,5026,1380,78,51,195,196
54.48631,-5.651548,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,7.09,1163,690,1278,1261,5409,1695,609,476,682,659
51.193264,1.42182,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,126,122,1143,935,5338,1097,443,404,478,475
51.207811,1.421754,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,122,122,1154,937,5349,1098,454,404,489,475
50.452087,-3.543756,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.65,500,475,833,791,5026,1380,78,51,195,196
51.633,3.691,2016,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1315,1051,5510,995,615,568,651,635
51.340648,-3.1018,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,435,1013,890,5157,1389,348,131,420,298
50.130992,-5.492496,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.44999999999999,9.51,666,624,775,769,4918,1506,112,99,182,183
51.340648,-3.1018,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,435,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.340648,-3.1018,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,435,1013,890,5157,1389,348,131,420,298
51.340648,-3.1018,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,435,1013,890,5157,1389,348,131,420,298
51.340635,-3.103235,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,890,5157,1389,348,131,420,298
51.338837,-3.103192,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,902,436,1013,889,5157,1389,348,131,420,298
