"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Bodo_seaway","Bodo_geodesic","Crete_seaway","Crete_geodesic","Gdynia_seaway","Gdynia_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","SWC_seaway","SWC_geodesic","TZS_seaway","TZS_geodesic","Toralla_seaway","Toralla_geodesic"
60.004483,24.60717,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2083,1646,2698,944,7270,2742,730,715,3307,2626,7502,1770,1320,775,1338,969,7469,1916,7469,1916,2642,2215,1180,786,87,78,3522,3006
59.971416,24.509612,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,945,7260,2739,718,709,3297,2620,7491,1765,1310,769,1328,963,7459,1910,7459,1910,2632,2208,1170,780,77,72,3511,2999
59.967972,24.500857,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,945,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,71,3511,2999
59.96662,24.507786,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,945,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,72,3511,2999
59.96278,24.503757,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,72,3511,2999
59.963693,24.504064,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,72,3511,2999
59.965091,24.506718,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,945,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,72,3511,2999
59.965062,24.509444,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,779,77,72,3511,2999
59.965575,24.510929,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,708,3297,2619,7491,1764,1310,769,1328,962,7459,1909,7459,1909,2632,2208,1170,780,77,72,3511,2999
59.969323,24.510576,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,945,7260,2738,718,709,3297,2619,7491,1764,1310,769,1328,963,7459,1909,7459,1909,2632,2208,1170,780,77,72,3511,2999
59.970058,24.513334,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,945,7260,2738,718,709,3297,2620,7491,1765,1310,770,1328,963,7459,1910,7459,1910,2632,2209,1170,780,77,72,3511,2999
59.972739,24.521664,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,945,7260,2739,718,709,3297,2620,7491,1765,1310,770,1328,963,7459,1910,7459,1910,2632,2209,1170,780,77,73,3511,3000
59.969598,24.522795,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,945,7260,2738,718,709,3297,2620,7491,1765,1310,770,1328,963,7459,1910,7459,1910,2632,2209,1170,780,77,73,3511,3000
59.96825,24.522286,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1765,1310,770,1328,963,7459,1910,7459,1910,2632,2209,1170,780,77,73,3511,3000
59.964685,24.525204,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.964366,24.52401,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.963009,24.526386,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.963773,24.527386,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.963392,24.5315,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1641,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,771,1328,964,7459,1909,7459,1909,2632,2209,1170,781,77,73,3511,3000
59.96367,24.535313,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1641,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,771,1328,964,7459,1910,7459,1910,2632,2209,1170,781,77,73,3511,3000
59.963915,24.536908,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1641,2688,946,7260,2738,718,709,3297,2620,7491,1765,1310,771,1328,964,7459,1910,7459,1910,2632,2209,1170,781,77,73,3511,3000
59.961254,24.538736,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1641,2688,947,7260,2737,718,709,3297,2620,7491,1764,1310,771,1328,964,7459,1909,7459,1909,2632,2209,1170,781,77,73,3511,3000
59.9602,24.535661,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1641,2688,947,7260,2737,718,709,3297,2620,7491,1764,1310,771,1328,964,7459,1909,7459,1909,2632,2209,1170,781,77,73,3511,3000
59.961924,24.527954,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.961641,24.526238,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2737,718,709,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.96169,24.524066,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,708,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.962228,24.522091,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2738,718,708,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.960234,24.523118,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,946,7260,2737,718,708,3297,2619,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.958897,24.526048,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,947,7260,2737,718,708,3297,2620,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,3000
59.957123,24.524389,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,947,7260,2737,718,708,3297,2619,7491,1764,1310,770,1328,963,7459,1909,7459,1909,2632,2209,1170,780,77,73,3511,2999
59.954176,24.520543,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1640,2688,947,7260,2737,718,708,3297,2619,7491,1763,1310,770,1328,963,7459,1908,7459,1908,2632,2208,1170,780,77,72,3511,2999
59.959116,24.507615,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2737,718,708,3297,2619,7491,1763,1310,769,1328,962,7459,1908,7459,1908,2632,2208,1170,779,77,72,3511,2999
59.959142,24.507112,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2737,718,708,3297,2619,7491,1763,1310,769,1328,962,7459,1908,7459,1908,2632,2208,1170,779,77,72,3511,2999
59.959274,24.503125,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2737,718,708,3297,2618,7491,1763,1310,769,1328,962,7459,1908,7459,1908,2632,2208,1170,779,77,71,3511,2998
59.958246,24.500587,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1639,2688,946,7260,2737,718,707,3297,2618,7491,1763,1310,769,1328,962,7459,1908,7459,1908,2632,2207,1170,779,77,71,3511,2998
59.955064,24.489112,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,946,7254,2737,714,707,3291,2618,7486,1762,1304,768,1323,961,7453,1907,7453,1907,2626,2207,1164,778,72,71,3506,2998
59.954586,24.48621,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,946,7254,2737,714,707,3291,2617,7486,1762,1304,768,1323,961,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.952382,24.483691,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,946,7254,2737,714,706,3291,2617,7486,1762,1304,768,1323,961,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.951264,24.484868,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,946,7254,2736,714,706,3291,2617,7486,1762,1304,768,1323,961,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.949781,24.482007,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2736,714,706,3291,2617,7486,1762,1304,768,1323,960,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.951308,24.480602,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2736,714,706,3291,2617,7486,1762,1304,768,1323,960,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.956088,24.47499,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,706,3291,2617,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2206,1164,777,72,70,3506,2997
59.95649,24.476285,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,707,3291,2617,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2206,1164,777,72,70,3506,2997
59.956103,24.47764,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,707,3291,2617,7486,1762,1304,768,1323,960,7453,1907,7453,1907,2626,2206,1164,778,72,70,3506,2997
59.953693,24.47614,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,706,3291,2617,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2206,1164,777,72,70,3506,2997
59.953284,24.473054,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,706,3291,2617,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2206,1164,777,72,70,3506,2997
59.954709,24.470563,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,946,7254,2737,714,706,3291,2617,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2206,1164,777,72,70,3506,2997
59.95587,24.464581,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,945,7254,2737,714,706,3291,2616,7486,1762,1304,767,1323,960,7453,1907,7453,1907,2626,2205,1164,777,72,69,3506,2996
59.961474,24.474759,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2617,7486,1763,1304,767,1323,960,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.961846,24.474982,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2617,7486,1763,1304,767,1323,960,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.963926,24.476149,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2618,7486,1763,1304,768,1323,961,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.962648,24.477913,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2618,7486,1763,1304,768,1323,961,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.963192,24.476295,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2617,7486,1763,1304,768,1323,961,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.961677,24.477879,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2738,714,707,3291,2617,7486,1763,1304,768,1323,961,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.961084,24.477853,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,945,7254,2737,714,707,3291,2617,7486,1763,1304,768,1323,961,7453,1908,7453,1908,2626,2206,1164,778,72,70,3506,2997
59.940102,24.377657,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1632,2677,945,7249,2735,711,702,3285,2611,7480,1758,1298,762,1317,955,7447,1903,7447,1903,2621,2200,1159,772,66,64,3500,2991
59.939935,24.381055,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1632,2677,945,7249,2735,711,702,3285,2612,7480,1758,1298,762,1317,955,7447,1903,7447,1903,2621,2200,1159,772,66,64,3500,2991
59.939125,24.392757,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1632,2677,945,7249,2735,711,702,3285,2612,7480,1758,1298,763,1317,955,7447,1903,7447,1903,2621,2201,1159,772,66,65,3500,2992
59.940682,24.395607,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1633,2677,945,7249,2735,711,703,3285,2612,7480,1758,1298,763,1317,956,7447,1903,7447,1903,2621,2201,1159,773,66,65,3500,2992
59.940091,24.39662,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1633,2677,945,7249,2735,711,703,3285,2612,7480,1758,1298,763,1317,956,7447,1903,7447,1903,2621,2201,1159,773,66,65,3500,2992
59.940316,24.39936,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1633,2677,945,7249,2735,711,703,3285,2612,7480,1759,1298,763,1317,956,7447,1903,7447,1903,2621,2201,1159,773,66,65,3500,2992
59.940995,24.397373,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1633,2677,945,7249,2735,711,703,3285,2612,7480,1759,1298,763,1317,956,7447,1903,7447,1903,2621,2201,1159,773,66,65,3500,2992
59.94221,24.396991,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1633,2677,945,7249,2735,711,703,3285,2612,7480,1759,1298,763,1317,956,7447,1904,7447,1904,2621,2201,1159,773,66,65,3500,2992
59.94453,24.401232,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,945,7254,2736,714,703,3291,2613,7486,1759,1304,763,1323,956,7453,1904,7453,1904,2626,2202,1164,773,72,66,3506,2993
59.941892,24.403211,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,945,7254,2735,714,703,3291,2613,7486,1759,1304,763,1323,956,7453,1904,7453,1904,2626,2202,1164,773,72,66,3506,2993
59.942551,24.41342,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1634,2682,945,7254,2736,714,703,3291,2613,7486,1759,1304,764,1323,957,7453,1904,7453,1904,2626,2202,1164,774,72,66,3506,2993
59.939508,24.401697,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,945,7254,2735,714,703,3291,2613,7486,1758,1304,763,1323,956,7453,1903,7453,1903,2626,2201,1164,773,72,65,3506,2992
59.938778,24.405675,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1759,1304,763,1323,956,7453,1903,7453,1903,2626,2202,1164,773,72,66,3506,2993
59.938516,24.409258,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1759,1304,764,1323,956,7453,1904,7453,1904,2626,2202,1164,773,72,66,3506,2993
59.937725,24.407834,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1758,1304,764,1323,956,7453,1903,7453,1903,2626,2202,1164,773,72,66,3506,2993
59.934727,24.397488,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2062,1632,2677,946,7249,2735,711,702,3285,2612,7480,1758,1298,763,1317,955,7447,1903,7447,1903,2621,2201,1159,773,66,65,3500,2992
59.935386,24.403147,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,702,3291,2612,7486,1758,1304,763,1323,956,7453,1903,7453,1903,2626,2201,1164,773,72,65,3506,2992
59.935926,24.40955,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1758,1304,764,1323,956,7453,1903,7453,1903,2626,2202,1164,773,72,66,3506,2993
59.935804,24.412066,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1758,1304,764,1323,956,7453,1903,7453,1903,2626,2202,1164,773,72,66,3506,2993
59.937287,24.411145,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1633,2682,946,7254,2735,714,703,3291,2613,7486,1759,1304,764,1323,956,7453,1904,7453,1904,2626,2202,1164,773,72,66,3506,2993
59.942246,24.480251,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,947,7254,2735,714,705,3291,2616,7486,1761,1304,768,1323,960,7453,1906,7453,1906,2626,2206,1164,777,72,70,3506,2996
59.940961,24.483983,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,947,7254,2735,714,705,3291,2616,7486,1761,1304,768,1323,960,7453,1906,7453,1906,2626,2206,1164,777,72,70,3506,2997
59.938678,24.487236,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2735,714,705,3291,2617,7486,1761,1304,768,1323,960,7453,1906,7453,1906,2626,2206,1164,778,72,70,3506,2997
59.93691,24.486868,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2735,714,705,3291,2616,7486,1761,1304,768,1323,960,7453,1906,7453,1906,2626,2206,1164,778,72,70,3506,2997
59.93534,24.480364,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2735,714,705,3291,2616,7486,1760,1304,768,1323,960,7453,1905,7453,1905,2626,2205,1164,777,72,70,3506,2996
59.934393,24.483962,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2735,714,705,3291,2616,7486,1760,1304,768,1323,960,7453,1905,7453,1905,2626,2206,1164,777,72,70,3506,2996
59.934205,24.491531,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2734,714,705,3291,2616,7486,1760,1304,768,1323,961,7453,1906,7453,1906,2626,2206,1164,778,72,70,3506,2997
59.933622,24.493025,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,948,7254,2734,714,705,3291,2616,7486,1760,1304,768,1323,961,7453,1905,7453,1905,2626,2206,1164,778,72,70,3506,2997
59.929838,24.493364,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1637,2682,949,7254,2734,714,705,3291,2616,7486,1760,1304,768,1323,961,7453,1905,7453,1905,2626,2206,1164,778,72,70,3506,2997
59.942753,24.497922,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2068,1638,2682,947,7254,2735,714,706,3291,2617,7486,1761,1304,769,1323,961,7453,1907,7453,1907,2626,2207,1164,778,72,71,3506,2997
59.942066,24.500534,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,948,7260,2735,718,706,3297,2617,7491,1761,1310,769,1328,961,7459,1907,7459,1907,2632,2207,1170,778,77,71,3511,2997
59.943796,24.507459,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,948,7260,2736,718,706,3297,2618,7491,1762,1310,769,1328,962,7459,1907,7459,1907,2632,2207,1170,779,77,71,3511,2998
59.937579,24.513637,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,948,7260,2735,718,706,3297,2618,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,72,3511,2998
59.938319,24.509499,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,948,7260,2735,718,706,3297,2618,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,71,3511,2998
59.937387,24.50871,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,948,7260,2735,718,706,3297,2617,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,71,3511,2998
59.934556,24.509101,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,949,7260,2734,718,705,3297,2617,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,71,3511,2998
59.935063,24.511194,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,949,7260,2735,718,706,3297,2617,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,71,3511,2998
59.932152,24.510732,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2073,1638,2688,949,7260,2734,718,705,3297,2617,7491,1761,1310,769,1328,962,7459,1906,7459,1906,2632,2207,1170,779,77,71,3511,2998
59.954969,24.614182,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1644,2694,949,7265,2737,721,711,3302,2623,7497,1766,1315,775,1334,968,7464,1911,7464,1911,2638,2213,1176,785,83,77,3517,3004
59.964721,24.607048,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1644,2694,948,7265,2738,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2213,1176,785,83,77,3517,3004
59.964335,24.613508,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,948,7265,2738,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2213,1176,785,83,78,3517,3004
59.963809,24.611736,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,948,7265,2738,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2213,1176,785,83,77,3517,3004
59.962667,24.612678,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,948,7265,2738,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2213,1176,785,83,78,3517,3004
59.960188,24.613663,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1644,2694,949,7265,2737,721,711,3302,2624,7497,1766,1315,775,1334,968,7464,1911,7464,1911,2638,2213,1176,785,83,78,3517,3004
59.958966,24.614664,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1644,2694,949,7265,2737,721,711,3302,2624,7497,1766,1315,775,1334,968,7464,1911,7464,1911,2638,2213,1176,785,83,78,3517,3004
59.957998,24.617761,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,949,7265,2737,721,711,3302,2624,7497,1766,1315,775,1334,968,7464,1911,7464,1911,2638,2213,1176,785,83,78,3517,3004
59.959697,24.616314,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,949,7265,2737,721,711,3302,2624,7497,1766,1315,775,1334,968,7464,1912,7464,1912,2638,2213,1176,785,83,78,3517,3004
59.962387,24.619058,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,949,7265,2737,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2214,1176,785,83,78,3517,3004
59.963164,24.620794,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,949,7265,2738,721,712,3302,2624,7497,1767,1315,776,1334,968,7464,1912,7464,1912,2638,2214,1176,785,83,78,3517,3005
59.96354,24.618725,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,2079,1645,2694,948,7265,2738,721,711,3302,2624,7497,1767,1315,775,1334,968,7464,1912,7464,1912,2638,2214,1176,785,83,78,3517,3004
60.61491,21.159968,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614884,21.159991,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614875,21.159993,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614867,21.160013,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.61485,21.160034,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614833,21.160055,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614816,21.160077,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614808,21.160097,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
60.614791,21.160118,2023,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1986,1517,2600,805,7172,2824,710,703,3209,2511,7404,1753,1222,597,1241,812,7371,1892,7371,1892,2544,2071,1082,630,154,144,3424,2872
