"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Bodo_seaway","Bodo_geodesic","Crete_seaway","Crete_geodesic","Gdynia_seaway","Gdynia_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","SWC_seaway","SWC_geodesic","TZS_seaway","TZS_geodesic","Toralla_seaway","Toralla_geodesic"
60.021361,21.147227,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1479,2547,867,7119,2759,643,638,3156,2469,7351,1690,1169,583,1187,785,7318,1830,7318,1830,2491,2040,1029,602,126,119,3371,2837
60.017792,21.152824,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1479,2547,867,7119,2758,643,638,3156,2469,7351,1690,1169,584,1187,785,7318,1830,7318,1830,2491,2040,1029,602,126,119,3371,2837
60.017756,21.155042,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1479,2547,867,7119,2758,643,638,3156,2469,7351,1690,1169,584,1187,785,7318,1830,7318,1830,2491,2040,1029,603,126,119,3371,2837
60.017794,21.161996,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,867,7119,2758,643,638,3156,2470,7351,1690,1169,584,1187,786,7318,1830,7318,1830,2491,2040,1029,603,126,118,3371,2837
60.019599,21.160255,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,867,7119,2759,643,638,3156,2470,7351,1690,1169,584,1187,786,7318,1830,7318,1830,2491,2040,1029,603,126,118,3371,2837
60.024866,21.160078,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,867,7119,2759,643,639,3156,2470,7351,1691,1169,584,1187,786,7318,1831,7318,1831,2491,2040,1029,603,126,119,3371,2838
60.021222,21.170472,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,867,7119,2759,643,639,3156,2470,7351,1691,1169,585,1187,786,7318,1831,7318,1831,2491,2041,1029,603,126,118,3371,2838
60.026109,21.170652,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,867,7119,2759,643,639,3156,2471,7351,1691,1169,585,1187,787,7318,1831,7318,1831,2491,2041,1029,604,126,118,3371,2838
60.028799,21.161469,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,866,7119,2760,643,639,3156,2470,7351,1691,1169,584,1187,786,7318,1831,7318,1831,2491,2041,1029,603,126,119,3371,2838
60.029604,21.157279,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,866,7119,2760,643,639,3156,2470,7351,1691,1169,584,1187,786,7318,1831,7318,1831,2491,2041,1029,603,126,119,3371,2838
60.024856,21.136749,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1479,2547,866,7119,2759,643,639,3156,2469,7351,1691,1169,583,1187,785,7318,1830,7318,1830,2491,2039,1029,602,126,120,3371,2837
60.031984,21.162435,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,866,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.033306,21.165044,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,866,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,787,7318,1832,7318,1832,2491,2041,1029,604,126,118,3371,2838
60.033574,21.163773,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,866,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,787,7318,1832,7318,1832,2491,2041,1029,604,126,119,3371,2838
60.03659,21.165812,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2760,643,640,3156,2471,7351,1692,1169,585,1187,787,7318,1832,7318,1832,2491,2041,1029,604,126,118,3371,2839
60.037992,21.158851,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2761,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,604,126,119,3371,2838
60.038041,21.159959,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2761,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,604,126,119,3371,2839
60.035203,21.159094,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.035478,21.157371,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.036124,21.156321,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.035063,21.153504,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,865,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.033944,21.153037,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,865,7119,2760,643,640,3156,2470,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.033047,21.153322,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,866,7119,2760,643,640,3156,2470,7351,1692,1169,584,1187,786,7318,1831,7318,1831,2491,2041,1029,603,126,119,3371,2838
60.033133,21.155862,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,866,7119,2760,643,640,3156,2471,7351,1692,1169,584,1187,786,7318,1832,7318,1832,2491,2041,1029,603,126,119,3371,2838
60.03988,21.175866,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1482,2547,865,7119,2761,643,641,3156,2472,7351,1693,1169,585,1187,787,7318,1833,7318,1833,2491,2042,1029,604,126,118,3371,2839
60.039212,21.175012,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1482,2547,865,7119,2761,643,641,3156,2472,7351,1693,1169,585,1187,787,7318,1833,7318,1833,2491,2042,1029,604,126,118,3371,2839
60.037975,21.172297,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,865,7119,2761,643,641,3156,2472,7351,1693,1169,585,1187,787,7318,1832,7318,1832,2491,2042,1029,604,126,118,3371,2839
60.036671,21.173949,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,866,7119,2760,643,640,3156,2472,7351,1692,1169,585,1187,787,7318,1832,7318,1832,2491,2042,1029,604,126,118,3371,2839
60.03462,21.1746,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,866,7119,2760,643,640,3156,2471,7351,1692,1169,585,1187,787,7318,1832,7318,1832,2491,2042,1029,604,126,118,3371,2839
60.016597,21.196826,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,639,3156,2471,7351,1691,1169,586,1187,788,7318,1831,7318,1831,2491,2042,1029,605,126,116,3371,2839
60.017775,21.196583,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,639,3156,2471,7351,1691,1169,586,1187,788,7318,1831,7318,1831,2491,2042,1029,605,126,116,3371,2839
60.018945,21.196989,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,639,3156,2471,7351,1691,1169,586,1187,788,7318,1831,7318,1831,2491,2042,1029,605,126,116,3371,2839
60.018452,21.194792,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,639,3156,2471,7351,1691,1169,586,1187,788,7318,1831,7318,1831,2491,2042,1029,605,126,117,3371,2839
60.017023,21.193209,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,639,3156,2471,7351,1691,1169,586,1187,787,7318,1831,7318,1831,2491,2042,1029,604,126,117,3371,2839
60.015801,21.19042,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,638,3156,2471,7351,1691,1169,586,1187,787,7318,1830,7318,1830,2491,2042,1029,604,126,117,3371,2839
60.015825,21.189733,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,638,3156,2471,7351,1691,1169,586,1187,787,7318,1830,7318,1830,2491,2041,1029,604,126,117,3371,2839
60.01384,21.193715,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1481,2547,868,7119,2758,643,638,3156,2471,7351,1690,1169,586,1187,787,7318,1830,7318,1830,2491,2042,1029,604,126,117,3371,2839
60.009407,21.188525,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,869,7119,2757,643,638,3156,2470,7351,1690,1169,585,1187,787,7318,1830,7318,1830,2491,2041,1029,604,126,117,3371,2838
60.003363,21.194371,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,869,7119,2757,643,637,3156,2470,7351,1689,1169,586,1187,787,7318,1829,7318,1829,2491,2041,1029,604,126,116,3371,2838
60.002767,21.193721,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1480,2547,869,7119,2757,643,637,3156,2470,7351,1689,1169,586,1187,787,7318,1829,7318,1829,2491,2041,1029,604,126,116,3371,2838
59.996634,21.191007,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1924,1480,2538,870,7110,2756,632,636,3147,2470,7342,1689,1160,585,1179,786,7309,1829,7309,1829,2482,2041,1020,604,122,116,3362,2838
59.997194,21.147969,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1924,1478,2538,869,7110,2756,632,636,3147,2468,7342,1688,1160,583,1179,784,7309,1828,7309,1828,2482,2038,1020,601,122,119,3362,2836
59.997924,21.143922,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1924,1478,2538,869,7110,2756,632,636,3147,2468,7342,1688,1160,583,1179,784,7309,1828,7309,1828,2482,2038,1020,601,122,119,3362,2835
59.842721,21.872754,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1503,2555,899,7127,2734,633,631,3164,2490,7359,1687,1177,621,1195,817,7326,1828,7326,1828,2499,2067,1037,634,87,77,3379,2862
59.818181,21.881858,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,902,7127,2731,633,629,3164,2489,7359,1685,1177,621,1195,816,7326,1826,7326,1826,2499,2067,1037,633,87,77,3379,2861
59.817487,21.880232,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,902,7127,2731,633,629,3164,2488,7359,1684,1177,621,1195,816,7326,1826,7326,1826,2499,2067,1037,633,87,77,3379,2861
59.812827,21.882092,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,902,7127,2731,633,628,3164,2488,7359,1684,1177,621,1195,816,7326,1825,7326,1825,2499,2066,1037,633,87,77,3379,2861
59.812367,21.890826,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,903,7127,2731,633,628,3164,2489,7359,1684,1177,622,1195,817,7326,1826,7326,1826,2499,2067,1037,634,87,76,3379,2861
59.809555,21.910154,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1944,1503,2559,903,7131,2730,635,628,3167,2489,7362,1684,1181,623,1199,818,7329,1826,7329,1826,2503,2068,1041,635,82,75,3382,2862
59.80683,21.9125,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1944,1503,2559,904,7131,2730,635,628,3167,2489,7362,1684,1181,623,1199,818,7329,1826,7329,1826,2503,2068,1041,635,82,75,3382,2862
59.807247,21.910971,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1944,1503,2559,903,7131,2730,635,628,3167,2489,7362,1684,1181,623,1199,818,7329,1826,7329,1826,2503,2068,1041,635,82,75,3382,2862
59.798646,21.907482,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1502,2550,904,7122,2729,625,627,3159,2488,7354,1683,1172,623,1191,817,7321,1825,7321,1825,2495,2067,1032,634,78,75,3374,2861
59.799767,21.911811,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1503,2550,904,7122,2729,625,627,3159,2489,7354,1683,1172,623,1191,817,7321,1825,7321,1825,2495,2067,1032,634,78,75,3374,2862
59.798758,21.916411,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1503,2550,904,7122,2729,625,627,3159,2489,7354,1683,1172,623,1191,818,7321,1825,7321,1825,2495,2067,1032,635,78,75,3374,2862
59.797889,21.911401,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1503,2550,904,7122,2729,625,627,3159,2489,7354,1683,1172,623,1191,817,7321,1825,7321,1825,2495,2067,1032,634,78,75,3374,2862
59.791933,21.918826,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1503,2550,905,7122,2728,625,627,3159,2488,7354,1683,1172,623,1191,818,7321,1824,7321,1824,2495,2067,1032,634,78,75,3374,2862
59.792076,21.90397,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1502,2550,905,7122,2728,625,627,3159,2488,7354,1682,1172,622,1191,817,7321,1824,7321,1824,2495,2067,1032,634,78,76,3374,2861
59.790965,21.900141,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1502,2550,905,7122,2728,625,626,3159,2488,7354,1682,1172,622,1191,816,7321,1824,7321,1824,2495,2066,1032,633,78,76,3374,2861
59.79072,21.892467,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,905,7119,2728,623,626,3155,2487,7350,1682,1168,622,1187,816,7317,1823,7317,1823,2491,2066,1029,633,83,76,3370,2860
59.794211,21.897091,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1502,2547,905,7119,2729,623,627,3155,2488,7350,1682,1168,622,1187,816,7317,1824,7317,1824,2491,2066,1029,633,83,76,3370,2861
59.797102,21.901791,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1502,2550,904,7122,2729,625,627,3159,2488,7354,1683,1172,622,1191,817,7321,1824,7321,1824,2495,2067,1032,634,78,76,3374,2861
59.800256,21.893808,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,904,7127,2729,633,627,3164,2488,7359,1683,1177,622,1195,816,7326,1824,7326,1824,2499,2066,1037,633,87,76,3379,2861
59.804041,21.89421,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,903,7127,2730,633,628,3164,2488,7359,1683,1177,622,1195,817,7326,1825,7326,1825,2499,2067,1037,634,87,76,3379,2861
59.80402,21.889517,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,903,7127,2730,633,627,3164,2488,7359,1683,1177,622,1195,816,7326,1825,7326,1825,2499,2066,1037,633,87,76,3379,2861
59.800728,21.889058,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1502,2555,904,7127,2729,633,627,3164,2488,7359,1683,1177,622,1195,816,7326,1824,7326,1824,2499,2066,1037,633,87,76,3379,2861
59.79983,21.887963,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1502,2547,904,7119,2729,623,627,3155,2488,7350,1683,1168,622,1187,816,7317,1824,7317,1824,2491,2066,1029,633,83,76,3370,2861
59.796922,21.882143,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,627,3155,2487,7350,1682,1168,621,1187,816,7317,1824,7317,1824,2491,2066,1029,633,83,77,3370,2860
59.795135,21.88522,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,626,3155,2487,7350,1682,1168,621,1187,816,7317,1824,7317,1824,2491,2066,1029,633,83,77,3370,2860
59.792945,21.883289,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,626,3155,2487,7350,1682,1168,621,1187,816,7317,1823,7317,1823,2491,2066,1029,633,83,77,3370,2860
59.793263,21.87992,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,626,3155,2487,7350,1682,1168,621,1187,815,7317,1823,7317,1823,2491,2065,1029,632,83,77,3370,2860
59.794829,21.875555,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,626,3155,2487,7350,1682,1168,621,1187,815,7317,1823,7317,1823,2491,2065,1029,632,83,77,3370,2860
59.796688,21.877751,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,627,3155,2487,7350,1682,1168,621,1187,815,7317,1824,7317,1824,2491,2065,1029,632,83,77,3370,2860
59.796994,21.876847,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1501,2547,904,7119,2729,623,627,3155,2487,7350,1682,1168,621,1187,815,7317,1824,7317,1824,2491,2065,1029,632,83,77,3370,2860
59.800129,21.873258,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1501,2555,903,7127,2729,633,627,3164,2487,7359,1683,1177,621,1195,815,7326,1824,7326,1824,2499,2065,1037,632,87,77,3379,2860
59.800333,21.873869,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1501,2555,903,7127,2729,633,627,3164,2487,7359,1683,1177,621,1195,815,7326,1824,7326,1824,2499,2065,1037,632,87,77,3379,2860
59.802405,21.873479,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1501,2555,903,7127,2730,633,627,3164,2487,7359,1683,1177,621,1195,815,7326,1824,7326,1824,2499,2065,1037,632,87,77,3379,2860
59.801283,21.868491,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1501,2555,903,7127,2730,633,627,3164,2487,7359,1683,1177,621,1195,815,7326,1824,7326,1824,2499,2065,1037,632,87,78,3379,2860
59.799652,21.859903,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1500,2547,903,7119,2729,623,626,3155,2486,7350,1682,1168,620,1187,815,7317,1824,7317,1824,2491,2065,1029,632,83,78,3370,2859
59.793221,21.860895,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1500,2547,904,7119,2729,623,626,3155,2486,7350,1682,1168,620,1187,814,7317,1823,7317,1823,2491,2064,1029,631,83,78,3370,2859
59.795977,21.8504,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1500,2547,903,7119,2729,623,626,3155,2486,7350,1682,1168,620,1187,814,7317,1823,7317,1823,2491,2064,1029,631,83,79,3370,2858
59.803103,21.842602,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1500,2555,903,7127,2730,633,627,3164,2486,7359,1682,1177,619,1195,814,7326,1824,7326,1824,2499,2064,1037,631,87,79,3379,2858
59.80288,21.841065,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1499,2555,903,7127,2730,633,626,3164,2486,7359,1682,1177,619,1195,814,7326,1823,7326,1823,2499,2064,1037,631,87,79,3379,2858
59.802202,21.840741,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1499,2555,903,7127,2730,633,626,3164,2486,7359,1682,1177,619,1195,814,7326,1823,7326,1823,2499,2064,1037,631,87,79,3379,2858
59.801107,21.836018,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1499,2555,903,7127,2730,633,626,3164,2485,7359,1682,1177,619,1195,813,7326,1823,7326,1823,2499,2064,1037,630,87,79,3379,2858
59.801331,21.834858,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1499,2555,903,7127,2730,633,626,3164,2485,7359,1682,1177,619,1195,813,7326,1823,7326,1823,2499,2063,1037,630,87,79,3379,2858
59.80069,21.83069,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1940,1499,2555,903,7127,2730,633,626,3164,2485,7359,1682,1177,618,1195,813,7326,1823,7326,1823,2499,2063,1037,630,87,80,3379,2858
59.739993,21.940455,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1501,2550,911,7122,2722,625,622,3159,2486,7354,1678,1172,624,1191,817,7321,1819,7321,1819,2495,2066,1032,634,78,74,3374,2860
59.742205,21.947428,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1501,2550,911,7122,2723,625,622,3159,2486,7354,1678,1172,624,1191,817,7321,1820,7321,1820,2495,2066,1032,634,78,74,3374,2860
59.747767,21.894066,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1499,2547,909,7119,2723,623,622,3155,2484,7350,1678,1168,622,1187,815,7317,1819,7317,1819,2491,2064,1029,632,83,77,3370,2858
59.749374,21.878309,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1498,2547,909,7119,2724,623,622,3155,2484,7350,1677,1168,621,1187,814,7317,1819,7317,1819,2491,2063,1029,631,83,78,3370,2857
59.749025,21.877203,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1498,2547,909,7119,2724,623,621,3155,2484,7350,1677,1168,621,1187,814,7317,1819,7317,1819,2491,2063,1029,631,83,78,3370,2857
59.746172,21.862684,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,909,7119,2724,623,621,3155,2483,7350,1677,1168,620,1187,813,7317,1818,7317,1818,2491,2062,1029,630,83,79,3370,2856
59.75009,21.860048,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2483,7350,1677,1168,620,1187,813,7317,1819,7317,1819,2491,2062,1029,630,83,79,3370,2856
59.750435,21.859442,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2483,7350,1677,1168,620,1187,813,7317,1819,7317,1819,2491,2062,1029,630,83,79,3370,2856
59.750978,21.849659,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2483,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2062,1029,629,83,79,3370,2856
59.749519,21.848922,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2062,1029,629,83,79,3370,2856
59.730482,21.843945,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,910,7119,2722,623,619,3155,2481,7350,1675,1168,619,1187,811,7317,1816,7317,1816,2491,2061,1029,628,83,80,3370,2855
59.730625,21.842551,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1495,2547,910,7119,2722,623,619,3155,2481,7350,1675,1168,618,1187,811,7317,1816,7317,1816,2491,2061,1029,628,83,80,3370,2855
59.730827,21.839918,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1495,2547,910,7119,2722,623,619,3155,2481,7350,1675,1168,618,1187,811,7317,1816,7317,1816,2491,2060,1029,628,83,80,3370,2854
59.737581,21.831371,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1495,2547,909,7119,2723,623,619,3155,2481,7350,1675,1168,618,1187,811,7317,1817,7317,1817,2491,2060,1029,628,83,80,3370,2854
59.741946,21.834385,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,909,7119,2723,623,620,3155,2481,7350,1676,1168,618,1187,811,7317,1817,7317,1817,2491,2061,1029,628,83,80,3370,2855
59.744305,21.82689,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1495,2547,908,7119,2724,623,620,3155,2481,7350,1676,1168,618,1187,811,7317,1817,7317,1817,2491,2060,1029,628,83,81,3370,2854
59.747172,21.83388,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,620,3155,2482,7350,1676,1168,618,1187,811,7317,1818,7317,1818,2491,2061,1029,628,83,80,3370,2855
59.747318,21.840775,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1676,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2855
59.74512,21.929481,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1936,1501,2550,910,7122,2723,625,622,3159,2486,7354,1678,1172,623,1191,817,7321,1820,7321,1820,2495,2066,1032,634,78,75,3374,2860
59.749115,21.840961,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2855
59.749689,21.842494,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2856
59.751599,21.840505,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2856
59.752126,21.84087,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2856
59.752329,21.840535,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1497,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,619,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2856
59.752472,21.834129,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,618,1187,812,7317,1818,7317,1818,2491,2061,1029,629,83,80,3370,2855
59.753076,21.82981,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,618,1187,811,7317,1818,7317,1818,2491,2061,1029,628,83,80,3370,2855
59.752092,21.830176,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,618,1187,811,7317,1818,7317,1818,2491,2061,1029,628,83,80,3370,2855
59.751677,21.828564,2021,7,"Finland","HUMAN_OBSERVATION",NA,NA,NA,1932,1496,2547,908,7119,2724,623,621,3155,2482,7350,1677,1168,618,1187,811,7317,1818,7317,1818,2491,2061,1029,628,83,80,3370,2855
