"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Bodo_seaway","Bodo_geodesic","Crete_seaway","Crete_geodesic","Galway_seaway","Galway_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","SWC_seaway","SWC_geodesic","Svalbard_seaway","Svalbard_geodesic","TZS_seaway","TZS_geodesic","Toralla_seaway","Toralla_geodesic"
53.15729,-9.124868,2025,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,1268,861,2177,2024,5024,3326,52,43,5256,1844,1778,1406,1773,1362,714,462,1790,1406,3046,2956,2849,2102,1280,1215
54.6232,-5.531522,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.44999999999999,6.04,1173,684,1884,1760,5187,3183,516,322,5419,1689,1485,1112,1480,1073,620,485,1497,1116,2787,2749,2556,1810,1438,1403
53.17041,-8.988414,2024,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,1277,852,2190,2018,5033,3318,66,52,5264,1836,1791,1397,1786,1354,723,457,1803,1398,3060,2953,2862,2094,1288,1217
53.17028,-8.988948,2024,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,1277,852,2190,2018,5033,3318,66,52,5264,1836,1791,1397,1786,1354,723,457,1803,1398,3060,2953,2862,2094,1288,1217
49.581753,-1.261792,2024,3,"France","HUMAN_OBSERVATION",NA,NA,NA,380,370,2263,2161,4878,2663,906,717,5110,1202,1326,1307,1274,1184,247,225,1301,1241,3365,3266,2351,1931,1130,1003
55.314423,-7.340068,2024,4,"Ireland","HUMAN_OBSERVATION",55.35,-7.44999999999999,8.01,1349,833,1817,1759,5322,3332,340,278,5553,1839,1417,1186,1412,1166,795,597,1430,1204,2714,2696,2489,1884,1578,1462
43.467149,-3.773213,2024,4,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1249,1019,3122,2868,4339,2632,1223,1174,4571,1395,2185,1995,2133,1856,786,768,2159,1915,4055,3964,3209,2576,591,432
55.292948,-6.192822,2024,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1254,761,1813,1722,5268,3259,435,325,5499,1766,1413,1118,1408,1093,700,565,1426,1132,2716,2687,2485,1816,1519,1465
55.258625,-6.190375,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1254,759,1813,1725,5268,3257,435,322,5499,1764,1413,1120,1408,1094,700,561,1426,1133,2716,2691,2485,1818,1519,1461
50.147656,-5.056799,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,2440,2199,4710,2937,625,474,4941,1481,1561,1421,1510,1325,72,69,1536,1379,3344,3240,2586,2085,961,926
55.258625,-6.190375,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1254,759,1813,1725,5268,3257,435,322,5499,1764,1413,1120,1408,1094,700,561,1426,1133,2716,2691,2485,1818,1519,1461
56.45114,12.5443,2024,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1054,838,1669,1208,6241,2532,1845,1469,6472,1218,283,283,124,124,1577,1296,143,146,2774,2433,964,734,2492,2197
60.063679,5.44062,2024,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,987,981,991,920,6132,3093,1357,1197,6364,1706,567,347,562,455,1469,1237,580,449,2096,2058,1639,992,2384,2209
60.079729,5.46033,2024,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,987,983,991,918,6132,3094,1357,1199,6364,1707,567,347,562,455,1469,1240,580,449,2096,2056,1639,991,2384,2211
59.614719,5.52127,2024,7,"Norway","HUMAN_OBSERVATION",59.65,5.35000000000001,10.41,945,934,1031,964,6089,3059,1338,1168,6321,1665,525,339,520,430,1426,1196,537,430,2136,2105,1596,1004,2341,2167
60.822233,5.006639,2024,7,"Norway","HUMAN_OBSERVATION",60.85,4.95000000000001,4.36,1071,1064,894,854,6215,3180,1358,1225,6446,1797,655,409,650,535,1551,1298,668,523,2000,1974,1727,1013,2466,2269
61.463019,5.364201,2024,8,"Norway","HUMAN_OBSERVATION",61.45,5.45000000000001,4.79,1149,1133,859,783,6292,3219,1410,1287,6524,1850,733,425,728,568,1629,1369,745,549,1964,1905,1804,987,2544,2341
58.97153,5.85768,2024,8,"Norway","HUMAN_OBSERVATION",59.05,5.85000000000001,8.75,893,874,1106,1014,6039,2989,1348,1161,6271,1593,467,303,462,370,1376,1159,479,376,2212,2168,1538,988,2291,2128
59.253649,5.39533,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,891,1079,1003,6043,3023,1327,1148,6274,1624,473,330,468,404,1379,1162,486,409,2184,2148,1545,1009,2294,2132
58.97042,5.87903,2024,8,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,4.66,903,865,1119,1022,6050,2976,1358,1161,6281,1580,477,297,472,359,1386,1154,489,367,2224,2179,1548,985,2301,2122
59.254429,5.38978,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,891,1079,1003,6043,3023,1327,1148,6274,1624,473,330,468,404,1379,1162,486,409,2184,2148,1545,1009,2294,2132
59.850346,5.681523,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,971,960,1016,936,6117,3066,1364,1196,6349,1679,545,327,540,429,1454,1225,558,425,2121,2080,1617,982,2369,2196
60.11476,6.07532,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1007,993,1034,900,6154,3077,1405,1230,6386,1698,581,316,576,433,1491,1262,594,424,2140,2049,1653,957,2406,2233
59.677037,5.621186,2024,8,"Norway","HUMAN_OBSERVATION",59.75,5.65000000000001,8.28,961,948,1025,946,6108,3058,1360,1188,6339,1669,535,325,530,424,1444,1215,547,421,2130,2092,1606,985,2359,2186
60.551199,4.825751,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1037,1030,927,887,6181,3157,1341,1199,6412,1769,622,399,617,516,1517,1266,635,508,2033,2008,1694,1022,2432,2237
60.506249,4.873801,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1037,1025,927,890,6181,3152,1341,1198,6412,1763,622,395,617,511,1517,1263,635,503,2033,2013,1694,1019,2432,2234
60.578529,4.866881,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1037,1033,927,883,6181,3158,1341,1203,6412,1771,622,399,617,517,1517,1269,635,508,2033,2005,1694,1019,2432,2241
60.610664,4.857764,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1048,1036,916,880,6192,3162,1345,1205,6423,1774,634,401,629,520,1528,1272,646,511,2021,2001,1705,1019,2443,2244
60.609957,4.866764,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1048,1036,916,880,6192,3161,1345,1205,6423,1774,634,400,629,519,1528,1272,646,510,2021,2001,1705,1019,2443,2244
60.627249,4.850917,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1048,1038,916,879,6192,3163,1345,1205,6423,1776,634,402,629,521,1528,1274,646,512,2021,2000,1705,1020,2443,2245
60.634079,4.836671,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1048,1039,916,878,6192,3164,1345,1205,6423,1777,634,403,629,522,1528,1274,646,513,2021,1999,1705,1020,2443,2246
61.896268,5.080638,2024,9,"Norway","HUMAN_OBSERVATION",61.95,4.95000000000001,9.09,1193,1185,770,750,6336,3280,1403,1302,6567,1911,779,482,774,628,1672,1405,791,608,1876,1853,1850,1017,2587,2376
59.892949,5.277331,2024,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,963,960,1008,941,6108,3083,1339,1179,6340,1692,545,350,540,450,1444,1217,558,447,2113,2078,1617,1004,2360,2188
59.894019,5.279171,2024,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,963,961,1008,941,6108,3083,1339,1179,6340,1692,545,350,540,450,1444,1217,558,447,2113,2078,1617,1004,2360,2188
59.894199,5.270901,2024,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,963,960,1008,941,6108,3084,1339,1179,6340,1692,545,350,540,450,1444,1216,558,447,2113,2078,1617,1004,2360,2188
59.844599,5.303301,2024,9,"Norway","HUMAN_OBSERVATION",59.85,5.25000000000001,3.04,963,955,1008,946,6108,3081,1339,1175,6340,1688,545,350,540,448,1444,1212,558,446,2113,2083,1617,1006,2360,2183
59.847364,5.310908,2024,9,"Norway","HUMAN_OBSERVATION",59.85,5.25000000000001,3.42,963,955,1008,946,6108,3081,1339,1175,6340,1688,545,350,540,448,1444,1212,558,446,2113,2083,1617,1006,2360,2183
59.18715,10.34173,2024,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,983,984,1517,924,6164,2863,1693,1403,6396,1536,59,56,218,220,1501,1349,187,186,2622,2133,1289,733,2416,2302
50.16149,-5.058191,2023,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,2440,2198,4710,2938,625,472,4941,1482,1561,1420,1510,1324,72,68,1536,1378,3344,3238,2586,2084,961,927
58.26768,11.43554,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,955,935,1542,1014,6142,2742,1718,1435,6373,1426,73,70,114,114,1478,1337,69,68,2648,2233,1172,699,2394,2275
58.26766,11.43568,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,955,935,1542,1014,6142,2742,1718,1435,6373,1426,73,70,114,114,1478,1337,69,68,2648,2233,1172,699,2394,2275
58.26768,11.43554,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,955,935,1542,1014,6142,2742,1718,1435,6373,1426,73,70,114,114,1478,1337,69,68,2648,2233,1172,699,2394,2275
58.99958,6.281,2023,7,"Norway","HUMAN_OBSERVATION",58.85,6.15000000000001,18.27,919,856,1135,1028,6066,2961,1374,1166,6297,1565,493,286,488,344,1402,1153,505,352,2240,2189,1564,976,2317,2119
58.997683,6.278392,2023,7,"Norway","HUMAN_OBSERVATION",58.85,6.15000000000001,18.02,919,856,1135,1028,6066,2961,1374,1166,6297,1565,493,286,488,344,1402,1153,505,352,2240,2189,1564,976,2317,2119
58.047803,6.796081,2023,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,782,781,1248,1100,5950,2866,1424,1166,6182,1468,301,268,296,274,1287,1111,314,296,2354,2274,1373,965,2202,2071
58.06331,6.72872,2023,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,782,782,1248,1099,5950,2870,1424,1163,6182,1472,301,271,296,278,1287,1110,314,300,2354,2273,1373,969,2202,2070
58.057725,6.810047,2023,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,784,783,1254,1099,5953,2867,1430,1168,6184,1469,296,267,291,273,1289,1113,308,295,2360,2273,1367,964,2204,2072
60.822233,5.006639,2023,7,"Norway","HUMAN_OBSERVATION",60.85,4.95000000000001,4.36,1071,1064,894,854,6215,3180,1358,1225,6446,1797,655,409,650,535,1551,1298,668,523,2000,1974,1727,1013,2466,2269
60.823623,5.007292,2023,7,"Norway","HUMAN_OBSERVATION",60.85,4.95000000000001,4.28,1071,1064,894,854,6215,3180,1358,1225,6446,1797,655,409,650,535,1551,1298,668,523,2000,1974,1727,1013,2466,2269
62.6296,7.15238,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1352,1279,646,624,6495,3281,1556,1438,6727,1948,939,470,934,638,1832,1528,951,607,1791,1764,2010,916,2747,2499
60.389057,4.969982,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1016,1013,950,899,6159,3138,1339,1195,6391,1749,599,385,595,498,1496,1254,612,491,2056,2025,1671,1015,2411,2226
68.450104,17.047773,2023,8,"Norway","HUMAN_OBSERVATION",68.45,16.95,4,2153,2044,215,165,7248,3719,2301,2194,7479,2561,1739,1105,1734,1281,2632,2317,1752,1228,1154,1095,2811,1006,3499,3288
59.05966,5.71851,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,887,874,1105,1016,6033,2994,1342,1154,6265,1596,461,310,456,377,1370,1155,473,384,2211,2168,1532,995,2285,2124
60.423669,4.914171,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1027,1016,939,897,6170,3143,1342,1195,6402,1754,611,389,606,503,1507,1256,623,496,2044,2022,1682,1018,2422,2228
60.990909,4.721201,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1080,1078,883,847,6224,3200,1351,1224,6455,1816,668,427,663,555,1560,1305,680,543,1989,1960,1739,1025,2475,2277
60.998039,4.88605,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1081,1080,882,842,6225,3195,1356,1232,6456,1814,667,420,662,549,1561,1310,679,536,1988,1958,1738,1016,2476,2282
61.109189,5.286622,2023,8,"Norway","HUMAN_OBSERVATION",61.05,5.25000000000001,6.88,1098,1088,877,827,6242,3189,1392,1251,6474,1812,682,407,677,540,1579,1325,694,525,1982,1950,1753,997,2494,2297
65.80569,11.76968,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1743,1683,221,206,6862,3501,1915,1836,7094,2261,1330,773,1325,953,2223,1946,1342,905,1416,1393,2401,883,3113,2918
65.690016,11.7834,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1726,1671,240,216,6852,3489,1906,1828,7084,2248,1312,760,1307,940,2205,1936,1325,893,1438,1406,2384,874,3103,2908
66.233507,12.280317,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1793,1736,170,154,6904,3538,1958,1884,7136,2308,1379,822,1374,1002,2272,1999,1392,954,1370,1344,2450,901,3155,2970
64.002224,10.016007,2023,8,"Norway","HUMAN_OBSERVATION",64.05,9.95000000000001,6.22,1550,1469,439,417,6693,3355,1747,1646,6925,2075,1136,580,1131,760,2029,1737,1149,716,1621,1594,2208,838,2944,2709
58.87697,11.11622,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,983,979,1549,950,6168,2811,1726,1435,6400,1496,0,1,178,180,1505,1362,140,138,2655,2166,1243,697,2420,2309
57.54453,11.75742,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,886,1566,1092,6139,2662,1742,1437,6371,1344,150,153,49,49,1476,1310,11,15,2672,2313,1092,713,2391,2236
57.54426,11.76266,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,886,1566,1092,6139,2662,1742,1437,6371,1344,150,153,49,49,1476,1310,11,15,2672,2313,1092,712,2391,2236
57.54809,11.78479,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1091,6139,2662,1742,1439,6371,1344,150,153,49,50,1476,1311,11,15,2672,2312,1092,711,2391,2237
57.5525,11.79079,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1091,6139,2662,1742,1439,6371,1344,150,153,49,51,1476,1312,11,15,2672,2312,1092,710,2391,2238
57.55114,11.77113,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1091,6139,2662,1742,1438,6371,1344,150,153,49,50,1476,1311,11,15,2672,2312,1092,712,2391,2237
57.56209,11.76952,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1090,6139,2664,1742,1438,6371,1346,150,151,49,51,1476,1311,11,13,2672,2311,1092,711,2391,2238
57.56002,11.75758,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1090,6139,2664,1742,1437,6371,1345,150,151,49,50,1476,1311,11,14,2672,2311,1092,712,2391,2237
57.56473,11.75589,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1089,6139,2664,1742,1437,6371,1346,150,151,49,50,1476,1311,11,13,2672,2310,1092,712,2391,2237
57.56688,11.7604,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1089,6139,2664,1742,1437,6371,1346,150,151,49,51,1476,1311,11,13,2672,2310,1092,711,2391,2237
57.5676,11.75947,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1089,6139,2664,1742,1437,6371,1346,150,151,49,51,1476,1311,11,13,2672,2310,1092,711,2391,2237
57.57012,11.76652,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1089,6139,2664,1742,1438,6371,1346,150,150,49,51,1476,1312,11,13,2672,2310,1092,711,2391,2238
57.57286,11.76577,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,889,1566,1088,6139,2665,1742,1438,6371,1347,150,150,49,51,1476,1312,11,12,2672,2309,1092,711,2391,2238
57.56085,11.74203,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1090,6139,2664,1742,1436,6371,1346,150,151,49,49,1476,1310,11,13,2672,2311,1092,713,2391,2236
57.56292,11.74436,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1090,6139,2664,1742,1436,6371,1346,150,151,49,50,1476,1310,11,13,2672,2311,1092,712,2391,2236
57.56399,11.73913,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1090,6139,2665,1742,1436,6371,1346,150,151,49,50,1476,1310,11,13,2672,2311,1092,713,2391,2236
57.56547,11.73851,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1089,6139,2665,1742,1436,6371,1346,150,151,49,50,1476,1310,11,13,2672,2310,1092,713,2391,2236
57.5732,11.75082,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1089,6139,2665,1742,1437,6371,1347,150,150,49,51,1476,1311,11,12,2672,2309,1092,712,2391,2237
57.57542,11.74552,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1088,6139,2666,1742,1437,6371,1347,150,150,49,51,1476,1311,11,12,2672,2309,1092,712,2391,2237
57.58047,11.74253,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,888,1566,1088,6139,2666,1742,1437,6371,1348,150,149,49,51,1476,1311,11,11,2672,2309,1092,712,2391,2238
57.5425,11.74411,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,885,1566,1092,6139,2662,1742,1436,6371,1344,150,153,49,48,1476,1309,11,15,2672,2313,1092,713,2391,2235
57.55156,11.72507,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,885,1566,1091,6139,2664,1742,1435,6371,1345,150,152,49,48,1476,1308,11,14,2672,2312,1092,714,2391,2235
57.55895,11.7081,2023,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,885,1566,1090,6139,2665,1742,1434,6371,1346,150,151,49,48,1476,1308,11,14,2672,2311,1092,715,2391,2235
55.206695,-6.239712,2023,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1260,758,1813,1732,5274,3257,429,316,5506,1764,1414,1125,1409,1099,706,557,1427,1138,2717,2697,2486,1823,1525,1455
62.6486,6.73762,2023,9,"Norway","HUMAN_OBSERVATION",62.65,6.65000000000001,4.48,1317,1276,657,636,6460,3297,1521,1420,6691,1957,903,485,898,651,1796,1516,916,621,1789,1765,1975,941,2711,2488
62.64055,6.70178,2023,9,"Norway","HUMAN_OBSERVATION",62.65,6.65000000000001,2.85,1317,1276,657,636,6460,3297,1521,1420,6691,1957,903,485,898,651,1796,1516,916,621,1789,1765,1975,941,2711,2488
62.72617,6.933171,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1337,1287,642,621,6480,3296,1541,1437,6712,1961,923,485,918,653,1816,1531,936,621,1777,1755,1995,929,2732,2503
59.272319,5.46303,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,898,894,1080,999,6044,3022,1332,1153,6275,1624,473,326,468,402,1380,1166,485,406,2186,2146,1544,1005,2295,2136
59.267562,5.454192,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,898,893,1080,1000,6044,3022,1332,1152,6275,1624,473,327,468,402,1380,1165,485,406,2186,2146,1544,1005,2295,2135
59.240039,5.45068,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,898,890,1080,1003,6044,3019,1332,1150,6275,1621,473,327,468,400,1380,1162,485,405,2186,2149,1544,1006,2295,2132
59.19302,5.473371,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,887,885,1090,1007,6033,3014,1329,1149,6264,1616,462,325,457,397,1369,1159,474,402,2196,2154,1533,1006,2284,2129
59.197269,5.46807,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,887,886,1090,1007,6033,3015,1329,1149,6264,1616,462,325,457,397,1369,1159,474,403,2196,2154,1533,1006,2284,2129
63.88965,9.8782,2023,9,"Norway","HUMAN_OBSERVATION",63.95,9.85000000000001,6.86,1540,1457,451,429,6683,3347,1738,1636,6915,2065,1127,569,1122,749,2020,1725,1139,706,1632,1605,2198,838,2935,2697
59.284049,5.806831,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,906,899,1085,991,6053,3011,1355,1170,6284,1618,480,307,475,386,1389,1178,492,389,2191,2142,1551,985,2304,2148
59.2805,5.80733,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,906,899,1085,991,6053,3011,1355,1170,6284,1617,480,307,475,386,1389,1178,492,388,2191,2143,1551,985,2304,2147
59.462019,5.850513,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,925,919,1060,971,6072,3026,1373,1182,6304,1635,499,307,494,395,1409,1196,512,395,2166,2122,1571,979,2324,2165
59.459044,5.842881,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,925,919,1060,972,6072,3026,1373,1182,6304,1635,499,308,494,395,1409,1195,512,395,2166,2123,1571,980,2324,2165
59.34618,5.88667,2023,9,"Norway","HUMAN_OBSERVATION",59.35,5.95000000000001,3.62,918,908,1073,981,6065,3012,1366,1181,6297,1621,492,300,487,383,1402,1189,505,384,2178,2134,1564,976,2317,2158
59.34103,5.88208,2023,9,"Norway","HUMAN_OBSERVATION",59.35,5.95000000000001,3.98,918,908,1073,981,6065,3012,1366,1181,6297,1621,492,300,487,383,1402,1189,505,384,2178,2134,1564,976,2317,2158
59.38968,5.88403,2023,9,"Norway","HUMAN_OBSERVATION",59.35,5.95000000000001,5.79,918,908,1073,981,6065,3012,1366,1181,6297,1621,492,300,487,383,1402,1189,505,384,2178,2134,1564,976,2317,2158
59.47583,5.9675,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,929,922,1066,967,6076,3023,1377,1189,6307,1634,503,301,498,391,1412,1201,515,390,2171,2120,1574,972,2327,2170
59.47612,5.98312,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,929,922,1066,967,6076,3023,1377,1189,6307,1634,503,300,498,390,1412,1202,515,389,2171,2120,1574,971,2327,2171
59.217849,5.384721,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,887,1079,1007,6043,3020,1327,1146,6274,1620,473,330,468,402,1379,1158,486,408,2184,2152,1545,1010,2294,2128
59.216419,5.38738,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,887,1079,1007,6043,3019,1327,1146,6274,1620,473,330,468,402,1379,1158,486,408,2184,2152,1545,1010,2294,2128
59.220369,5.380171,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,887,1079,1007,6043,3020,1327,1146,6274,1621,473,331,468,403,1379,1158,486,408,2184,2152,1545,1010,2294,2128
59.219549,5.381321,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,897,887,1079,1007,6043,3020,1327,1146,6274,1620,473,331,468,403,1379,1158,486,408,2184,2152,1545,1010,2294,2128
58.22727,6.6273,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,801,797,1242,1084,5968,2888,1418,1164,6199,1491,324,270,319,290,1304,1119,337,308,2348,2255,1396,968,2219,2081
58.2139,6.63673,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,801,796,1242,1085,5968,2887,1418,1164,6199,1489,324,270,319,289,1304,1118,337,307,2348,2257,1396,968,2219,2080
59.536579,5.5461,2023,9,"Norway","HUMAN_OBSERVATION",59.65,5.35000000000001,16.78,945,934,1031,964,6089,3059,1338,1168,6321,1665,525,339,520,430,1426,1196,537,430,2136,2105,1596,1004,2341,2167
59.551715,5.548994,2023,9,"Norway","HUMAN_OBSERVATION",59.65,5.35000000000001,15.66,945,934,1031,964,6089,3059,1338,1168,6321,1665,525,339,520,430,1426,1196,537,430,2136,2105,1596,1004,2341,2167
57.56588,11.74356,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,887,1566,1089,6139,2665,1742,1436,6371,1346,150,151,49,50,1476,1310,11,13,2672,2310,1092,712,2391,2237
57.52401,11.73919,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1094,6139,2661,1742,1435,6371,1342,150,155,49,47,1476,1308,11,17,2672,2315,1092,715,2391,2233
57.52556,11.73162,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1094,6139,2661,1742,1435,6371,1342,150,155,49,46,1476,1307,11,17,2672,2315,1092,715,2391,2233
57.52761,11.73017,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1094,6139,2661,1742,1435,6371,1342,150,155,49,46,1476,1307,11,17,2672,2315,1092,715,2391,2233
57.52725,11.72206,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1094,6139,2661,1742,1434,6371,1342,150,154,49,46,1476,1307,11,17,2672,2315,1092,715,2391,2233
57.53063,11.7189,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1093,6139,2662,1742,1434,6371,1342,150,154,49,46,1476,1307,11,17,2672,2314,1092,715,2391,2233
57.52994,11.71338,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,883,1566,1094,6139,2662,1742,1434,6371,1342,150,154,49,46,1476,1307,11,17,2672,2314,1092,716,2391,2233
57.52373,11.75417,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1094,6139,2660,1742,1436,6371,1341,150,155,49,47,1476,1308,11,18,2672,2315,1092,714,2391,2234
57.52492,11.75094,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1094,6139,2660,1742,1436,6371,1342,150,155,49,47,1476,1308,11,17,2672,2315,1092,714,2391,2234
57.52786,11.7459,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1094,6139,2661,1742,1436,6371,1342,150,155,49,47,1476,1308,11,17,2672,2315,1092,714,2391,2234
57.52894,11.74104,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1094,6139,2661,1742,1436,6371,1342,150,155,49,47,1476,1308,11,17,2672,2314,1092,714,2391,2234
57.53028,11.75004,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1093,6139,2661,1742,1436,6371,1342,150,155,49,48,1476,1308,11,17,2672,2314,1092,714,2391,2234
57.53077,11.7479,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1093,6139,2661,1742,1436,6371,1342,150,154,49,48,1476,1308,11,17,2672,2314,1092,714,2391,2234
57.53192,11.74629,2023,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,884,1566,1093,6139,2661,1742,1436,6371,1342,150,154,49,48,1476,1308,11,17,2672,2314,1092,714,2391,2234
