"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Crete_seaway","Crete_geodesic","Eilat_seaway","Eilat_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic"
44.62848,-1.24306,2017,5,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,4546,2472,20228,3602,201,198,4778,1177,2063,1649,716,670,4745,1088,4745,1088,576,494
44.62848,-1.24306,2017,6,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,4546,2472,20228,3602,201,198,4778,1177,2063,1649,716,670,4745,1088,4745,1088,576,494
43.43958,3.66769,2017,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.07,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
50.58612,-2.419227,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.33,4848,2781,20530,3889,884,803,5079,1309,1302,1156,151,130,5046,1295,5046,1295,232,235
43.42472,3.7,2017,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42972,3.6725,2017,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.06,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42472,3.7,2017,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
44.62848,-1.24306,2017,6,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,4546,2472,20228,3602,201,198,4778,1177,2063,1649,716,670,4745,1088,4745,1088,576,494
43.4357,3.63965,2017,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.58,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42472,3.7,2017,7,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42472,3.7,2017,7,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
52.2,4.4,2017,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,5349,2497,21031,3565,1386,1133,5581,1007,805,708,686,629,5548,1049,5548,1049,721,708
52.2,4.4,2017,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,5349,2497,21031,3565,1386,1133,5581,1007,805,708,686,629,5548,1049,5548,1049,721,708
52.45,4.55,2017,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5371,2501,21053,3566,1407,1159,5602,1013,781,682,707,648,5569,1059,5569,1059,743,732
54.53939,-0.716487,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5551,2919,21233,3986,1588,1257,5783,1428,876,800,888,520,5750,1463,5750,1463,924,686
54.5363,-0.727497,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5551,2920,21233,3986,1588,1256,5783,1428,876,801,888,519,5750,1464,5750,1464,924,685
54.53939,-0.716487,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5551,2919,21233,3986,1588,1257,5783,1428,876,800,888,520,5750,1463,5750,1463,924,686
52.455,4.556,2017,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5371,2502,21053,3566,1407,1160,5602,1013,781,681,707,649,5569,1059,5569,1059,743,732
43.42472,3.7,2017,10,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.48892,0.11775,2017,10,"France","HUMAN_OBSERVATION",NA,NA,NA,4975,2570,20657,3680,1011,725,5206,1103,1227,1131,342,322,5173,1084,5173,1084,346,310
52.77,4.65,2017,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5389,2520,21071,3581,1426,1193,5621,1035,746,649,726,666,5588,1084,5588,1084,761,756
44.62848,-1.24306,2017,11,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,4546,2472,20228,3602,201,198,4778,1177,2063,1649,716,670,4745,1088,4745,1088,576,494
44.62848,-1.24306,2017,11,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,4546,2472,20228,3602,201,198,4778,1177,2063,1649,716,670,4745,1088,4745,1088,576,494
43.42472,3.7,2017,11,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
50.24538,-4.763467,2017,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4729,2922,20412,4037,789,779,4961,1464,1492,1302,47,45,4928,1440,4928,1440,177,179
50.430239,-3.529669,2016,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,6.06,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
43.42472,3.7,2016,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.45516,-2.532728,2016,5,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,6.01,4765,2734,20447,3850,801,681,4996,1281,1353,1250,159,159,4963,1253,4963,1253,136,138
43.42472,3.7,2016,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.4465,3.66265,2016,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.79,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42972,3.6725,2016,6,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.06,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42059,3.60344,2016,7,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,8.71,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
54.88671,-1.322292,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-1.24999999999999,6.18,5596,2968,21278,4033,1633,1287,5828,1477,890,816,933,536,5795,1512,5795,1512,968,707
54.84493,-1.286081,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5596,2969,21278,4035,1633,1286,5828,1478,890,818,933,535,5795,1513,5795,1513,968,706
43.42472,3.7,2016,7,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
54.85534,-1.330974,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-1.24999999999999,5.22,5596,2968,21278,4033,1633,1287,5828,1477,890,816,933,536,5795,1512,5795,1512,968,707
54.84029,-1.315097,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-1.24999999999999,4.31,5596,2968,21278,4033,1633,1287,5828,1477,890,816,933,536,5795,1512,5795,1512,968,707
43.42472,3.7,2016,9,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
50.364115,-4.13075,2016,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,786,4991,1423,1453,1260,0,2,4958,1403,4958,1403,180,184
50.364115,-4.13075,2016,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,786,4991,1423,1453,1260,0,2,4958,1403,4958,1403,180,184
50.365014,-4.130791,2016,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,786,4991,1423,1453,1260,0,2,4958,1403,4958,1403,180,184
43.42472,3.7,2016,11,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
43.42472,3.7,2016,11,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
50.58593,-2.418278,2016,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.27,4848,2781,20530,3889,884,803,5079,1309,1302,1156,151,130,5046,1295,5046,1295,232,235
50.57023,-2.44171,2016,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.87,4848,2781,20530,3889,884,803,5079,1309,1302,1156,151,130,5046,1295,5046,1295,232,235
43.42472,3.7,2016,12,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
39.205063,26.209271,2015,4,"Greece","HUMAN_OBSERVATION",39.15,26.15,7.98,438,432,21968,1345,4542,2475,1576,1253,6259,2290,4902,2678,1544,1287,1544,1287,4772,2619
52.988473,0.770327,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.75000000000001,6.98,5367,2743,21049,3820,1403,1115,5598,1250,871,810,703,452,5565,1278,5565,1278,739,585
52.988473,0.770327,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.75000000000001,6.98,5367,2743,21049,3820,1403,1115,5598,1250,871,810,703,452,5565,1278,5565,1278,739,585
53.340501,0.28232,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,0.35000000000001,4.62,5405,2785,21087,3859,1442,1141,5637,1292,873,810,742,454,5604,1321,5604,1321,777,597
43.42472,3.7,2015,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
52.988473,0.770327,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.75000000000001,6.98,5367,2743,21049,3820,1403,1115,5598,1250,871,810,703,452,5565,1278,5565,1278,739,585
52.988473,0.770327,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.75000000000001,6.98,5367,2743,21049,3820,1403,1115,5598,1250,871,810,703,452,5565,1278,5565,1278,739,585
43.42472,3.7,2015,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
53.340501,0.28232,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.35,0.35000000000001,4.62,5405,2785,21087,3859,1442,1141,5637,1292,873,810,742,454,5604,1321,5604,1321,777,597
51.99534,1.269991,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5197,2647,20879,3732,1234,1014,5429,1153,964,864,534,420,5396,1173,5396,1173,569,521
50.57801,-2.458563,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.18,4838,2794,20520,3902,875,802,5070,1322,1324,1166,137,116,5037,1308,5037,1308,226,228
42.11306,8.61584,2015,7,"France","HUMAN_OBSERVATION",42.15,8.55000000000001,6.82,1709,1624,20417,2754,2991,955,1899,550,4708,1690,3351,1336,1866,400,1866,400,3221,1219
42.24142,8.54848,2015,7,"France","HUMAN_OBSERVATION",NA,NA,NA,1719,1628,20424,2758,2998,953,1909,543,4716,1680,3359,1328,1876,394,1876,394,3228,1212
43.42472,3.7,2015,8,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
54.70976,-5.809978,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,7.13,5194,3205,20865,4288,1295,1275,5426,1712,1484,1097,626,490,5393,1729,5393,1729,699,673
43.42472,3.7,2015,10,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.48892,0.11775,2015,12,"France","HUMAN_OBSERVATION",NA,NA,NA,4975,2570,20657,3680,1011,725,5206,1103,1227,1131,342,322,5173,1084,5173,1084,346,310
45.95556,-1.39528,2014,3,"France","HUMAN_OBSERVATION",45.95,-1.44999999999999,4.28,4578,2522,20260,3650,318,316,4810,1168,1947,1526,600,531,4777,1096,4777,1096,459,362
51.706303,-5.05162,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.27,4862,3005,20544,4110,957,937,5094,1528,1726,1217,288,156,5061,1519,5061,1519,361,335
51.706303,-5.05162,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.27,4862,3005,20544,4110,957,937,5094,1528,1726,1217,288,156,5061,1519,5061,1519,361,335
53.32017,-4.642309,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5053,3064,20732,4155,1150,1116,5285,1574,1633,1091,481,330,5252,1582,5252,1582,554,514
51.71105,-5.036906,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.86,4862,3005,20544,4110,957,937,5094,1528,1726,1217,288,156,5061,1519,5061,1519,361,335
51.69718,-4.954265,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.44,4862,3005,20544,4110,957,937,5094,1528,1726,1217,288,156,5061,1519,5061,1519,361,335
50.797578,-1.118087,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4926,2717,20608,3820,962,842,5157,1237,1217,1075,251,220,5124,1231,5124,1231,306,309
51.330918,1.421557,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5128,2596,20811,3687,1165,949,5360,1105,992,912,465,407,5327,1117,5327,1117,501,483
50.79061,-1.033094,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4929,2711,20611,3814,965,842,5160,1231,1210,1072,253,226,5127,1225,5127,1225,309,313
50.242572,-3.762072,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.31,4760,2863,20442,3976,800,771,4992,1401,1428,1255,25,25,4959,1379,4959,1379,168,171
50.810623,-0.100136,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.14999999999999,7.61,4978,2655,20660,3756,1015,852,5210,1172,1146,1033,314,287,5177,1170,5177,1170,354,356
50.794717,0.330601,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5013,2628,20695,3728,1050,867,5245,1144,1103,1007,350,321,5212,1144,5212,1144,386,386
50.802095,-1.120841,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,6.15,4926,2716,20608,3820,962,836,5157,1237,1217,1081,251,217,5124,1230,5124,1230,306,304
50.42163,-5.088697,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4742,2951,20424,4065,829,803,4973,1491,1602,1306,164,67,4940,1469,4940,1469,237,206
50.830695,-0.232807,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,9.06,4971,2661,20653,3762,1008,850,5203,1179,1153,1038,307,280,5170,1176,5170,1176,349,350
50.751092,-1.290482,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,11.78,4921,2734,20604,3837,958,845,5153,1254,1235,1082,236,206,5120,1248,5120,1248,302,303
52.47173,1.754,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2651,20936,3729,1291,1076,5486,1157,880,803,590,473,5453,1185,5453,1185,626,581
50.894707,-1.403476,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,6.24,4921,2734,20604,3837,958,845,5153,1254,1235,1082,236,206,5120,1248,5120,1248,302,303
51.74289,3.87943,2014,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5296,2486,20978,3562,1333,1068,5528,993,869,772,632,583,5495,1026,5495,1026,668,653
50.841484,-1.097376,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.04999999999999,10.72,4929,2710,20611,3814,965,837,5160,1231,1210,1076,253,224,5127,1224,5127,1224,309,309
50.851929,-1.310263,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2732,20604,3835,958,845,5153,1252,1235,1080,236,208,5120,1246,5120,1246,302,305
50.750487,-1.525797,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.34,4908,2735,20590,3839,945,832,5140,1257,1248,1095,222,196,5107,1249,5107,1249,289,290
50.761009,-1.294586,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,10.65,4921,2734,20604,3837,958,845,5153,1254,1235,1082,236,206,5120,1248,5120,1248,302,303
50.874004,-1.399476,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2738,20604,3842,958,847,5153,1259,1235,1083,236,203,5120,1252,5120,1252,302,303
50.72678,-0.776757,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4943,2692,20626,3795,980,839,5175,1212,1188,1065,272,243,5142,1206,5142,1206,324,321
50.895533,-1.389246,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2739,20604,3842,958,849,5153,1259,1235,1081,236,204,5120,1253,5120,1253,302,305
50.606696,-2.450041,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,9.47,4838,2794,20520,3902,875,802,5070,1322,1324,1166,137,116,5037,1308,5037,1308,226,228
51.73242,0.885988,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,4.83,5185,2649,20867,3738,1221,981,5416,1157,982,899,521,389,5383,1172,5383,1172,557,486
54.70976,-5.809978,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,7.13,5194,3205,20865,4288,1295,1275,5426,1712,1484,1097,626,490,5393,1729,5393,1729,699,673
50.710982,-1.982244,2014,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.54,4880,2755,20562,3861,917,818,5112,1279,1270,1123,190,167,5079,1269,5079,1269,262,264
50.3376,-4.630686,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.64999999999999,9.85,4733,2915,20415,4029,790,778,4964,1456,1485,1296,39,38,4931,1433,4931,1433,175,177
50.366371,-4.154757,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2888,20441,4000,807,786,4991,1425,1453,1262,0,0,4958,1404,4958,1404,180,184
50.790374,-1.116804,2014,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4926,2717,20608,3820,962,841,5157,1237,1217,1076,251,220,5124,1231,5124,1231,306,309
43.42472,3.7,2014,11,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.49004,0.10956,2014,11,"France","HUMAN_OBSERVATION",NA,NA,NA,4975,2570,20657,3680,1011,725,5206,1104,1227,1131,342,321,5173,1085,5173,1085,346,310
50.102795,-5.547093,2014,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.54999999999999,5.88,4684,2966,20366,4082,776,771,4915,1513,1557,1358,119,106,4882,1486,4882,1486,187,188
43.42472,3.7,2014,11,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.48892,0.11775,2014,12,"France","HUMAN_OBSERVATION",NA,NA,NA,4975,2570,20657,3680,1011,725,5206,1103,1227,1131,342,322,5173,1084,5173,1084,346,310
43.42472,3.7,2014,12,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,2123,2046,20227,3177,2802,540,2313,825,4519,1634,3162,980,2280,709,2280,709,3032,838
49.48892,0.11775,2013,1,"France","HUMAN_OBSERVATION",NA,NA,NA,4975,2570,20657,3680,1011,725,5206,1103,1227,1131,342,322,5173,1084,5173,1084,346,310
50.399049,-3.507558,2013,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,6.82,4784,2842,20466,3953,823,780,5015,1376,1388,1227,67,50,4982,1357,4982,1357,184,185
52.47194,1.753665,2013,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2651,20936,3729,1291,1076,5486,1157,880,803,590,473,5453,1185,5453,1185,626,581
50.459043,-3.52778,2013,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.6,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
52.47454,1.720563,2013,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2653,20936,3731,1291,1075,5486,1159,880,805,590,471,5453,1187,5453,1187,626,580
43.18232,6.54209,2013,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1901,1820,20354,2950,2928,776,2091,617,4645,1599,3288,1140,2059,488,2059,488,3158,1019
54.70976,-5.809978,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,7.13,5194,3205,20865,4288,1295,1275,5426,1712,1484,1097,626,490,5393,1729,5393,1729,699,673
50.153421,-5.06498,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,774,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.177176,-5.051092,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,776,4941,1482,1510,1323,72,67,4909,1457,4909,1457,176,180
42.042312,3.226905,2013,9,"Spain","HUMAN_OBSERVATION",NA,NA,NA,2116,2039,20077,3167,2651,531,2307,917,4369,1783,3012,1085,2274,787,2274,787,2881,931
50.358004,-4.120635,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2885,20441,3998,807,785,4991,1422,1453,1260,0,3,4958,1402,4958,1402,180,183
50.368609,-4.130952,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
51.99409,1.274345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5197,2646,20879,3731,1234,1014,5429,1153,964,864,534,420,5396,1173,5396,1173,569,521
50.163716,-5.083844,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1325,72,70,4909,1459,4909,1459,176,180
50.151735,-5.060672,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.149976,-5.059159,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.362855,-4.150379,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2888,20441,4000,807,786,4991,1425,1453,1262,0,1,4958,1404,4958,1404,180,183
50.36344,-4.167279,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2889,20441,4001,807,786,4991,1426,1453,1262,0,1,4958,1405,4958,1405,180,184
50.364141,-4.129345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,786,4991,1423,1453,1260,0,2,4958,1403,4958,1403,180,184
50.57162,-2.451118,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.4,4838,2794,20520,3902,875,802,5070,1322,1324,1166,137,116,5037,1308,5037,1308,226,228
50.57234,-2.452025,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.36,4838,2794,20520,3902,875,802,5070,1322,1324,1166,137,116,5037,1308,5037,1308,226,228
50.160442,-5.088535,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.152203,-5.060002,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.160442,-5.088535,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.152203,-5.060002,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.370843,-4.131755,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
