"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Toralla_seaway","Toralla_geodesic"
47.88497,-3.94313,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,724,787,735
47.79445,-3.84416,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,830,737,784,730
42.47805,3.16149,2019,7,"France","HUMAN_OBSERVATION",42.45,3.25000000000001,7.91,3299,1541,2073,991
47.85082,-3.90402,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,729,787,733
47.87385,-3.9294,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,726,787,734
43.329551,-1.971959,2019,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1299,1243,740,570
48.02907,-4.63228,2019,7,"France","HUMAN_OBSERVATION",47.95,-4.64999999999999,8.9,765,691,761,714
47.86868,-3.91811,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,727,787,734
48.01296,-4.59446,2019,7,"France","HUMAN_OBSERVATION",47.95,-4.54999999999999,7.75,770,695,764,717
42.33562,3.25525,2019,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3287,1551,2062,992
47.86957,-3.92085,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,727,787,734
43.320866,-2.015431,2019,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1295,1243,731,566
41.85043,8.75475,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,3592,1873,2367,1450
50.69077,-1.922439,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.84,864,615,1132,1076
50.147299,-5.057851,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,961,926
47.67445,-3.19909,2019,7,"France","HUMAN_OBSERVATION",47.65,-3.24999999999999,4.69,878,775,809,744
47.79811,-3.85071,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,830,736,784,730
47.83737,-3.90099,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,731,787,732
47.85708,-3.9043,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,729,787,734
50.5691,-2.446783,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,7.17,825,591,1099,1048
43.332239,-1.948699,2019,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1299,1244,740,572
47.64194,-3.4281,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,863,768,798,735
47.79761,-3.83806,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,830,737,784,731
41.90796,8.72606,2019,7,"France","HUMAN_OBSERVATION",41.85,8.75000000000001,6.75,3592,1873,2367,1449
47.58771,-2.79953,2019,7,"France","HUMAN_OBSERVATION",47.55,-2.84999999999999,5.66,912,801,823,754
47.80199,-3.72029,2019,7,"France","HUMAN_OBSERVATION",47.75,-3.74999999999999,6.2,837,745,789,730
47.88696,-3.94509,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,724,787,735
49.71751,-2.220854,2019,7,"Guernsey","HUMAN_OBSERVATION",NA,NA,NA,818,654,1042,974
47.83169,-3.89159,2019,7,"France","HUMAN_OBSERVATION",47.85,-3.94999999999999,4.82,826,727,787,731
47.78847,-3.70291,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,837,743,789,736
50.68623,-1.87652,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,864,611,1132,1078
47.79608,-3.8511,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,830,736,784,730
47.87062,-3.92772,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,726,787,734
47.51762,-2.49585,2019,7,"France","HUMAN_OBSERVATION",47.45,-2.54999999999999,8.56,938,823,833,761
50.66457,-1.931284,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,5.96,864,615,1132,1076
47.83419,-3.89954,2019,7,"France","HUMAN_OBSERVATION",47.85,-3.94999999999999,4.16,826,727,787,731
47.8507,-3.90812,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,729,787,733
47.85152,-3.90579,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,729,787,733
50.7081,-1.883828,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.89,864,615,1132,1076
47.88217,-3.93397,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,725,787,735
50.68971,-1.877431,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,864,611,1132,1079
47.87385,-3.9294,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,826,726,787,734
54.07257,-4.607313,2019,7,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,602,352,1380,1352
43.329551,-1.971959,2019,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1299,1243,740,570
47.76541,-3.55639,2019,7,"France","HUMAN_OBSERVATION",NA,NA,NA,852,751,800,740
50.66161,-1.913049,2019,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,4.63,864,615,1132,1076
37.9225,-8.81005,2019,7,"Portugal","HUMAN_OBSERVATION",37.85,-8.84999999999999,8.8,1744,1713,519,486
37.880817,-8.802683,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1710,519,483
37.87935,-8.8028,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1710,519,483
37.850367,-8.80085,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1713,519,486
37.828333,-8.800433,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1716,519,489
37.836717,-8.800167,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
37.880817,-8.802683,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1710,519,483
37.87935,-8.8028,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1710,519,483
37.850367,-8.80085,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1713,519,486
37.846117,-8.801033,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1714,519,487
37.828333,-8.800433,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1716,519,489
37.836717,-8.800167,2019,7,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
43.53963,7.12252,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3595,1644,2369,1305
46.22853,-1.48215,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,981,840,733
46.25459,-1.51958,2019,8,"France","HUMAN_OBSERVATION",46.25,-1.44999999999999,5.38,1073,980,840,736
43.40901,6.84389,2019,8,"France","HUMAN_OBSERVATION",43.35,6.85000000000001,6.59,3561,1645,2336,1283
50.31576,-4.08389,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,6.05,689,503,1011,970
46.98584,-2.29427,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,980,876,814,737
47.88098,-4.36062,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,788,708,765,718
46.2408,-1.56202,2019,8,"France","HUMAN_OBSERVATION",46.25,-1.64999999999999,6.85,1062,972,824,723
50.146729,-5.058008,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,961,926
47.26732,-2.17047,2019,8,"France","HUMAN_OBSERVATION",47.25,-2.24999999999999,6.31,968,854,835,760
46.25198,-1.48875,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,979,840,734
47.0103,-2.22059,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,976,877,821,743
48.98923,-1.55994,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,900,743,1064,938
47.13606,-2.24222,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,972,865,828,752
47.13579,-2.24576,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,972,865,828,752
46.24463,-1.48145,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,980,840,734
39.276041,-9.335972,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1574,1554,344,331
39.24107,-9.343348,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1574,1557,344,335
46.24721,-1.48219,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,979,840,734
47.04167,-2.375,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,968,868,815,737
50.61782,-2.28019,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.24999999999999,7.85,832,597,1104,1052
47.82671,-4.36129,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,788,714,765,713
46.15175,-1.27307,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1092,997,852,741
54.66859,-5.651036,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.06,501,316,1455,1411
42.24142,8.54848,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3598,1829,2373,1428
46.24496,-1.56201,2019,8,"France","HUMAN_OBSERVATION",46.25,-1.64999999999999,6.8,1062,972,824,723
46.89448,-2.15027,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,991,891,812,739
54.07257,-4.607313,2019,8,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,602,352,1380,1352
47.02626,-2.25036,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,976,875,821,743
49.19761,-2.018189,2019,8,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,856,703,1034,936
47.02562,-2.30425,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,968,872,815,740
42.78567,9.4906,2019,8,"France","HUMAN_OBSERVATION",42.75,9.55000000000001,6.27,3716,1844,2491,1505
43.27058,3.51475,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3389,1479,2164,1012
46.9005,-2.15023,2019,8,"France","HUMAN_OBSERVATION",46.85,-2.14999999999999,5.62,991,895,812,735
46.23473,-1.47513,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,981,840,733
50.62594,-1.93496,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.57,864,615,1132,1076
46.93707,-2.18181,2019,8,"France","HUMAN_OBSERVATION",46.95,-2.24999999999999,5.38,980,882,814,737
43.52301,7.06155,2019,8,"France","HUMAN_OBSERVATION",43.55,7.15000000000001,7.74,3595,1645,2369,1307
50.74492,-0.702387,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,946,680,1195,1130
47.79353,-4.23382,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,802,722,763,714
46.99024,-2.21902,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,980,879,814,742
47.00386,-2.22032,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,976,878,821,743
50.147299,-5.057851,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,961,926
46.16099,-1.25633,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1092,997,852,743
54.075123,-4.607475,2019,8,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,602,352,1380,1353
43.27058,3.51475,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3389,1479,2164,1012
54.66859,-5.651036,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.06,501,316,1455,1411
50.61782,-2.28019,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.24999999999999,7.85,832,597,1104,1052
50.140442,-5.074004,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,961,924
43.54371,7.11805,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3595,1643,2369,1305
46.96016,-2.26318,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,980,880,814,737
47.13259,-2.24033,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,972,865,828,752
50.61327,-2.2055,2019,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.24999999999999,7.71,832,597,1104,1052
47.21694,-2.16549,2019,8,"France","HUMAN_OBSERVATION",47.25,-2.24999999999999,7.37,968,854,835,760
46.20075,-1.48607,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1073,983,840,731
46.16322,-1.25873,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,1092,997,852,743
47.01704,-2.29657,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,976,873,821,740
43.27058,3.51475,2019,8,"France","HUMAN_OBSERVATION",NA,NA,NA,3389,1479,2164,1012
39.276041,-9.335972,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1574,1554,344,331
39.24107,-9.343348,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1574,1557,344,335
37.09459,-8.96021,2019,8,"Portugal","HUMAN_OBSERVATION",37.15,-8.94999999999999,6.23,1815,1790,590,564
37.08382,-8.96357,2019,8,"Portugal","HUMAN_OBSERVATION",37.15,-8.94999999999999,7.46,1815,1790,590,564
37.808617,-8.809433,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1718,519,491
37.80345,-8.813083,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1718,519,491
37.597717,-8.820317,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1773,1741,548,514
37.588117,-8.816817,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1773,1742,548,515
37.75225,-8.814,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1754,1724,529,497
37.744617,-8.816067,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1754,1725,529,498
37.6378,-8.813717,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1737,538,510
37.626967,-8.8147,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1738,538,511
37.09459,-8.96021,2019,8,"Portugal","HUMAN_OBSERVATION",37.15,-8.94999999999999,6.23,1815,1790,590,564
37.08382,-8.96357,2019,8,"Portugal","HUMAN_OBSERVATION",37.15,-8.94999999999999,7.46,1815,1790,590,564
37.808617,-8.809433,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1718,519,491
37.80345,-8.813083,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1718,519,491
37.597717,-8.820317,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1773,1741,548,514
37.588117,-8.816817,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1773,1742,548,515
37.744617,-8.816067,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1754,1725,529,498
37.6378,-8.813717,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1737,538,510
37.626967,-8.8147,2019,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1738,538,511
48.71346,-3.97182,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,740,647,881,812
43.4075,-1.64068,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
47.51762,-2.49585,2019,9,"France","HUMAN_OBSERVATION",47.45,-2.54999999999999,8.56,938,823,833,761
43.38879,-1.67869,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.2,1303,1242,760,598
48.68683,-3.92116,2019,9,"France","HUMAN_OBSERVATION",48.65,-3.84999999999999,6.65,752,658,892,811
48.69381,-4.05829,2019,9,"France","HUMAN_OBSERVATION",48.75,-4.04999999999999,6.28,734,640,873,813
43.39864,-1.66217,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.8,1303,1242,760,598
43.38854,-1.67769,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.2,1303,1242,760,598
50.59119,-2.089032,2019,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,846,604,1114,1061
43.39818,-1.66163,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.84,1303,1242,760,598
42.214421,-8.897337,2019,9,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1251,1229,8,10
48.868,-1.82326,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,883,738,1046,915
43.40601,-1.64381,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
48.88583,-1.8784,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,883,734,1046,914
48.69689,-3.8409,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,752,654,892,816
42.31369,3.31567,2019,9,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3286,1556,2061,997
48.6899,-3.92571,2019,9,"France","HUMAN_OBSERVATION",48.75,-3.94999999999999,6.92,740,645,881,817
48.88937,-1.87933,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,883,734,1046,915
48.68592,-3.92481,2019,9,"France","HUMAN_OBSERVATION",48.65,-3.84999999999999,6.8,752,658,892,811
48.69255,-4.15145,2019,9,"France","HUMAN_OBSERVATION",48.75,-4.14999999999999,6.4,727,636,866,810
50.57669,-2.060883,2019,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,846,607,1114,1061
43.38891,-1.67965,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.21,1303,1242,760,598
47.80444,-3.74082,2019,9,"France","HUMAN_OBSERVATION",47.75,-3.74999999999999,6.1,837,745,789,730
48.68253,-3.92124,2019,9,"France","HUMAN_OBSERVATION",48.65,-3.84999999999999,6.37,752,658,892,811
43.40906,-1.6376,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
47.79761,-3.83806,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,830,737,784,731
47.85708,-3.9043,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,826,729,787,734
48.29332,-4.45359,2019,9,"France","HUMAN_OBSERVATION",48.35,-4.44999999999999,6.32,746,660,806,760
48.69001,-3.92364,2019,9,"France","HUMAN_OBSERVATION",48.75,-3.94999999999999,6.95,740,645,881,817
42.47844,3.15462,2019,9,"France","HUMAN_OBSERVATION",42.55,3.15000000000001,7.98,3311,1527,2086,982
50.59119,-2.089032,2019,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,846,604,1114,1061
48.68845,-3.96285,2019,9,"France","HUMAN_OBSERVATION",48.75,-3.94999999999999,6.92,740,645,881,817
48.7084,-3.97353,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,740,648,881,812
43.16003,5.61211,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,3473,1594,2247,1182
43.3977,-1.66114,2019,9,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.89,1303,1242,760,598
47.83703,-3.90118,2019,9,"France","HUMAN_OBSERVATION",NA,NA,NA,826,731,787,732
37.375638,-8.856327,2019,9,"Portugal","HUMAN_OBSERVATION",37.45,-8.84999999999999,8.3,1783,1757,558,531
37.392827,-8.839212,2019,9,"Portugal","HUMAN_OBSERVATION",37.45,-8.84999999999999,6.44,1783,1757,558,531
37.191079,-8.923742,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1815,1786,590,559
37.30323,-8.87847,2019,9,"Portugal","HUMAN_OBSERVATION",37.35,-8.94999999999999,8.2,1793,1768,567,542
37.29849,-8.87668,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,8.45,1804,1779,579,553
37.28605,-8.8673,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,8.35,1804,1779,579,553
37.257,-8.8682,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,7.29,1804,1779,579,553
37.26518,-8.8656,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,7.67,1804,1779,579,553
37.32081,-8.88052,2019,9,"Portugal","HUMAN_OBSERVATION",37.35,-8.94999999999999,6.96,1793,1768,567,542
37.31423,-8.87672,2019,9,"Portugal","HUMAN_OBSERVATION",37.35,-8.94999999999999,7.61,1793,1768,567,542
37.543367,-8.793533,2019,9,"Portugal","HUMAN_OBSERVATION",37.55,-8.84999999999999,5.04,1773,1746,548,519
37.53605,-8.798467,2019,9,"Portugal","HUMAN_OBSERVATION",37.55,-8.84999999999999,4.81,1773,1746,548,519
37.479467,-8.802967,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1783,1754,558,527
37.490017,-8.799817,2019,9,"Portugal","HUMAN_OBSERVATION",37.45,-8.84999999999999,6.29,1783,1757,558,531
37.680383,-8.80285,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1732,538,505
37.694933,-8.801083,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1730,538,503
37.902317,-8.805317,2019,9,"Portugal","HUMAN_OBSERVATION",37.85,-8.84999999999999,7.02,1744,1713,519,486
37.899883,-8.805067,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1708,519,481
37.29849,-8.87668,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,8.45,1804,1779,579,553
37.28605,-8.8673,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,8.35,1804,1779,579,553
37.257,-8.8682,2019,9,"Portugal","HUMAN_OBSERVATION",37.25,-8.94999999999999,7.29,1804,1779,579,553
37.32081,-8.88052,2019,9,"Portugal","HUMAN_OBSERVATION",37.35,-8.94999999999999,6.96,1793,1768,567,542
37.479467,-8.802967,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1783,1754,558,527
37.490017,-8.799817,2019,9,"Portugal","HUMAN_OBSERVATION",37.45,-8.84999999999999,6.29,1783,1757,558,531
37.680383,-8.80285,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1732,538,505
37.694933,-8.801083,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1764,1730,538,503
37.902317,-8.805317,2019,9,"Portugal","HUMAN_OBSERVATION",37.85,-8.84999999999999,7.02,1744,1713,519,486
37.899883,-8.805067,2019,9,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1708,519,481
48.03232,-4.84266,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,676,763,715
47.7208,-3.99988,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,822,738,779,717
48.00639,-4.55709,2019,10,"France","HUMAN_OBSERVATION",47.95,-4.54999999999999,6.3,770,695,764,717
47.8541,-4.05315,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,821,723,781,727
43.3977,-1.66114,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.89,1303,1242,760,598
43.38879,-1.67869,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.2,1303,1242,760,598
46.75542,-2.03047,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,1002,909,811,735
46.88518,-2.15581,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,991,892,812,738
42.51332,3.13386,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,3311,1529,2086,981
48.03922,-4.85703,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,675,763,715
48.98923,-1.55994,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,900,743,1064,938
48.04023,-4.86449,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,674,763,715
47.51509,-2.85005,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,912,804,823,751
43.39818,-1.66163,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.84,1303,1242,760,598
43.4075,-1.64068,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
42.52404,3.11066,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,3311,1527,2086,979
46.71813,-1.98043,2019,10,"France","HUMAN_OBSERVATION",46.75,-2.04999999999999,6.38,1002,909,811,734
48.03223,-4.84786,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,676,763,715
48.03999,-4.8616,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,675,763,715
46.82463,-2.14462,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,991,898,812,734
39.9117,18.39348,2019,10,"Italy","HUMAN_OBSERVATION",39.95,18.45,6.44,4467,2591,3242,2292
49.33756,-0.46145,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,963,780,1187,1020
48.03225,-4.84784,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,676,763,715
48.03711,-4.85048,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,675,763,715
43.40601,-1.64381,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
48.03836,-4.85359,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,675,763,715
47.80261,-3.85337,2019,10,"France","HUMAN_OBSERVATION",47.75,-3.84999999999999,5.86,830,741,784,726
48.04191,-4.86844,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,674,763,715
43.40906,-1.6376,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,1303,1247,760,598
48.03183,-4.83609,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,676,763,715
47.51647,-2.57322,2019,10,"France","HUMAN_OBSERVATION",47.45,-2.54999999999999,7.6,938,823,833,761
43.38854,-1.67769,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.2,1303,1242,760,598
48.01149,-4.54893,2019,10,"France","HUMAN_OBSERVATION",47.95,-4.54999999999999,6.85,770,695,764,717
43.38891,-1.67965,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,7.21,1303,1242,760,598
43.39864,-1.66217,2019,10,"France","HUMAN_OBSERVATION",43.45,-1.64999999999999,5.8,1303,1242,760,598
48.04072,-4.86145,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,674,763,715
48.0397,-4.86869,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,746,674,763,715
43.26841,3.51196,2019,10,"France","HUMAN_OBSERVATION",NA,NA,NA,3389,1479,2164,1012
37.83055,-8.802133,2019,10,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
37.8295,-8.8029,2019,10,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
37.83055,-8.802133,2019,10,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
37.8295,-8.8029,2019,10,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1744,1715,519,488
50.146887,-5.058328,2019,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,961,926
49.33756,-0.46145,2019,11,"France","HUMAN_OBSERVATION",NA,NA,NA,963,780,1187,1020
