"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
53.612164,6.784455,2025,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,368,353,654,644,431,394,942,927,1821,1712
55.153896,8.477182,2025,3,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,557,553,479,444,256,198,1128,1113,2007,1908
58.5276,11.26925,2025,3,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,961,952,34,40,225,224,1519,1479,2399,2288
49.23497,-2.257125,2025,4,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,475,451,1411,1379,1191,1139,143,138,1023,929
49.341013,-0.620203,2025,4,"France","HUMAN_OBSERVATION",49.45,-0.64999999999999,12.32,355,343,1306,1296,1086,1051,288,256,1169,1020
53.064923,4.873395,2025,4,"Netherlands","HUMAN_OBSERVATION",53.05,4.95000000000001,5.39,226,226,759,753,535,503,800,790,1679,1579
48.566392,-2.754638,2025,4,"France","HUMAN_OBSERVATION",48.65,-2.74999999999999,9.31,552,519,1488,1453,1268,1212,109,90,990,855
53.556743,-0.022178,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,4.83,329,323,913,905,727,683,805,606,1685,1419
50.734688,-1.720303,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.74999999999999,9.66,379,353,1315,1230,1095,994,266,268,1137,1080
47.491418,-2.826793,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,881,610,1816,1566,1597,1321,277,161,816,750
52.973956,0.605247,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.65000000000001,8.98,269,255,923,918,716,687,745,581,1625,1394
49.590272,-1.249278,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,380,369,1326,1306,1106,1063,250,221,1130,1004
48.652383,-2.024856,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,538,477,1473,1424,1254,1181,158,143,1039,887
49.320968,-0.014897,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,336,319,1289,1285,1069,1038,336,297,1216,1041
48.693606,-1.930832,2025,4,"France","HUMAN_OBSERVATION",48.75,-1.94999999999999,6.43,525,466,1461,1412,1241,1169,162,148,1042,899
51.607616,-3.975686,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,-3.94999999999999,6.66,862,494,1798,1253,1578,1034,381,315,1137,1099
54.653668,-5.817843,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,1489,1132,1381,964,699,673,1445,1399
54.653159,-5.818573,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,1489,1133,1381,964,699,673,1445,1399
54.652012,-5.818178,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,1489,1133,1381,964,699,673,1445,1398
49.928715,1.075072,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,238,216,1193,1187,972,939,406,390,1286,1144
54.679603,-5.880067,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,710,1489,1134,1381,967,699,676,1445,1401
49.176034,-2.164416,2025,4,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,483,449,1419,1381,1199,1140,147,142,1027,927
53.45,6.8,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,375,341,675,660,452,410,948,918,1828,1701
52.2,4.4,2025,4,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
52.55,4.6,2025,4,"Netherlands","HUMAN_OBSERVATION",52.55,4.55000000000001,3.38,166,165,823,815,599,564,747,737,1626,1521
53.4,5.5,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,279,279,713,702,489,451,852,843,1732,1633
53.45,5.75,2025,4,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.13,304,302,687,679,463,428,878,866,1757,1656
51.07469,2.496214,2025,4,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,8.98,57,54,1025,1021,802,772,548,534,1428,1309
50.339506,1.544256,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,187,159,1141,1131,920,882,456,438,1336,1200
48.692594,-1.901881,2025,4,"France","HUMAN_OBSERVATION",48.65,-1.84999999999999,6.09,538,467,1473,1418,1254,1174,173,156,1053,895
51.65,4.1,2025,4,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,80,77,918,910,694,659,682,663,1561,1436
53.58116,6.660351,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,344,666,650,443,400,931,918,1811,1703
53.05,4.85,2025,4,"Netherlands","HUMAN_OBSERVATION",53.05,4.95000000000001,6.69,226,226,759,753,535,503,800,790,1679,1579
51.070598,2.47938,2025,4,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.07,57,54,1025,1021,802,772,548,534,1428,1309
52.2,4.4,2025,4,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
51.5,4,2025,4,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,73,60,941,933,718,682,675,647,1555,1416
52.1,4.25,2025,4,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,5.57,119,117,871,864,647,613,711,697,1590,1476
53.581383,6.659928,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,344,666,650,443,400,931,918,1811,1703
51.8,3.95,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,73,75,920,908,696,657,675,660,1555,1434
54.636011,8.3336,2025,4,"Germany","HUMAN_OBSERVATION",54.65,8.25000000000001,5.61,509,502,533,502,310,256,1082,1070,1962,1860
51.55,3.65,2025,4,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,11.13,49,48,938,932,715,682,651,634,1530,1408
51.45,3.65,2025,4,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.94,32,30,962,955,738,705,636,617,1516,1388
52.05,4.15,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,106,104,884,877,660,626,700,685,1580,1463
50.940094,1.73428,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,113,109,1069,1066,848,819,492,479,1371,1257
53.4,5.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,274,275,715,705,491,454,848,837,1727,1628
51.5,3.9,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,85,55,952,939,729,689,686,642,1566,1409
51.5,3.9,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,85,55,952,939,729,689,686,642,1566,1409
50.790239,1.605601,2025,4,"France","HUMAN_OBSERVATION",50.75,1.55000000000001,5.95,142,131,1096,1091,876,843,470,457,1350,1233
53.45,5.7,2025,4,"Netherlands","HUMAN_OBSERVATION",53.55,5.65000000000001,11.61,300,298,690,682,466,431,873,860,1753,1652
51.5,4,2025,4,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,73,60,941,933,718,682,675,647,1555,1416
53.747351,7.620597,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,432,404,635,610,411,363,1005,982,1884,1763
51.5,3.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,25,24,964,955,741,705,629,611,1509,1384
51.5,3.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,25,24,964,955,741,705,629,611,1509,1384
51.5,3.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,25,24,964,955,741,705,629,611,1509,1384
51.5,3.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,25,24,964,955,741,705,629,611,1509,1384
51.5,3.4,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,25,24,964,955,741,705,629,611,1509,1384
51.084068,2.526922,2025,4,"France","HUMAN_OBSERVATION",51.15,2.55000000000001,7.51,50,47,1021,1018,798,768,555,540,1435,1314
50.967073,1.840742,2025,4,"France","HUMAN_OBSERVATION",51.05,1.85000000000001,9.25,102,97,1056,1052,835,804,503,492,1382,1272
50.96781,1.841832,2025,4,"France","HUMAN_OBSERVATION",51.05,1.85000000000001,9.17,102,97,1056,1052,835,804,503,492,1382,1272
38.603869,-9.211861,2025,4,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1890,1715,2826,2681,2606,2436,1287,1200,431,404
49.292663,-0.277297,2025,4,"France","HUMAN_OBSERVATION",49.35,-0.24999999999999,6.68,344,329,1296,1291,1076,1044,321,281,1201,1031
52.45,4.55,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
52.1,4.25,2025,4,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,5.57,119,117,871,864,647,613,711,697,1590,1476
50.796486,1.605192,2025,4,"France","HUMAN_OBSERVATION",50.75,1.55000000000001,6.47,142,131,1096,1091,876,843,470,457,1350,1233
52.05,4.2,2025,4,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,884,877,660,626,700,685,1580,1463
51.95,3.95,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,88,87,899,893,676,643,683,668,1562,1446
52.944795,0.487012,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,286,254,940,934,734,703,763,565,1642,1378
52,4.15,2025,4,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,5.57,106,104,884,877,660,626,700,685,1580,1463
48.721144,-1.520401,2025,4,"France","HUMAN_OBSERVATION",48.65,-1.54999999999999,8.21,541,451,1477,1406,1257,1161,195,178,1075,910
49.917094,0.986253,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,241,221,1196,1191,975,943,399,384,1279,1139
50.928088,0.979536,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.95,1.05000000000001,5.51,162,154,1098,1090,878,845,443,438,1322,1225
56.55903,8.463262,2025,4,"Denmark","HUMAN_OBSERVATION",56.65,8.45000000000001,10.16,692,684,314,294,67,46,1253,1215,2133,2021
56.55906,8.463237,2025,4,"Denmark","HUMAN_OBSERVATION",56.65,8.45000000000001,10.16,692,684,314,294,67,46,1253,1215,2133,2021
50.92759,0.974297,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.95,1.05000000000001,5.87,162,154,1098,1090,878,845,443,438,1322,1225
50.927587,0.974351,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.95,1.05000000000001,5.86,162,154,1098,1090,878,845,443,438,1322,1225
50.927631,0.9743,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.95,1.05000000000001,5.87,162,154,1098,1090,878,845,443,438,1322,1225
56.54287,8.52295,2025,4,"Denmark","HUMAN_OBSERVATION",56.55,8.65000000000001,7.84,709,682,299,297,51,46,1270,1217,2149,2022
53.25,5.05,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,250,248,736,730,512,480,823,808,1703,1600
52.2,4.4,2025,4,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
51.082667,2.522369,2025,4,"France","HUMAN_OBSERVATION",51.15,2.55000000000001,7.74,50,47,1021,1018,798,768,555,540,1435,1314
48.854343,-1.582061,2025,4,"France","HUMAN_OBSERVATION",48.85,-1.64999999999999,5,518,442,1453,1391,1234,1147,180,171,1060,922
49.426966,0.220132,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,323,299,1276,1266,1055,1019,353,316,1234,1061
51.7,3.75,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,56,57,936,924,712,674,657,643,1537,1417
52.4,4.55,2025,4,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,5.57,158,156,834,825,610,574,743,732,1622,1514
50.933169,0.790336,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,0.75000000000001,9.68,187,177,1123,1111,903,866,418,414,1297,1203
38.481736,-8.878629,2025,4,"Portugal","HUMAN_OBSERVATION",38.45,-8.94999999999999,7.15,1937,1718,2872,2686,2653,2440,1333,1209,478,420
56.556501,8.474033,2025,4,"Denmark","HUMAN_OBSERVATION",56.65,8.45000000000001,10.51,692,684,314,294,67,46,1253,1215,2133,2021
53.68454,7.006879,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,388,369,651,631,428,381,961,944,1841,1728
50.796387,1.605565,2025,4,"France","HUMAN_OBSERVATION",50.75,1.55000000000001,6.48,142,131,1096,1091,876,843,470,457,1350,1233
52.928985,1.312818,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,218,216,902,900,687,664,694,598,1574,1408
57.59646,10.429425,2025,4,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,875,839,151,148,130,113,1433,1374,2313,2181
53.733076,7.413368,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,418,392,637,616,413,368,992,969,1871,1752
50.11864,1.456857,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,210,182,1164,1155,943,907,442,423,1322,1178
50.127942,1.463101,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,210,181,1164,1154,943,905,442,424,1322,1180
48.60782,-1.706724,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,539,463,1475,1416,1255,1172,180,167,1061,899
53.35,5.35,2025,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,270,268,718,711,494,460,843,831,1723,1622
49.479028,-1.249854,2025,4,"France","HUMAN_OBSERVATION",49.55,-1.24999999999999,7.9,380,371,1326,1310,1106,1067,250,219,1130,1001
49.925455,1.062591,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,238,217,1193,1188,972,940,406,389,1286,1143
48.627814,-2.320145,2025,4,"France","HUMAN_OBSERVATION",48.65,-2.24999999999999,5.72,540,490,1476,1433,1256,1191,143,127,1024,877
55.044111,8.45601,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,548,543,490,456,267,210,1120,1105,2000,1899
55.044103,8.456003,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,548,543,490,456,267,210,1120,1105,2000,1899
57.252115,10.549776,2025,4,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,909,814,183,184,164,99,1468,1356,2347,2160
51.070989,2.481711,2025,4,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.07,57,54,1025,1021,802,772,548,534,1428,1309
51.35,3.35,2025,4,"Netherlands","HUMAN_OBSERVATION",51.45,3.35000000000001,11.13,18,18,967,962,744,711,622,605,1502,1377
50.94885,0.968128,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.95,1.05000000000001,5.74,162,154,1098,1090,878,845,443,438,1322,1225
57.250406,10.549888,2025,4,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,909,814,183,184,164,99,1468,1356,2347,2160
49.706963,0.199007,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,291,278,1243,1240,1023,993,335,323,1215,1082
53.724181,7.490842,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,418,396,637,615,413,367,992,973,1871,1755
49.578463,-1.300641,2025,4,"France","HUMAN_OBSERVATION",49.55,-1.24999999999999,4.84,380,371,1326,1310,1106,1067,250,219,1130,1001
51.920009,1.262715,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,155,145,1014,992,796,750,569,515,1449,1317
49.576161,-1.272602,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,380,371,1326,1308,1106,1065,250,218,1130,1002
55.485992,9.649144,2025,4,"Denmark","HUMAN_OBSERVATION",55.55,9.75000000000001,9.55,1130,640,398,379,385,157,1689,1205,2569,1998
53.709728,7.138065,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,399,377,639,625,416,376,972,952,1852,1736
54.691975,8.576482,2025,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,526,520,536,491,312,248,1100,1090,1979,1879
58.960424,9.639094,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,944,942,91,85,227,232,1494,1444,2373,2256
59.072895,10.30585,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,973,972,55,51,247,253,1528,1480,2407,2291
54.682866,-5.879264,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,710,1489,1134,1381,967,699,677,1445,1401
50.71902,-1.85318,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,7.69,386,359,1322,1234,1102,998,262,264,1132,1076
50.75655,0.15642,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,241,220,1177,1142,957,899,371,374,1251,1168
50.81905,-0.138973,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.14999999999999,7.73,262,241,1198,1155,978,913,354,356,1230,1154
53.792901,7.909372,2025,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,451,422,632,599,409,354,1025,1001,1904,1781
51.676584,-4.326967,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,857,520,1793,1261,1573,1045,376,330,1133,1103
53.559498,-0.025286,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.55,0.05000000000001,5.09,329,323,913,905,727,683,805,606,1685,1419
49.929133,1.07635,2024,1,"France","HUMAN_OBSERVATION",NA,NA,NA,238,216,1193,1187,972,939,406,390,1286,1144
55.491478,8.265825,2024,1,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,573,572,444,414,220,164,1142,1124,2022,1923
48.641193,-2.060929,2024,1,"France","HUMAN_OBSERVATION",NA,NA,NA,538,480,1473,1427,1254,1183,158,141,1039,885
48.585207,-2.001966,2024,1,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,8.03,538,479,1473,1426,1254,1182,158,141,1039,886
52.455643,4.556203,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,157,834,824,610,573,743,732,1622,1514
55.530858,8.18423,2024,1,"Denmark","HUMAN_OBSERVATION",55.55,8.25000000000001,4.66,582,577,433,408,209,159,1150,1127,2030,1927
50.148546,-5.057123,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,1561,1421,1342,1196,176,178,961,926
53.492811,6.14501,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,320,314,688,673,464,422,894,884,1773,1671
50.754422,-0.75552,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,304,282,1240,1179,1020,939,324,324,1195,1129
50.754422,-0.75552,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,304,282,1240,1179,1020,939,324,324,1195,1129
50.754422,-0.75552,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,304,282,1240,1179,1020,939,324,324,1195,1129
55.366974,8.411994,2024,1,"Denmark","HUMAN_OBSERVATION",55.35,8.35000000000001,4.35,569,564,456,426,232,178,1139,1119,2019,1916
40.495862,-8.790629,2024,1,"Portugal","HUMAN_OBSERVATION",40.45,-8.84999999999999,7.17,1677,1524,2612,2484,2392,2240,1073,997,206,198
50.733498,-0.772825,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,304,284,1240,1182,1020,942,324,321,1195,1126
50.606806,-3.426717,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,507,469,1443,1307,1223,1078,217,214,1068,1018
40.443954,-8.807492,2024,1,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,1677,1523,2612,2483,2392,2239,1073,996,206,198
51.523342,0.774302,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,0.85000000000001,6.02,167,161,1050,1042,832,800,550,467,1430,1267
50.606318,-3.429175,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,507,469,1443,1307,1223,1078,217,214,1068,1017
47.028591,-2.301623,2024,1,"France","HUMAN_OBSERVATION",NA,NA,NA,933,623,1869,1590,1649,1344,330,225,815,740
42.204012,-8.765499,2024,1,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1484,1361,2420,2310,2200,2069,881,815,0,3
52.45727,4.553547,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,157,834,824,610,573,743,732,1622,1514
52.45701,4.554978,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,157,834,824,610,573,743,732,1622,1515
53.45,5.75,2024,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.13,304,302,687,679,463,428,878,866,1757,1656
53.45,5.8,2024,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.61,304,302,687,679,463,428,878,866,1757,1656
53.45,5.8,2024,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.61,304,302,687,679,463,428,878,866,1757,1656
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
51.8,3.95,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,73,75,920,908,696,657,675,660,1555,1434
53.4,5.35,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,270,273,718,706,494,456,843,834,1723,1626
52.05,4.2,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,884,877,660,626,700,685,1580,1463
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
52.55,4.6,2024,1,"Netherlands","HUMAN_OBSERVATION",52.55,4.55000000000001,3.38,166,165,823,815,599,564,747,737,1626,1521
51.35,3.4,2024,1,"Netherlands","HUMAN_OBSERVATION",51.45,3.35000000000001,11.66,18,18,967,962,744,711,622,605,1502,1377
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
52.35,4.5,2024,1,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,3.4,145,143,846,838,623,587,732,720,1612,1501
52,4.15,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,5.57,106,104,884,877,660,626,700,685,1580,1463
54.705704,8.344957,2024,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,522,511,523,494,299,249,1095,1078,1975,1868
52.05,4.25,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,6.85,106,104,884,877,660,626,700,685,1580,1463
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
52.2,4.4,2024,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
53.4,5.6,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,283,283,710,699,486,448,857,848,1736,1638
53.5,6.15,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,320,314,688,672,464,421,894,885,1773,1672
52.35,4.5,2024,1,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,3.4,145,143,846,838,623,587,732,720,1612,1501
52.903791,0.468301,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,286,252,940,939,734,707,763,561,1642,1373
52.897488,0.464056,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.95,0.45000000000001,5.92,286,257,940,935,734,705,763,564,1642,1377
52.45,4.55,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,834,825,610,574,743,732,1622,1514
53.45,5.6,2024,1,"Netherlands","HUMAN_OBSERVATION",53.45,5.55000000000001,3.31,287,285,702,695,479,444,861,848,1740,1639
53.45,5.6,2024,1,"Netherlands","HUMAN_OBSERVATION",53.45,5.55000000000001,3.31,287,285,702,695,479,444,861,848,1740,1639
52.15,4.3,2024,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,871,864,647,613,711,697,1590,1476
53.5,6.25,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,327,319,685,670,461,419,900,890,1780,1677
52.25,4.45,2024,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.82,132,130,858,851,635,600,721,708,1601,1489
52.05,4.2,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,884,877,660,626,700,685,1580,1463
52.2,4.4,2024,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
53.45,6.1,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,320,308,688,679,464,428,894,879,1773,1666
51.6,3.9,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,73,59,941,929,718,679,675,647,1555,1417
53.45,5.75,2024,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.13,304,302,687,679,463,428,878,866,1757,1656
50.726615,-1.129955,2024,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,333,308,1269,1197,1049,959,306,303,1177,1111
53.45,5.8,2024,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.61,304,302,687,679,463,428,878,866,1757,1656
52.2,4.4,2024,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
52.15,4.3,2024,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,871,864,647,613,711,697,1590,1476
52.2,4.4,2024,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,858,851,635,600,721,708,1601,1489
52.15,4.3,2024,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,871,864,647,613,711,697,1590,1476
52.15,4.3,2024,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,871,864,647,613,711,697,1590,1476
52.05,4.2,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,884,877,660,626,700,685,1580,1463
52.05,4.2,2024,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,884,877,660,626,700,685,1580,1463
52.15,4.3,2024,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,871,864,647,613,711,697,1590,1476
51.5,3.9,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,85,55,952,939,729,689,686,642,1566,1409
