"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Limfjord_seaway","Limfjord_geodesic"
51.220433,2.870967,2013,9,"Belgium","OCCURRENCE",NA,NA,NA,25,24,778,750
51.377,3.249,2013,10,"Belgium","OCCURRENCE",51.45,3.25000000000001,8.13,13,13,746,715
51.376,3.274,2013,10,"Belgium","OCCURRENCE",51.45,3.25000000000001,8.4,13,13,746,715
51.378,3.27,2013,10,"Belgium","OCCURRENCE",51.45,3.25000000000001,8.13,13,13,746,715
51.381,3.249,2013,10,"Belgium","OCCURRENCE",51.45,3.25000000000001,7.68,13,13,746,715
51.26895,2.959167,2013,10,"Belgium","OCCURRENCE",51.35,2.95000000000001,9.04,14,14,765,735
51.185,2.701,2011,3,"Belgium","OCCURRENCE",51.15,2.65000000000001,5.28,43,41,795,765
51.381,3.254,2010,9,"Belgium","OCCURRENCE",51.45,3.25000000000001,7.69,13,13,746,715
51.384,3.271,2010,9,"Belgium","OCCURRENCE",51.45,3.25000000000001,7.49,13,13,746,715
51.378,3.27,2010,9,"Belgium","OCCURRENCE",51.45,3.25000000000001,8.13,13,13,746,715
51.283,2.934,2010,10,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.91,25,24,778,748
51.274,2.921,2008,2,"Belgium","OCCURRENCE",51.25,2.85000000000001,5.62,25,24,778,748
51.287,2.925,2008,2,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.65,25,24,778,748
51.286,2.928,2008,2,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.75,25,24,778,748
51.377,3.25,2008,2,"Belgium","OCCURRENCE",51.45,3.25000000000001,8.13,13,13,746,715
51.289,2.933,2008,2,"Belgium","OCCURRENCE",51.35,2.95000000000001,6.89,14,14,765,735
51.283,2.921,2008,2,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.16,25,24,778,748
51.274,2.922,2008,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,5.68,25,24,778,748
51.278,2.909,2008,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,5.16,25,24,778,748
51.164,2.724,2008,9,"Belgium","OCCURRENCE",51.15,2.65000000000001,5.4,43,41,795,765
51.165,2.728,2008,9,"Belgium","OCCURRENCE",51.15,2.65000000000001,5.7,43,41,795,765
51.168,2.736,2008,9,"Belgium","OCCURRENCE",51.15,2.65000000000001,6.33,43,41,795,765
51.168,2.728,2008,9,"Belgium","OCCURRENCE",51.15,2.65000000000001,5.8,43,41,795,765
51.222,2.857,2008,9,"Belgium","OCCURRENCE",NA,NA,NA,25,25,778,751
51.223,2.861,2008,9,"Belgium","OCCURRENCE",NA,NA,NA,25,25,778,750
51.224,2.862,2008,9,"Belgium","OCCURRENCE",NA,NA,NA,25,24,778,750
51.113,2.572,2008,10,"Belgium","OCCURRENCE",NA,NA,NA,50,48,798,771
51.258,2.951,2008,10,"Belgium","OCCURRENCE",51.25,2.85000000000001,7.09,25,24,778,748
51.257,2.947,2008,10,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.8,25,24,778,748
51.373,3.328,2008,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,8.71,18,18,744,711
51.279999,3,2008,10,"Belgium","OCCURRENCE",51.35,2.95000000000001,8.53,14,14,765,735
51.286,2.927,2007,3,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.69,25,24,778,748
51.278,2.91,2007,3,"Belgium","OCCURRENCE",51.25,2.85000000000001,5.21,25,24,778,748
51.278,2.909,2007,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,5.16,25,24,778,748
51.287,2.925,2007,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.65,25,24,778,748
51.286,2.928,2007,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.75,25,24,778,748
51.386,3.251,2007,9,"Belgium","OCCURRENCE",51.45,3.25000000000001,7.12,13,13,746,715
51.379,3.256,2007,9,"Belgium","OCCURRENCE",51.45,3.25000000000001,7.91,13,13,746,715
51.289,2.933,2007,9,"Belgium","OCCURRENCE",51.35,2.95000000000001,6.89,14,14,765,735
51.283,2.921,2007,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.16,25,24,778,748
51.288,2.921,2007,9,"Belgium","OCCURRENCE",51.25,2.85000000000001,6.51,25,24,778,748
51.369999,3.23,2007,10,"Belgium","OCCURRENCE",51.35,3.15000000000001,5.99,0,0,760,728
51.369999,3.23,2007,10,"Belgium","OCCURRENCE",51.35,3.15000000000001,5.99,0,0,760,728
51.369999,3.23,2007,10,"Belgium","OCCURRENCE",51.35,3.15000000000001,5.99,0,0,760,728
51.369999,3.24,2007,10,"Belgium","OCCURRENCE",51.35,3.15000000000001,6.64,0,0,760,728
51.369999,3.33,2007,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,9.01,18,18,744,711
51.369999,3.34,2007,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,8.93,18,18,744,711
51.369999,3.35,2007,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,8.91,18,18,744,711
51.380001,3.34,2007,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,7.82,18,18,744,711
51.369999,3.34,2007,10,"Belgium","OCCURRENCE",51.45,3.35000000000001,8.93,18,18,744,711
51.119999,2.6,2007,10,"Belgium","OCCURRENCE",NA,NA,NA,43,46,795,769
51.110001,2.59,2007,10,"Belgium","OCCURRENCE",NA,NA,NA,50,47,798,771
51.220001,2.86,2007,10,"Belgium","OCCURRENCE",NA,NA,NA,25,25,778,751
51.220001,2.86,2007,10,"Belgium","OCCURRENCE",NA,NA,NA,25,25,778,751
51.32,3.09,2007,10,"Belgium","OCCURRENCE",NA,NA,NA,7,5,762,733
51.364298,3.20701,NA,NA,"Belgium","OCCURRENCE",51.35,3.15000000000001,4.27,0,0,760,728
51.364298,3.20701,NA,NA,"Belgium","OCCURRENCE",51.35,3.15000000000001,4.27,0,0,760,728
