"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaM_seaway","RavennaM_geodesic","SWC_seaway","SWC_geodesic","Toralla_seaway","Toralla_geodesic"
58.273133,8.537156,2013,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1272,178,164,149,156,1356,1203,6218,1560,215,200,2271,2156
58.25454,8.522821,2013,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1270,178,165,149,154,1356,1201,6218,1558,215,200,2271,2154
58.316602,8.581778,2013,6,"Norway","HUMAN_OBSERVATION",58.35,8.65000000000001,5.45,1558,1280,167,154,159,163,1369,1214,6231,1567,213,197,2284,2167
58.99358,9.808552,2013,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1655,1367,79,76,229,237,1465,1311,6327,1627,185,184,2380,2265
58.010866,7.603002,2013,6,"Norway","HUMAN_OBSERVATION",57.95,7.65000000000001,7.32,1482,1211,244,227,143,144,1301,1140,6163,1536,256,244,2216,2095
58.144695,8.035953,2013,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1514,1239,220,196,147,151,1332,1172,6194,1552,241,225,2247,2126
59.02325,9.753881,2013,6,"Norway","HUMAN_OBSERVATION",58.95,9.75000000000001,8.16,1651,1362,85,78,228,232,1462,1306,6324,1623,188,183,2377,2260
58.1323,8.06625,2013,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1514,1240,220,195,147,149,1332,1172,6194,1550,241,223,2247,2126
59.254302,10.703994,2013,6,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1714,1422,54,49,274,278,1520,1367,6383,1651,191,186,2436,2319
51.537,3.927,2013,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,949,941,935,718,684,640,582,5502,1007,914,848,1555,1413
51.52,3.95,2013,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,951,941,936,718,685,640,584,5502,1004,914,849,1555,1413
58.24367,11.37199,2013,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1713,1431,68,72,205,204,1472,1332,6335,1536,71,66,2388,2271
58.26128,11.386,2013,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1713,1432,68,70,205,206,1472,1334,6335,1538,71,68,2388,2273
54.49606,-5.643287,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.02,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
54.43472,-5.544942,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,540,307,1508,1130,1400,957,596,462,5363,1699,1520,1131,1415,1378
54.43472,-5.544942,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,540,307,1508,1130,1400,957,596,462,5363,1699,1520,1131,1415,1378
54.49006,-5.641795,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.69,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
54.493664,-5.648168,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.27,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
53.2192,-4.178103,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.2,697,380,1663,1129,1556,929,531,321,5303,1545,1676,1110,1354,1275
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.096963,-5.124304,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.45,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.096963,-5.124304,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.45,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.167919,-5.026693,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.097,-5.122908,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.38,614,482,1565,1429,1345,1204,76,73,4898,1452,1540,1386,951,916
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.162348,-5.033343,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,928
50.165079,-5.032115,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.156171,-5.028751,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1455,1536,1377,961,927
54.517837,-5.646661,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,527,304,1496,1131,1388,959,609,473,5376,1710,1508,1133,1428,1386
50.165152,-5.029319,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1194,72,66,4909,1455,1536,1376,961,928
50.169788,-5.02401,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,929
50.160661,-5.029035,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.162421,-5.030547,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,66,4909,1455,1536,1377,961,928
50.153513,-5.027183,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,474,1561,1419,1342,1194,72,67,4909,1454,1536,1377,961,927
50.167846,-5.029489,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,625,473,1561,1418,1342,1193,72,66,4909,1455,1536,1376,961,928
