"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaM_seaway","RavennaM_geodesic","SWC_seaway","SWC_geodesic","Toralla_seaway","Toralla_geodesic"
51.6,3.65,2025,1,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,5.57,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.5,4,2025,1,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
52.45,4.55,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,825,610,574,707,648,5569,1059,807,740,1622,1514
51.6,3.65,2025,2,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,5.57,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.55,4,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,953,943,931,720,680,646,588,5509,1004,916,844,1562,1418
51.6,3.65,2025,2,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,5.57,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.6,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.55,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
52.6,4.6,2025,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.51,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.5,3.9,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
53.3,5.05,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1461,986,736,726,512,475,787,713,5650,1119,709,644,1703,1604
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.5,4.05,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,1320,957,943,930,720,679,646,591,5509,1002,916,843,1562,1421
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.5,4,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.55,3.5,2025,3,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,3.46,1271,917,954,949,731,698,597,550,5460,1030,927,866,1512,1390
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.5,4,2025,3,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.4,3.7,2025,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
63.6163,9.593899,2025,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1713,1603,1098,534,990,749,1991,1687,6853,2140,1110,671,2906,2659
51.5,3.95,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.6,3.65,2024,1,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,5.57,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.65,3.8,2024,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1303,937,933,928,709,677,629,576,5491,1022,906,843,1544,1415
53.2,5.5,2024,2,"Netherlands","HUMAN_OBSERVATION",53.25,5.45000000000001,6.49,1478,1013,726,718,502,467,803,735,5666,1101,699,633,1719,1619
51.5,3.95,2024,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,4.05,2024,2,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,1320,957,943,930,720,679,646,591,5509,1002,916,843,1562,1421
51.5,4,2024,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.5,4,2024,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.5,4,2024,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.65,3.75,2024,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1296,933,936,929,712,679,622,573,5484,1024,909,845,1537,1413
51.6,4.05,2024,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.6,4.05,2024,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
53,4.75,2024,3,"Netherlands","HUMAN_OBSERVATION",53.05,4.65000000000001,8.71,1424,962,767,763,543,513,750,677,5612,1110,740,683,1665,1565
51.5,3.9,2024,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.55,3.85,2024,4,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.5,4.15,2024,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1331,965,956,932,733,681,657,597,5520,993,929,844,1573,1422
51.55,4,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,953,943,931,720,680,646,588,5509,1004,916,844,1562,1418
51.55,4,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,953,943,931,720,680,646,588,5509,1004,916,844,1562,1418
51.6,4.05,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.6,4,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,952,943,926,720,675,646,589,5509,1009,916,840,1562,1422
51.6,4.05,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.6,4,2024,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,952,943,926,720,675,646,589,5509,1009,916,840,1562,1422
53.15,4.85,2024,5,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
59.850346,5.681523,2024,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1364,1196,545,327,438,383,1454,1225,6316,1771,558,425,2369,2196
52.05,4.2,2024,10,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,1338,949,884,877,660,626,664,609,5527,1040,857,793,1580,1463
52.05,4.2,2024,10,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,1338,949,884,877,660,626,664,609,5527,1040,857,793,1580,1463
51.5,3.95,2024,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.4,3.7,2024,11,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.6,3.95,2024,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,948,941,928,718,677,640,585,5502,1011,914,842,1555,1419
51.65,4.1,2024,11,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
51.55,3.65,2024,11,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,11.13,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.5,3.95,2024,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2024,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2024,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.4,3.7,2024,11,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.6,2024,11,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
52.2,4.4,2024,11,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,1360,957,858,851,635,600,686,629,5548,1049,832,766,1601,1489
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.55,3.55,2024,12,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,6.92,1271,917,954,949,731,698,597,550,5460,1030,927,866,1512,1390
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.6,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
53.1,5.4,2024,12,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,6.49,1467,1007,739,731,515,480,793,725,5655,1094,712,646,1708,1606
51.5,3.9,2024,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.4,3.7,2024,12,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.5,3.9,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.5,3.9,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.5,3.9,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.5,3.95,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.9,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.55,3.85,2023,1,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.92,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
52.6,4.6,2023,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.51,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.5,3.9,2023,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.4,3.55,2023,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,5.57,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.5,4,2023,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
52.609,4.616,2023,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.38,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.6,3.9,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,945,941,929,718,679,640,582,5502,1013,914,844,1555,1417
51.5,3.95,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
53.37,5.31,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1482,1002,718,710,494,460,808,732,5670,1117,691,628,1723,1621
51.5,4.05,2023,4,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,1320,957,943,930,720,679,646,591,5509,1002,916,843,1562,1421
51.6,3.85,2023,4,"Netherlands","HUMAN_OBSERVATION",51.65,3.85000000000001,5.57,1303,940,933,926,709,675,629,579,5491,1020,906,841,1544,1418
51.5,4.15,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1331,965,956,932,733,681,657,597,5520,993,929,844,1573,1422
51.6,4.05,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
52.8,4.65,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1400,966,800,787,576,537,726,667,5588,1087,773,705,1641,1546
51.63,3.69,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
51.55,4,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,953,943,931,720,680,646,588,5509,1004,916,844,1562,1418
51.6,4.05,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.6,4.05,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.5,4,2023,5,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
51.5,3.9,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
51.5,3.9,2023,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,948,952,939,729,689,651,580,5513,1005,925,853,1566,1409
55.206659,-6.239275,2023,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,429,316,1414,1125,1307,969,706,557,5473,1784,1427,1138,1525,1455
57.24968,12.09097,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1774,1451,188,190,239,188,1507,1311,6369,1424,48,53,2422,2230
56.59996,10.284867,2023,7,"Denmark","HUMAN_OBSERVATION",56.65,10.45,11.55,1767,1343,250,251,231,90,1500,1191,6362,1364,138,138,2415,2111
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,1313,944,920,913,696,662,639,588,5502,1023,893,828,1555,1431
51.6,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,948,941,928,718,677,640,585,5502,1011,914,842,1555,1419
51.6,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,948,941,928,718,677,640,585,5502,1011,914,842,1555,1419
51.75,3.85,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1306,937,923,916,699,666,632,582,5495,1028,896,832,1548,1425
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,1313,944,920,913,696,662,639,588,5502,1023,893,828,1555,1431
51.75,3.85,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1306,937,923,916,699,666,632,582,5495,1028,896,832,1548,1425
51.731,3.976,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1313,946,920,914,696,663,639,590,5502,1021,893,829,1555,1430
51.642,3.709,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1296,931,936,931,712,681,622,570,5484,1025,909,847,1537,1410
58.299,11.37204,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1713,1432,68,66,205,208,1472,1336,6335,1542,71,72,2388,2275
54.100322,-6.255874,2023,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.05,-6.14999999999999,8.9,626,254,1593,1187,1485,1010,558,432,5315,1710,1605,1186,1367,1329
53.05,4.85,2023,8,"Netherlands","HUMAN_OBSERVATION",53.05,4.95000000000001,6.69,1438,982,759,753,535,503,764,696,5626,1099,732,671,1679,1579
51.5,4,2023,8,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,1314,950,941,933,718,682,640,584,5502,1007,914,846,1555,1416
54.051718,-6.190804,2023,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,252,1593,1189,1485,1012,558,433,5315,1712,1605,1188,1367,1328
60.423669,4.914171,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
59.05966,5.71851,2023,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1154,461,310,353,311,1370,1155,6232,1687,473,384,2285,2124
59.284049,5.806831,2023,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1355,1170,480,307,372,327,1389,1178,6251,1709,492,389,2304,2148
51.6,4.05,2023,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.6,4.05,2023,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
51.5,3.95,2023,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2023,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2023,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2023,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
51.5,3.95,2023,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1325,952,952,938,729,687,651,583,5513,1003,925,851,1566,1412
53.2,5.45,2022,1,"Netherlands","HUMAN_OBSERVATION",53.25,5.45000000000001,5.57,1478,1013,726,718,502,467,803,735,5666,1101,699,633,1719,1619
51.75,3.85,2022,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1306,937,923,916,699,666,632,582,5495,1028,896,832,1548,1425
52.93,4.71,2022,1,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,4.6,1416,963,778,773,554,523,742,673,5604,1101,751,692,1657,1557
53.154,4.81,2022,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,4.03,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
51.59,3.66,2022,1,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.71,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.59,3.66,2022,1,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.71,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
51.9,3.95,2022,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1317,939,910,898,686,648,643,592,5505,1036,883,814,1558,1442
51.65,4.1,2022,2,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
53.1,4.9,2022,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1438,978,759,750,535,500,764,695,5626,1105,732,668,1679,1581
53.1,4.85,2022,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,8.69,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
53.1,4.85,2022,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,8.69,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
51.4,3.7,2022,3,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1275,927,962,955,738,705,601,555,5463,1017,935,871,1516,1388
51.6,3.9,2022,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,945,941,929,718,679,640,582,5502,1013,914,844,1555,1417
51.65,4.1,2022,3,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,11.65,1320,950,918,910,694,659,646,595,5508,1019,891,824,1561,1436
52.71,4.63,2022,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1400,966,800,797,576,546,726,662,5588,1079,773,714,1641,1538
59.044591,10.473638,2022,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1694,1405,49,41,249,253,1496,1344,6358,1629,174,169,2411,2296
51.65,3.7,2022,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1296,930,936,931,712,680,622,569,5484,1027,909,847,1537,1410
51.75,4,2022,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,947,918,911,694,661,646,592,5508,1021,891,826,1561,1433
58.932367,5.983885,2022,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1358,1162,477,295,369,290,1386,1154,6248,1669,489,364,2301,2121
60.822233,5.006639,2022,8,"Norway","HUMAN_OBSERVATION",60.85,4.95000000000001,4.36,1358,1225,655,409,548,499,1551,1298,6413,1890,668,523,2466,2269
60.423669,4.914171,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
58.010866,7.603002,2022,8,"Norway","HUMAN_OBSERVATION",57.95,7.65000000000001,7.32,1482,1211,244,227,143,144,1301,1140,6163,1536,256,244,2216,2095
58.25454,8.522821,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1270,178,165,149,154,1356,1201,6218,1558,215,200,2271,2154
58.316602,8.581778,2022,8,"Norway","HUMAN_OBSERVATION",58.35,8.65000000000001,5.45,1558,1280,167,154,159,163,1369,1214,6231,1567,213,197,2284,2167
59.254302,10.703994,2022,8,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1714,1422,54,49,274,278,1520,1367,6383,1651,191,186,2436,2319
59.0267,10.5268,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1700,1408,44,37,251,252,1499,1345,6362,1627,172,166,2415,2297
59.04749,10.87016,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1717,1427,29,23,258,262,1510,1362,6373,1627,166,160,2426,2312
58.5132,8.944219,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1587,1303,141,132,179,180,1397,1239,6260,1582,204,189,2313,2192
59.038457,11.115303,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1734,1440,25,18,266,267,1522,1373,6384,1625,163,155,2437,2321
58.99358,9.808552,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1655,1367,79,76,229,237,1465,1311,6327,1627,185,184,2380,2265
58.1323,8.06625,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1514,1240,220,195,147,149,1332,1172,6194,1550,241,223,2247,2126
59.043072,10.296316,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1683,1396,61,50,245,250,1488,1336,6351,1630,180,173,2404,2289
59.43692,10.58157,2022,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1728,1425,77,69,293,296,1536,1377,6399,1672,214,207,2452,2332
52.05,4.2,2022,9,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,1338,949,884,877,660,626,664,609,5527,1040,857,793,1580,1463
59.20945,5.95,2022,9,"Norway","HUMAN_OBSERVATION",59.15,5.95000000000001,6.62,1358,1171,477,298,369,310,1386,1172,6248,1692,489,375,2301,2140
58.22833,6.50283,2022,9,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,1398,1155,330,280,223,216,1299,1114,6161,1588,343,319,2214,2076
58.968962,5.878673,2022,9,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,4.61,1358,1161,477,297,369,293,1386,1154,6248,1671,489,367,2301,2122
