"x","year","month","country"
Inf,2018,4,"Poland"
Inf,2018,4,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,5,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,6,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,7,"Poland"
Inf,2018,8,"Poland"
Inf,2018,8,"Poland"
Inf,2018,8,"Poland"
Inf,2018,8,"Poland"
