"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","RavennaM_seaway","RavennaM_geodesic"
43.3883,-1.7906,2007,7,"Spain","OCCURRENCE",43.45,-1.74999999999999,7.61,4699,1136
