"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
59.545437,-1.601185,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1035,6083,1925,6083,1925,1389,1215,2135,1989
60.002285,-1.170771,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1366,1089,6133,1953,6133,1953,1439,1269,2185,2045
60.514282,-1.201434,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1388,1145,6154,2002,6154,2002,1460,1325,2206,2098
56.189988,-2.563114,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
60.136882,-1.025161,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1379,1105,6145,1961,6145,1961,1452,1285,2197,2061
59.545437,-1.601185,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1035,6083,1925,6083,1925,1389,1215,2135,1989
60.133276,-2.045905,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1095,6091,1993,6091,1993,1398,1277,2143,2044
54.706412,-8.791135,1987,10,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,904,576,5413,1895,5413,1895,955,745,1470,1388
51.4716,-9.519771,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,454,397,4982,1801,4982,1801,503,502,1039,1029
51.424368,-9.488011,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1797,4983,1797,496,497,1038,1024
51.501029,-9.467463,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,500,1049,1032
51.475063,-9.459433,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1797,4983,1797,496,498,1038,1029
51.47332,-9.455059,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,392,4983,1797,4983,1797,496,498,1038,1029
51.457182,-9.451669,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,392,4983,1796,4983,1796,496,497,1038,1027
51.452849,-9.438584,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,391,4983,1795,4983,1795,496,496,1038,1027
51.475347,-9.436412,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,391,4983,1796,4983,1796,496,497,1038,1029
51.471928,-9.421913,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,390,4983,1794,4983,1794,496,496,1038,1029
51.458641,-9.405673,1987,12,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,389,4983,1793,4983,1793,496,494,1038,1027
51.456654,-9.421438,1986,6,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,390,4983,1794,4983,1794,496,495,1038,1027
50.31995,-4.135798,1986,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,5,4958,1401,4958,1401,180,179,1011,968
50.329655,-4.146069,1986,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,4,4958,1402,4958,1402,180,180,1011,968
60.042749,-1.340299,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1355,1092,6122,1962,6122,1962,1428,1272,2174,2046
60.424898,-0.780436,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1416,1140,6183,1981,6183,1981,1489,1319,2235,2096
60.127885,-1.153216,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.05,-1.14999999999999,8.67,1366,1094,6133,1957,6133,1957,1439,1274,2185,2050
60.424898,-0.780436,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1416,1140,6183,1981,6183,1981,1489,1319,2235,2096
60.424898,-0.780436,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1416,1140,6183,1981,6183,1981,1489,1319,2235,2096
58.525142,-4.665983,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,909,5876,1950,5876,1950,1182,1093,1928,1835
60.37973,-1.396978,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1371,1128,6137,1995,6137,1995,1444,1309,2189,2081
58.505476,-4.661057,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,906,5876,1948,5876,1948,1182,1090,1928,1833
60.424898,-0.780436,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1416,1140,6183,1981,6183,1981,1489,1319,2235,2096
58.516455,-4.651585,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,908,5876,1949,5876,1949,1182,1092,1928,1835
60.541843,-1.519732,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1377,1145,6144,2014,6144,2014,1450,1325,2196,2096
60.049949,-1.343746,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1355,1092,6122,1963,6122,1963,1428,1273,2174,2047
58.478093,-4.724174,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1116,904,5883,1949,5883,1949,1189,1087,1935,1830
60.049949,-1.343746,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1355,1092,6122,1963,6122,1963,1428,1273,2174,2047
60.424898,-0.780436,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1416,1140,6183,1981,6183,1981,1489,1319,2235,2096
60.413038,-1.416332,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1372,1132,6138,1999,6138,1999,1445,1312,2190,2084
58.552463,-4.604452,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,912,5876,1950,5876,1950,1182,1095,1928,1839
60.375028,-1.351729,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1371,1128,6137,1993,6137,1993,1444,1308,2189,2081
60.127885,-1.153216,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.05,-1.14999999999999,8.67,1366,1094,6133,1957,6133,1957,1439,1274,2185,2050
58.529684,-4.619942,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,909,5876,1948,5876,1948,1182,1093,1928,1836
60.198989,-1.557214,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1107,6115,1983,6115,1983,1421,1287,2167,2059
60.541843,-1.519732,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1377,1145,6144,2014,6144,2014,1450,1325,2196,2096
60.049949,-1.343746,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1355,1092,6122,1963,6122,1963,1428,1273,2174,2047
60.165604,-1.309009,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1360,1105,6126,1972,6126,1972,1432,1286,2178,2060
60.40406,-1.416493,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1372,1131,6138,1998,6138,1998,1445,1311,2190,2083
60.310017,-1.472463,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1365,1120,6132,1991,6132,1991,1438,1300,2184,2072
58.564186,-4.689588,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,913,5876,1954,5876,1954,1182,1097,1928,1839
60.413038,-1.416332,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1372,1132,6138,1999,6138,1999,1445,1312,2190,2084
60.307287,-1.463459,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1365,1119,6132,1990,6132,1990,1438,1300,2184,2072
60.40406,-1.416493,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1372,1131,6138,1998,6138,1998,1445,1311,2190,2083
60.40406,-1.416493,1986,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1372,1131,6138,1998,6138,1998,1445,1311,2190,2083
53.158205,-9.099509,1986,10,"Ireland","HUMAN_OBSERVATION",53.15,-9.14999999999999,3.49,714,463,5223,1841,5223,1841,765,613,1280,1215
50.104221,-5.088411,1986,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,73,4909,1457,4909,1457,176,174,961,920
54.432015,-5.542771,1986,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,596,462,5363,1699,5363,1699,669,645,1415,1378
53.357755,-9.70544,1985,2,"Ireland","HUMAN_OBSERVATION",53.25,-9.74999999999999,12.36,689,502,5198,1883,5198,1883,740,647,1255,1228
50.173244,-4.994814,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,65,64,4912,1453,4912,1453,173,178,964,930
57.373586,-5.650025,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.55,933,784,5700,1906,5700,1906,1006,968,1752,1696
57.361739,-5.655502,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.82,933,784,5700,1906,5700,1906,1006,968,1752,1696
50.183296,-5.023463,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,65,4909,1455,4909,1455,176,180,961,930
57.53672,-5.604487,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,22.54,933,784,5700,1906,5700,1906,1006,968,1752,1696
50.157308,-5.054027,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,68,4909,1456,4909,1456,176,178,961,927
50.169715,-5.026807,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,179,961,929
50.169203,-5.046382,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,67,4909,1456,4909,1456,176,179,961,928
50.161388,-5.001074,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,65,4909,1453,4909,1453,176,177,961,928
50.169203,-5.046382,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,67,4909,1456,4909,1456,176,179,961,928
50.147445,-5.0184,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1454,4909,1454,176,176,961,927
50.147445,-5.0184,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1454,4909,1454,176,176,961,927
50.218358,-5.024278,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,7.83,72,68,4909,1456,4909,1456,176,178,961,926
50.161388,-5.001074,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,65,4909,1453,4909,1453,176,177,961,928
50.1973,-5.038362,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1457,4909,1457,176,182,961,931
51.701873,-5.1512,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.14999999999999,5.78,287,159,5059,1525,5059,1525,360,337,1111,1083
50.169715,-5.026807,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,179,961,929
50.169715,-5.026807,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,179,961,929
50.168598,-5.035139,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,67,4909,1456,4909,1456,176,179,961,928
50.147445,-5.0184,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1454,4909,1454,176,176,961,927
50.173381,-5.024237,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,179,961,929
50.169715,-5.026807,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,179,961,929
50.228456,-5.016504,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,9.05,72,68,4909,1456,4909,1456,176,178,961,926
50.163356,-5.029205,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,66,4909,1455,4909,1455,176,178,961,928
50.228456,-5.016504,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,9.05,72,68,4909,1456,4909,1456,176,178,961,926
50.161388,-5.001074,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,65,4909,1453,4909,1453,176,177,961,928
55.972895,-5.646752,1985,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-5.64999999999999,8.59,779,640,5546,1810,5546,1810,852,824,1598,1554
55.938321,-5.720396,1985,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,767,629,5534,1806,5534,1806,840,812,1586,1541
56.010034,-5.606921,1985,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,779,635,5546,1805,5546,1805,852,819,1598,1550
50.254279,-3.761102,1985,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.35,25,25,4959,1379,4959,1379,168,171,1012,969
53.817402,-9.995101,1984,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,754,554,5262,1922,5262,1922,805,706,1319,1292
51.502669,-9.28965,1984,6,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.48,433,378,4985,1782,4985,1782,484,485,1038,1026
53.319594,-9.853993,1984,6,"Ireland","HUMAN_OBSERVATION",53.25,-9.84999999999999,7.75,688,507,5197,1889,5197,1889,739,651,1254,1228
53.625151,-9.852244,1984,6,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,7.02,737,540,5246,1912,5246,1912,788,690,1303,1273
57.229261,-7.322357,1984,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.15,-7.24999999999999,9.84,921,782,5674,1962,5674,1962,994,964,1731,1663
57.227052,-7.331993,1984,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.15,-7.24999999999999,9.9,921,782,5674,1962,5674,1962,994,964,1731,1663
58.398078,-5.082597,1984,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.45,-5.14999999999999,6.99,1065,902,5831,1964,5831,1964,1137,1086,1883,1822
58.41796,-5.115167,1984,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1065,898,5831,1960,5831,1960,1137,1082,1883,1819
57.224804,-7.300146,1984,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.15,-7.24999999999999,8.86,921,782,5674,1962,5674,1962,994,964,1731,1663
51.736616,-5.262268,1984,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1536,5069,1536,370,348,1120,1090
54.23133,-5.758,1984,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,9.07,565,435,5326,1693,5326,1693,638,617,1378,1344
54.230908,-5.759503,1984,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,9.03,565,435,5326,1693,5326,1693,638,617,1378,1344
51.74552,-5.297685,1984,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,173,5069,1539,5069,1539,370,350,1120,1090
53.319594,-9.853993,1984,9,"Ireland","HUMAN_OBSERVATION",53.25,-9.84999999999999,7.75,688,507,5197,1889,5197,1889,739,651,1254,1228
49.962495,-6.362475,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,173,164,4856,1539,4856,1539,220,222,908,880
49.922557,-6.275238,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,166,159,4857,1532,4857,1532,214,215,909,877
55.231923,-6.531976,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,725,564,5492,1801,5492,1801,798,746,1544,1455
55.235558,-6.325908,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,713,561,5479,1791,5479,1791,785,743,1531,1457
55.295298,-6.293479,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,567,5473,1793,5473,1793,779,749,1525,1464
55.290432,-6.266926,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,566,5473,1791,5473,1791,779,748,1525,1464
55.219461,-6.26687,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,558,5473,1787,5473,1787,779,740,1525,1456
55.310049,-6.25662,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,713,568,5479,1792,5479,1792,786,750,1531,1466
55.291038,-6.246434,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,566,5473,1790,5473,1790,779,748,1525,1464
55.307616,-6.212629,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,713,567,5479,1789,5479,1789,786,749,1531,1466
55.213281,-6.212147,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,557,5473,1783,5473,1783,779,739,1525,1456
55.261645,-6.202109,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,562,5473,1786,5473,1786,779,744,1525,1461
55.256096,-6.19135,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,700,561,5467,1785,5467,1785,773,743,1519,1461
55.306371,-6.189062,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,709,566,5475,1788,5475,1788,781,749,1527,1466
55.256901,-6.185021,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,700,561,5467,1785,5467,1785,773,743,1519,1461
55.305309,-6.178086,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,709,566,5475,1787,5475,1787,781,748,1527,1466
55.281023,-6.176051,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,700,563,5467,1786,5467,1786,773,746,1519,1464
55.295293,-6.169099,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,700,565,5467,1786,5467,1786,773,747,1519,1465
55.223751,-6.131524,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,700,557,5467,1780,5467,1780,773,739,1519,1458
55.171975,-6.038202,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.15,-5.94999999999999,6.12,683,546,5450,1766,5450,1766,756,729,1502,1452
55.039628,-5.966455,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,674,534,5441,1759,5441,1759,747,717,1493,1439
55.015129,-5.952061,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,674,531,5441,1757,5441,1757,747,714,1493,1437
54.950409,-5.897597,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,662,523,5428,1750,5428,1750,734,706,1480,1430
54.900953,-5.844048,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,662,517,5428,1744,5428,1744,734,700,1480,1425
54.08719,-5.912459,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,556,431,5313,1699,5313,1699,629,613,1365,1335
54.230908,-5.759503,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,9.03,565,435,5326,1693,5326,1693,638,617,1378,1344
54.237109,-5.707011,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,10.09,565,435,5326,1693,5326,1693,638,617,1378,1344
54.226262,-5.657003,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.64999999999999,8.5,564,433,5327,1688,5327,1688,637,616,1379,1346
54.225335,-5.655522,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.64999999999999,8.39,564,433,5327,1688,5327,1688,637,616,1379,1346
54.408768,-5.615794,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.26,596,464,5363,1701,5363,1701,669,647,1415,1380
54.389061,-5.573825,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.96,596,464,5363,1701,5363,1701,669,647,1415,1380
54.379095,-5.569795,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,8,596,464,5363,1701,5363,1701,669,647,1415,1380
54.663291,-5.537348,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.44999999999999,5.82,620,485,5386,1708,5386,1708,692,668,1438,1403
54.30453,-5.526559,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.25,-5.54999999999999,6.26,574,442,5339,1688,5339,1688,647,625,1391,1358
54.328097,-5.492857,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,584,450,5351,1690,5351,1690,657,633,1403,1367
54.427087,-5.414377,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.34999999999999,4.89,596,461,5363,1690,5363,1690,669,645,1415,1382
49.922557,-6.275238,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,166,159,4857,1532,4857,1532,214,215,909,877
49.887998,-6.333459,1983,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,177,165,4845,1535,4845,1535,216,216,897,872
52.751452,-4.792223,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,414,269,5185,1559,5185,1559,486,453,1237,1207
52.75207,-4.804119,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,413,269,5184,1560,5184,1560,485,453,1235,1207
52.752489,-4.786362,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,414,269,5185,1559,5185,1559,486,453,1237,1208
52.793034,-4.542711,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,418,271,5190,1547,5190,1547,491,455,1242,1217
52.799679,-4.649918,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,416,273,5187,1553,5187,1553,488,457,1239,1215
55.310947,-6.25658,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,713,568,5479,1792,5479,1792,786,750,1531,1466
55.202101,-6.068136,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,696,553,5462,1775,5462,1775,769,736,1515,1456
54.848326,-5.717616,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-5.64999999999999,4.34,645,509,5411,1731,5411,1731,717,692,1463,1422
54.572047,-5.470163,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,609,476,5375,1704,5375,1704,681,660,1427,1394
54.408768,-5.615794,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.26,596,464,5363,1701,5363,1701,669,647,1415,1380
54.379095,-5.569795,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,8,596,464,5363,1701,5363,1701,669,647,1415,1380
54.040642,-6.142267,1983,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,558,431,5315,1709,5315,1709,631,611,1367,1328
54.043241,-6.136044,1983,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,558,431,5315,1709,5315,1709,631,611,1367,1328
52.775295,-4.531298,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,418,269,5190,1545,5190,1545,491,453,1242,1215
54.3795,-5.568167,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.94,596,464,5363,1701,5363,1701,669,647,1415,1380
52.781291,-4.746678,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,414,272,5185,1558,5185,1558,486,455,1237,1211
52.901982,-4.659134,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,437,284,5208,1560,5208,1560,510,468,1260,1226
54.40917,-5.613333,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.12,596,464,5363,1701,5363,1701,669,647,1415,1380
51.73466,-5.267921,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,171,5069,1536,5069,1536,370,348,1120,1090
51.740701,-5.27705,1983,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,172,5069,1537,5069,1537,370,349,1120,1090
