"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
56.7764,-5.942276,1998,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.94999999999999,8.21,872,731,5639,1880,5639,1880,945,915,1691,1639
56.76257,-5.919046,1998,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.94999999999999,9.91,872,731,5639,1880,5639,1880,945,915,1691,1639
50.534,-2.455363,1998,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-2.44999999999999,9.36,140,122,5033,1297,5033,1297,219,222,1086,1035
52.8705,-4.693833,1998,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.85,-4.74999999999999,4.41,425,279,5196,1562,5196,1562,497,463,1248,1219
52.869,-4.696167,1998,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.85,-4.74999999999999,4.19,425,279,5196,1562,5196,1562,497,463,1248,1219
52.82355,-4.470776,1998,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,431,274,5203,1544,5203,1544,504,458,1255,1221
40.835278,24.333611,1998,8,"Greece","HUMAN_OBSERVATION",NA,NA,NA,5013,2442,1655,1060,1655,1060,4882,2388,4027,2750
40.835278,24.333611,1998,8,"Greece","HUMAN_OBSERVATION",NA,NA,NA,5013,2442,1655,1060,1655,1060,4882,2388,4027,2750
40.835278,24.333611,1998,8,"Greece","HUMAN_OBSERVATION",NA,NA,NA,5013,2442,1655,1060,1655,1060,4882,2388,4027,2750
40.835278,24.333611,1998,8,"Greece","HUMAN_OBSERVATION",NA,NA,NA,5013,2442,1655,1060,1655,1060,4882,2388,4027,2750
58.889177,-3.126879,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1201,951,5967,1920,5967,1920,1273,1133,2019,1894
58.842245,-3.047381,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1206,946,5973,1913,5973,1913,1279,1128,2025,1891
58.8235,-3.032961,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1206,944,5973,1911,5973,1911,1279,1126,2025,1889
58.916965,-3.132994,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.85,-3.14999999999999,7.52,1201,946,5967,1918,5967,1918,1273,1129,2019,1890
58.879953,-3.154334,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1201,950,5967,1921,5967,1921,1273,1132,2019,1893
58.929106,-2.964894,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.85,-2.94999999999999,8.85,1212,947,5979,1910,5979,1910,1285,1130,2031,1893
58.929106,-2.964894,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.85,-2.94999999999999,8.85,1212,947,5979,1910,5979,1910,1285,1130,2031,1893
58.8235,-3.032961,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1206,944,5973,1911,5973,1911,1279,1126,2025,1889
58.929106,-2.964894,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.85,-2.94999999999999,8.85,1212,947,5979,1910,5979,1910,1285,1130,2031,1893
58.840564,-2.913917,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,947,5979,1908,5979,1908,1285,1129,2031,1892
58.861017,-2.942194,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,949,5979,1911,5979,1911,1285,1131,2031,1894
58.861017,-2.942194,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,949,5979,1911,5979,1911,1285,1131,2031,1894
58.853471,-2.990521,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,948,5979,1912,5979,1912,1285,1130,2031,1893
58.853471,-2.990521,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,948,5979,1912,5979,1912,1285,1130,2031,1893
58.853471,-2.990521,1997,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1212,948,5979,1912,5979,1912,1285,1130,2031,1893
57.799065,-8.563049,1997,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1014,876,5709,2069,5709,2069,1087,1056,1766,1732
59.195953,-2.659059,1997,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",59.25,-2.64999999999999,6.04,1246,993,6013,1934,6013,1934,1319,1175,2065,1940
57.838104,-8.609025,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1027,881,5719,2074,5719,2074,1099,1061,1776,1736
57.842023,-8.602989,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1027,881,5719,2074,5719,2074,1099,1061,1776,1737
57.792047,-8.524661,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1014,874,5709,2067,5709,2067,1087,1054,1766,1731
57.792144,-8.592151,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1014,875,5709,2070,5709,2070,1087,1055,1766,1731
57.808573,-8.605286,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1027,877,5719,2071,5719,2071,1099,1057,1776,1733
57.826095,-8.562918,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1024,878,5720,2071,5720,2071,1097,1058,1777,1735
57.815821,-8.552603,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1024,877,5720,2069,5720,2069,1097,1057,1777,1734
57.842023,-8.602989,1997,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1027,881,5719,2074,5719,2074,1099,1061,1776,1737
39.954722,23.686111,1997,7,"Greece","HUMAN_OBSERVATION",39.95,23.75,5.48,4919,2460,1561,1065,1561,1065,4789,2398,3933,2728
49.37368,-1.80518,1997,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,203,202,5003,1207,5003,1207,176,174,1056,961
50.305823,-3.968042,1996,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.94999999999999,6.35,18,20,4955,1386,4955,1386,167,170,1008,966
50.217554,-4.805521,1996,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.74999999999999,5.35,47,44,4928,1439,4928,1439,177,180,981,944
50.209727,-4.868139,1996,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-4.84999999999999,6.77,58,55,4915,1442,4915,1442,170,172,968,931
57.02751,-7.326412,1996,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,913,770,5662,1958,5662,1958,986,952,1719,1649
56.827436,-7.61964,1996,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,754,5634,1959,5634,1959,973,935,1691,1626
55.184124,-7.894793,1996,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,592,5495,1872,5495,1872,908,768,1552,1442
51.885004,-10.387982,1995,5,"Ireland","HUMAN_OBSERVATION",51.85,-10.45,5.78,532,471,5036,1875,5036,1875,583,578,1093,1077
51.885004,-10.387982,1995,5,"Ireland","HUMAN_OBSERVATION",51.85,-10.45,5.78,532,471,5036,1875,5036,1875,583,578,1093,1077
51.885029,-10.387746,1995,5,"Ireland","HUMAN_OBSERVATION",51.85,-10.45,5.79,532,471,5036,1875,5036,1875,583,578,1093,1077
58.990761,-2.883091,1995,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",59.05,-2.84999999999999,6.86,1235,970,6002,1924,6002,1924,1308,1152,2054,1916
55.229007,-7.988152,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
55.229007,-7.988152,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
55.254619,-8.260789,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,850,610,5468,1896,5468,1896,923,785,1525,1449
55.254619,-8.260789,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,850,610,5468,1896,5468,1896,923,785,1525,1449
55.226008,-7.9814,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
55.226008,-7.9814,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
55.254851,-8.261015,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,850,610,5468,1896,5468,1896,923,785,1525,1449
55.22908,-7.987396,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
55.226385,-7.981111,1995,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,831,599,5485,1879,5485,1879,904,775,1542,1447
58.889075,-3.236188,1995,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.85,-3.14999999999999,6.6,1201,946,5967,1918,5967,1918,1273,1129,2019,1890
51.777711,-9.830204,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.81,494,434,5019,1839,5019,1839,544,544,1076,1062
51.777711,-9.830204,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.81,494,434,5019,1839,5019,1839,544,544,1076,1062
51.801083,-9.860585,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.38,494,434,5019,1839,5019,1839,544,544,1076,1062
51.801083,-9.860585,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.38,494,434,5019,1839,5019,1839,544,544,1076,1062
51.71655,-10.010492,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,500,437,5020,1842,5020,1842,551,545,1077,1059
51.71655,-10.010492,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,500,437,5020,1842,5020,1842,551,545,1077,1059
51.725549,-10.265333,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,454,5023,1859,5023,1859,565,560,1080,1062
51.725549,-10.265333,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,454,5023,1859,5023,1859,565,560,1080,1062
51.727753,-10.243096,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,453,5023,1857,5023,1857,565,559,1080,1062
51.727753,-10.243096,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,453,5023,1857,5023,1857,565,559,1080,1062
51.725654,-10.264988,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,454,5023,1859,5023,1859,565,560,1080,1062
51.727867,-10.243385,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,514,453,5023,1857,5023,1857,565,559,1080,1062
51.801077,-9.859916,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.42,494,434,5019,1839,5019,1839,544,544,1076,1062
51.778177,-9.829994,1995,8,"Ireland","HUMAN_OBSERVATION",51.75,-9.94999999999999,8.84,494,434,5019,1839,5019,1839,544,544,1076,1062
51.716813,-10.009849,1995,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,500,437,5020,1841,5020,1841,551,545,1077,1059
54.431162,-8.679906,1994,5,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,899,547,5407,1874,5407,1874,950,714,1464,1357
54.431162,-8.679906,1994,5,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,899,547,5407,1874,5407,1874,950,714,1464,1357
54.431299,-8.679505,1994,5,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,899,547,5407,1874,5407,1874,950,714,1464,1357
56.675244,-6.049271,1994,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,849,713,5616,1872,5616,1872,922,897,1668,1619
50.02854,-5.288836,1994,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.34999999999999,4.98,105,92,4889,1473,4889,1473,178,179,941,909
50.060168,-5.053439,1994,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,76,73,4898,1453,4898,1453,166,169,951,917
50.77433,-0.469333,1994,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,293,265,5157,1190,5157,1190,339,340,1210,1143
54.156142,-10.057818,1994,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,787,583,5296,1941,5296,1941,838,738,1353,1330
54.156142,-10.057818,1994,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,787,583,5296,1941,5296,1941,838,738,1353,1330
54.13863,-10.059464,1994,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,787,582,5296,1941,5296,1941,838,737,1353,1328
54.13863,-10.059464,1994,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,787,582,5296,1941,5296,1941,838,737,1353,1328
54.156015,-10.057282,1994,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,787,583,5296,1941,5296,1941,838,738,1353,1330
53.458052,-10.076909,1994,9,"Ireland","HUMAN_OBSERVATION",53.45,-10.15,4.93,707,536,5216,1916,5216,1916,758,681,1273,1252
53.458052,-10.076909,1994,9,"Ireland","HUMAN_OBSERVATION",53.45,-10.15,4.93,707,536,5216,1916,5216,1916,758,681,1273,1252
51.785871,-5.171558,1994,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,-5.24999999999999,6.72,297,172,5069,1536,5069,1536,370,350,1120,1092
54.602679,-8.275401,1994,NA,"Ireland","HUMAN_OBSERVATION",54.55,-8.24999999999999,6.09,929,542,5437,1856,5437,1856,980,713,1494,1371
50.458638,-3.489728,1993,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,78,48,4993,1365,4993,1365,195,197,1045,1001
51.622248,-9.918628,1993,6,"Ireland","HUMAN_OBSERVATION",51.65,-9.84999999999999,5.66,483,424,5007,1829,5007,1829,534,532,1064,1051
51.622248,-9.918628,1993,6,"Ireland","HUMAN_OBSERVATION",51.65,-9.84999999999999,5.66,483,424,5007,1829,5007,1829,534,532,1064,1051
51.712423,-9.547622,1993,6,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,474,407,5017,1811,5017,1811,525,519,1072,1056
51.712423,-9.547622,1993,6,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,474,407,5017,1811,5017,1811,525,519,1072,1056
51.623074,-9.917613,1993,6,"Ireland","HUMAN_OBSERVATION",51.65,-9.84999999999999,5.55,483,424,5007,1829,5007,1829,534,532,1064,1051
51.713037,-9.546659,1993,6,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,474,407,5017,1811,5017,1811,525,519,1072,1056
55.153871,-7.693406,1993,7,"Ireland","HUMAN_OBSERVATION",55.15,-7.54999999999999,9.13,818,579,5530,1851,5530,1851,891,757,1587,1440
55.153871,-7.693406,1993,7,"Ireland","HUMAN_OBSERVATION",55.15,-7.54999999999999,9.13,818,579,5530,1851,5530,1851,891,757,1587,1440
55.153245,-7.694097,1993,7,"Ireland","HUMAN_OBSERVATION",55.15,-7.54999999999999,9.17,818,579,5530,1851,5530,1851,891,757,1587,1440
60.436895,-1.334147,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.45,-1.24999999999999,4.85,1381,1137,6147,1997,6147,1997,1454,1317,2200,2091
60.409998,-1.341957,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.35,-1.34999999999999,6.69,1371,1125,6137,1991,6137,1991,1444,1306,2189,2078
60.470058,-1.322556,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.45,-1.24999999999999,4.57,1381,1137,6147,1997,6147,1997,1454,1317,2200,2091
51.504293,-9.298628,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.92,433,378,4985,1782,4985,1782,484,485,1038,1026
51.504293,-9.298628,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.92,433,378,4985,1782,4985,1782,484,485,1038,1026
51.504569,-9.299972,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.99,433,378,4985,1782,4985,1782,484,485,1038,1026
51.504569,-9.299972,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.99,433,378,4985,1782,4985,1782,484,485,1038,1026
51.505711,-9.299098,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,7.07,433,378,4985,1782,4985,1782,484,485,1038,1026
51.504828,-9.297632,1993,11,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.94,433,378,4985,1782,4985,1782,484,485,1038,1026
55.256681,-7.756208,1993,NA,"Ireland","HUMAN_OBSERVATION",55.25,-7.84999999999999,6,824,598,5491,1873,5491,1873,897,774,1548,1450
55.148307,-7.694919,1993,NA,"Ireland","HUMAN_OBSERVATION",55.15,-7.54999999999999,9.22,818,579,5530,1851,5530,1851,891,757,1587,1440
55.72039,-1.859093,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1034,615,5896,1608,5896,1608,1070,792,1949,1582
50.295046,-4.019548,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,13,13,4952,1393,4952,1393,168,175,1005,968
55.848043,-2.059865,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1051,626,5913,1627,5913,1627,1087,804,1966,1590
55.72039,-1.859093,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1034,615,5896,1608,5896,1608,1070,792,1949,1582
55.822893,-2.040674,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1051,623,5913,1624,5913,1624,1087,801,1966,1588
55.72039,-1.859093,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1034,615,5896,1608,5896,1608,1070,792,1949,1582
55.848043,-2.059865,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1051,626,5913,1627,5913,1627,1087,804,1966,1590
55.804031,-2.016725,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1051,622,5913,1621,5913,1621,1087,800,1966,1587
56.007725,-2.5348,1992,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1091,637,5953,1660,5953,1660,1126,817,2006,1597
50.458438,-3.505219,1992,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,4.02,78,51,4993,1362,4993,1362,195,196,1045,1001
56.045124,-2.607554,1992,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-2.54999999999999,3.62,1091,641,5953,1664,5953,1664,1126,822,2006,1601
51.020514,-4.501515,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,238,77,5014,1455,5014,1455,311,259,1067,1030
57.879179,-5.309677,1991,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.95,-5.34999999999999,8.24,1013,848,5780,1934,5780,1934,1086,1032,1832,1765
58.401953,-5.070952,1991,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.45,-5.14999999999999,7.06,1065,902,5831,1964,5831,1964,1137,1086,1883,1822
58.450873,-5.054644,1991,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.45,-5.14999999999999,5.55,1065,902,5831,1964,5831,1964,1137,1086,1883,1822
54.060997,-4.815201,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1348
54.055288,-4.828567,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
54.054136,-4.800984,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1635,5325,1635,630,597,1377,1347
54.062144,-4.80458,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,414,5325,1636,5325,1636,630,597,1377,1348
54.046312,-4.827957,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1636,5325,1636,630,596,1377,1346
54.043941,-4.814047,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1636,5325,1636,630,596,1377,1346
54.053385,-4.833022,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
54.0508,-4.828262,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1637,5325,1637,630,596,1377,1346
54.049541,-4.805258,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1635,5325,1635,630,596,1377,1347
54.062971,-4.807692,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,414,5325,1636,5325,1636,630,598,1377,1348
54.052559,-4.82991,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
54.047317,-4.823442,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1636,5325,1636,630,596,1377,1346
54.058987,-4.824234,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
54.060206,-4.810562,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1636,5325,1636,630,597,1377,1348
54.055216,-4.831619,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
54.04771,-4.806663,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,412,5325,1635,5325,1635,630,596,1377,1347
54.060206,-4.810562,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1636,5325,1636,630,597,1377,1348
54.054319,-4.831558,1991,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,557,413,5325,1637,5325,1637,630,597,1377,1347
57.281917,-5.740541,1991,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,7.6,933,784,5700,1906,5700,1906,1006,968,1752,1696
57.595739,-7.099412,1990,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,958,827,5721,1986,5721,1986,1030,1010,1776,1713
57.595739,-7.099412,1990,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,958,827,5721,1986,5721,1986,1030,1010,1776,1713
57.796366,-5.610168,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-5.64999999999999,6.42,991,839,5758,1939,5758,1939,1064,1022,1810,1751
57.793115,-5.598058,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-5.64999999999999,7.04,991,839,5758,1939,5758,1939,1064,1022,1810,1751
57.840321,-5.644912,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,991,837,5758,1938,5758,1938,1064,1021,1810,1750
57.840321,-5.644912,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,991,837,5758,1938,5758,1938,1064,1021,1810,1750
57.914757,-6.880931,1990,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.95,-6.94999999999999,5.66,1000,863,5764,2004,5764,2004,1072,1046,1818,1753
57.930165,-6.877954,1990,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.95,-6.94999999999999,4.8,1000,863,5764,2004,5764,2004,1072,1046,1818,1753
58.144881,-6.391927,1990,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1020,878,5787,1994,5787,1994,1093,1061,1839,1778
57.016356,-5.781379,1990,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.05,-5.84999999999999,5.6,895,752,5662,1889,5662,1889,968,936,1714,1662
39.19,-0.22,1989,3,"Spain","HUMAN_OBSERVATION",39.25,-0.24999999999999,7.16,2632,1273,2511,1193,2511,1193,2502,1093,1646,792
56.853708,-5.748524,1989,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,885,730,5651,1871,5651,1871,957,913,1703,1641
56.888067,-5.742112,1989,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,885,733,5651,1873,5651,1873,957,917,1703,1645
56.664324,-5.292125,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-5.34999999999999,3.88,848,704,5615,1837,5615,1837,921,888,1667,1623
56.591215,-5.403074,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,698,5603,1836,5603,1836,909,882,1655,1616
56.704764,-5.768008,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.74999999999999,16.2,885,729,5651,1870,5651,1870,957,913,1703,1641
56.515643,-5.627218,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.54999999999999,6.09,836,694,5602,1840,5602,1840,908,878,1654,1609
56.591215,-5.403074,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,698,5603,1836,5603,1836,909,882,1655,1616
56.66953,-5.890235,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,13.8,843,698,5609,1859,5609,1859,915,882,1661,1606
56.661038,-5.845274,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,13.93,843,698,5609,1859,5609,1859,915,882,1661,1606
56.67726,-5.873064,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,14.93,843,698,5609,1859,5609,1859,915,882,1661,1606
56.674576,-5.929957,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,7.84,849,710,5616,1870,5616,1870,922,894,1668,1616
56.515643,-5.627218,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.54999999999999,6.09,836,694,5602,1840,5602,1840,908,878,1654,1609
