"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Galway_seaway","Galway_geodesic","Getxo_seaway","Getxo_geodesic","Plymouth_seaway","Plymouth_geodesic","Roscoff_seaway","Roscoff_geodesic"
50.153421,-5.06498,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,625,473,781,774,72,69,176,178
51.10125,1.261453,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,5.76,144,137,1099,791,1125,916,425,389,460,456
54.493664,-5.648168,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.27,1163,690,527,306,1278,1261,609,476,682,659
50.368609,-4.130952,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,503,807,786,0,2,180,184
50.149976,-5.059159,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,625,473,781,773,72,69,176,178
51.71986,-4.884448,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.11,845,549,576,384,960,933,292,149,364,331
55.23918,-6.434882,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1273,771,416,309,1388,1346,719,563,792,745
53.21306,-4.19313,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
50.358004,-4.120635,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,504,807,785,0,3,180,183
53.21223,-4.195634,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.58,1085,534,697,380,1200,1105,531,321,604,504
54.381997,-5.596172,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,8.14,1150,679,540,307,1265,1249,596,464,669,647
51.719522,-4.884539,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.09,845,549,576,384,960,933,292,149,364,331
51.719522,-4.884539,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.09,845,549,576,384,960,933,292,149,364,331
54.517837,-5.646661,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,304,1278,1258,609,473,682,656
53.21921,-4.179174,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.26,1085,534,697,380,1200,1105,531,321,604,504
50.151735,-5.060672,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,625,473,781,773,72,69,176,178
50.177176,-5.051092,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,593,625,471,781,776,72,67,176,180
51.71986,-4.884448,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.11,845,549,576,384,960,933,292,149,364,331
51.71986,-4.884448,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.11,845,549,576,384,960,933,292,149,364,331
50.364141,-4.129345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,503,807,786,0,2,180,184
50.362855,-4.150379,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,525,689,502,807,786,0,1,180,183
53.20405,-4.212363,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,11.97,1085,534,697,380,1200,1105,531,321,604,504
51.719522,-4.884539,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.09,845,549,576,384,960,933,292,149,364,331
50.68823,-1.954978,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,8.54,386,359,864,615,917,818,190,167,262,264
51.99409,1.274345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,155,148,1208,759,1234,1014,534,420,569,521
54.483169,-5.645503,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,7.45,1163,690,527,306,1278,1261,609,476,682,659
50.36344,-4.167279,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,527,689,501,807,786,0,1,180,184
50.163716,-5.083844,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,595,625,471,781,775,72,70,176,180
50.344023,-4.628831,2013,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.64999999999999,10.57,601,563,650,485,790,778,39,38,175,177
50.344023,-4.628831,2013,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.64999999999999,10.57,601,563,650,485,790,778,39,38,175,177
50.33414,-4.628285,2013,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.64999999999999,9.49,601,563,650,485,790,778,39,38,175,177
50.096457,-5.126369,2013,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.52,629,597,614,482,770,762,76,73,166,168
50.58776,-2.482025,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,6.38,440,410,811,579,875,802,137,116,226,228
50.57162,-2.451118,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.4,440,410,811,579,875,802,137,116,226,228
50.57234,-2.452025,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,7.36,440,410,811,579,875,802,137,116,226,228
51.10971,1.29767,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,7.44,144,137,1099,791,1125,916,425,389,460,456
50.817773,-1.247383,2013,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,8.06,351,320,910,635,958,845,236,206,302,303
50.05451,-5.061481,2012,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,629,597,614,481,770,763,76,73,166,169
54.65342,-5.81565,2012,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,518,302,1295,1275,626,490,699,673
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,503,807,785,0,2,180,183
50.160442,-5.088535,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,596,625,471,781,775,72,70,176,180
50.160442,-5.088535,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,596,625,471,781,775,72,70,176,180
50.370843,-4.131755,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,502,807,786,0,2,180,184
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,503,807,785,0,2,180,183
50.370843,-4.131755,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,689,502,807,786,0,2,180,184
50.152203,-5.060002,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,594,625,473,781,773,72,69,176,178
50.362113,-4.117303,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,523,689,504,807,785,0,3,180,183
54.69626,-5.847642,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,709,518,302,1295,1280,626,495,699,678
54.69626,-5.847642,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,709,518,302,1295,1280,626,495,699,678
54.537024,-5.615899,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,687,527,307,1278,1260,609,474,682,657
54.537024,-5.615899,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,687,527,307,1278,1260,609,474,682,657
50.3987,-3.499808,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,504,480,739,535,823,786,67,47,184,190
50.3987,-3.499808,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,504,480,739,535,823,786,67,47,184,190
48.61547,-2.15053,2012,3,"France","HUMAN_OBSERVATION",NA,NA,NA,539,487,869,742,817,590,240,243,151,134
50.461263,-3.529965,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,500,475,750,534,833,791,78,51,195,196
50.362113,-4.117303,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,523,689,504,807,785,0,3,180,183
54.7181,-5.796141,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.34,1180,706,518,300,1295,1275,626,490,699,673
54.45256,-5.628119,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,5.06,1150,679,540,307,1265,1249,596,464,669,647
50.461263,-3.529965,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,500,475,750,534,833,791,78,51,195,196
52.89926,-4.282457,2012,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,991,537,653,368,1105,1067,437,282,510,466
53.919353,-3.014016,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1161,506,689,452,1276,1177,607,403,680,583
54.55557,-5.622785,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,308,1278,1262,609,477,682,660
54.28126,-0.381069,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,403,404,1350,628,1543,1232,843,506,879,667
50.62871,-1.935394,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.48,386,359,864,615,917,818,190,167,262,264
51.39308,1.40587,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,118,122,1139,787,1165,955,465,408,501,486
54.55557,-5.622785,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,308,1278,1262,609,477,682,660
54.919562,-1.369683,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,505,499,1263,579,1646,1293,945,540,981,713
50.15257,-5.046024,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,593,625,474,781,773,72,68,176,178
54.66426,-5.6688,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.62,1191,700,501,316,1305,1283,637,498,709,681
50.800698,-1.114481,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,6.17,333,309,925,652,962,836,251,217,306,304
50.79103,-1.029539,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,326,299,927,658,965,842,253,226,309,313
50.352823,-3.568647,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,8.43,504,478,739,541,823,780,67,50,184,185
53.197334,-4.209174,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.190721,-4.209897,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
54.49573,-5.638792,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.08,1163,690,527,306,1278,1261,609,476,682,659
53.213411,-4.193511,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.190721,-4.209897,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.214082,-4.190744,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.19,1085,534,697,380,1200,1105,531,321,604,504
53.197334,-4.209174,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
54.5209,-5.575788,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.79,1163,690,527,306,1278,1261,609,476,682,659
53.213411,-4.193511,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.212672,-4.19554,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.213788,-4.192077,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.212672,-4.19554,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.194217,-4.209013,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.28,1085,534,697,380,1200,1105,531,321,604,504
53.212672,-4.19554,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
54.81495,-5.741797,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-5.64999999999999,7.06,1198,706,491,322,1313,1294,645,509,717,692
54.49573,-5.638792,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.08,1163,690,527,306,1278,1261,609,476,682,659
53.213012,-4.194674,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.190721,-4.209897,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.197334,-4.209174,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.214082,-4.190744,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.19,1085,534,697,380,1200,1105,531,321,604,504
53.190721,-4.209897,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.212672,-4.19554,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
54.81495,-5.741797,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-5.64999999999999,7.06,1198,706,491,322,1313,1294,645,509,717,692
53.19221,-4.209614,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
54.5209,-5.575788,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.79,1163,690,527,306,1278,1261,609,476,682,659
53.190721,-4.209897,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
54.81844,-5.773474,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.85,-5.64999999999999,8.66,1198,706,491,322,1313,1294,645,509,717,692
54.5209,-5.575788,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.79,1163,690,527,306,1278,1261,609,476,682,659
53.197757,-4.2096,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.197334,-4.209174,2012,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
50.71126,-1.475829,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,364,332,896,634,945,828,222,194,289,285
50.003219,-5.164278,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",49.95,-5.14999999999999,6.01,640,607,603,486,760,753,87,85,159,162
55.20667,-6.23719,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1260,758,429,316,1375,1340,706,556,779,739
54.43472,-5.544942,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,678,540,307,1265,1248,596,462,669,645
54.43472,-5.544942,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,678,540,307,1265,1248,596,462,669,645
50.09629,-5.11587,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.98,629,597,614,482,770,762,76,73,166,168
51.70203,-5.013023,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.33,842,570,555,366,957,937,288,156,361,335
58.959408,-3.299559,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,942,941,820,751,1867,1738,1199,958,1272,1141
55.29185,-6.192175,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1254,761,435,325,1369,1349,700,565,773,747
50.71126,-1.475829,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,364,332,896,634,945,828,222,194,289,285
58.836525,-3.189271,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,930,926,822,744,1869,1724,1201,945,1273,1127
50.66533,-1.577988,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,365,340,886,631,932,822,212,186,276,277
50.66533,-1.577988,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,365,340,886,631,932,822,212,186,276,277
58.438673,-3.083323,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,890,884,845,712,1892,1680,1224,901,1296,1083
50.3987,-3.499808,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,504,480,739,535,823,786,67,47,184,190
58.963932,-3.296251,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,942,941,820,752,1867,1738,1199,959,1272,1141
50.461263,-3.529965,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,500,475,750,534,833,791,78,51,195,196
58.999976,-2.97558,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",59.05,-2.94999999999999,5.76,944,940,851,771,1898,1748,1229,970,1302,1152
52.47141,1.753458,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,158,157,1264,779,1291,1076,590,473,626,581
54.05151,-6.190184,2012,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,1112,699,626,252,1226,1214,558,433,631,613
50.160442,-5.088535,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,596,625,471,781,775,72,70,176,180
55.20751,-6.655231,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1286,781,404,297,1400,1346,732,564,805,745
58.83213,-2.962197,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,924,919,834,751,1881,1724,1212,945,1285,1128
54.5174,-5.552108,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.5,1150,679,540,307,1265,1249,596,464,669,647
54.9693,-5.949158,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.05,-5.94999999999999,8.98,1228,734,463,319,1343,1320,674,535,747,718
51.39361,1.408585,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,118,121,1139,787,1165,955,465,408,501,486
54.10019,-6.254029,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.05,-6.14999999999999,8.8,1112,696,626,254,1226,1213,558,432,631,612
54.48159,-5.644966,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,7.62,1163,690,527,306,1278,1261,609,476,682,659
54.495217,-5.652997,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.1,1163,690,527,306,1278,1261,609,476,682,659
54.49357,-5.647793,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.28,1163,690,527,306,1278,1261,609,476,682,659
54.49089,-5.647631,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.58,1163,690,527,306,1278,1261,609,476,682,659
54.51774,-5.64562,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,304,1278,1258,609,473,682,656
50.390205,-3.496023,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,504,480,739,536,823,785,67,47,184,189
54.48906,-5.644795,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.79,1163,690,527,306,1278,1261,609,476,682,659
54.38005,-5.545786,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.79,1150,679,540,307,1265,1249,596,464,669,647
50.73967,-1.378495,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.17,364,329,896,634,945,832,222,196,289,290
54.49056,-5.646953,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.62,1163,690,527,306,1278,1261,609,476,682,659
54.495217,-5.652997,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.1,1163,690,527,306,1278,1261,609,476,682,659
54.41439,-5.640966,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.1,1150,679,540,307,1265,1249,596,464,669,647
54.48156,-5.644792,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,7.63,1163,690,527,306,1278,1261,609,476,682,659
54.49606,-5.643287,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.02,1163,690,527,306,1278,1261,609,476,682,659
54.26154,-5.603793,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.25,-5.54999999999999,3.73,1128,669,565,299,1243,1227,574,442,647,625
54.66492,-5.671296,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.57,1191,700,501,316,1305,1283,637,498,709,681
54.640504,-5.527827,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.44999999999999,5.12,1173,684,516,322,1288,1270,620,485,692,668
54.36772,-5.676957,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,12.31,1150,679,540,307,1265,1249,596,464,669,647
50.09657,-5.12229,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.32,629,597,614,482,770,762,76,73,166,168
54.39238,-5.644625,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,8.87,1150,679,540,307,1265,1249,596,464,669,647
