"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Galway_seaway","Galway_geodesic","Getxo_seaway","Getxo_geodesic","Plymouth_seaway","Plymouth_geodesic","Roscoff_seaway","Roscoff_geodesic"
54.45339,-5.626125,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,4.94,1150,679,540,307,1265,1249,596,464,669,647
54.44614,-5.634264,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,5.47,1150,679,540,307,1265,1249,596,464,669,647
54.48673,-5.541614,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,680,540,309,1265,1253,596,468,669,651
54.5194,-5.553951,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.73,1150,679,540,307,1265,1249,596,464,669,647
54.7181,-5.796141,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.34,1180,706,518,300,1295,1275,626,490,699,673
54.37839,-5.598288,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,8.56,1150,679,540,307,1265,1249,596,464,669,647
50.119397,-5.474161,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.44999999999999,7.92,666,624,577,464,775,769,112,99,182,183
54.718056,-5.797222,2015,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.3,1180,706,518,300,1295,1275,626,490,699,673
54.45865,-5.554083,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,680,540,307,1265,1250,596,465,669,648
54.38902,-5.571295,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.93,1150,679,540,307,1265,1249,596,464,669,647
54.54157,-5.60312,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,687,527,308,1278,1260,609,475,682,658
54.56157,-5.637293,2015,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,690,527,307,1278,1263,609,477,682,660
50.316443,-4.083737,2015,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,6.01,569,526,689,503,807,784,0,2,180,182
50.316441,-4.083877,2015,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,6,569,526,689,503,807,784,0,2,180,182
54.39355,-5.577453,2015,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.53,1150,679,540,307,1265,1249,596,464,669,647
54.393611,-5.578611,2015,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.54,1150,679,540,307,1265,1249,596,464,669,647
54.109444,-5.892222,2015,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1120,683,589,272,1234,1216,566,433,639,615
51.3891,1.371669,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.35000000000001,6.94,129,126,1151,782,1177,960,477,405,513,487
51.38968,1.371683,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.35000000000001,6.88,129,126,1151,782,1177,960,477,405,513,487
51.654396,-5.058974,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,571,555,365,957,937,288,157,361,336
52.08957,1.544534,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,138,138,1218,774,1244,1031,544,442,580,542
51.99534,1.269991,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,155,149,1208,758,1234,1014,534,420,569,521
56.27996,-2.58372,2015,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,666,666,1125,571,1806,1440,1106,666,1141,847
53.31691,-4.634855,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1035,574,658,341,1150,1116,481,330,554,514
51.08363,1.278331,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,144,134,1099,791,1125,920,425,392,460,459
55.516038,-1.615392,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.55,-1.54999999999999,5.59,565,562,1195,590,1705,1362,1005,603,1040,778
55.239776,-1.538407,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,539,534,1228,579,1679,1328,979,570,1015,745
54.408961,-0.493994,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,424,419,1327,622,1565,1245,864,514,900,677
55.666852,-1.802851,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.65,-1.74999999999999,3.81,582,578,1182,583,1722,1372,1022,610,1057,786
54.408961,-0.493994,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,424,419,1327,622,1565,1245,864,514,900,677
56.060265,-2.716189,2015,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.15,-2.74999999999999,10.21,667,660,1140,554,1808,1425,1107,650,1143,831
51.63,3.69,2015,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1289,930,1315,1050,615,568,651,635
56.081645,-3.159986,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,697,671,1165,529,1837,1417,1136,639,1172,821
54.48989,-5.646461,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.7,1163,690,527,306,1278,1261,609,476,682,659
54.49573,-5.638792,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.08,1163,690,527,306,1278,1261,609,476,682,659
51.07137,1.170241,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,151,142,1094,785,1120,916,420,384,456,452
51.07184,1.169994,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,151,142,1094,785,1120,916,420,384,456,452
54.50657,-5.615631,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,685,527,306,1278,1256,609,471,682,654
53.221196,-4.163614,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.22,1085,534,697,380,1200,1105,531,321,604,504
55.666825,-1.786954,2015,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,582,581,1182,582,1722,1374,1022,611,1057,787
51.63,3.69,2015,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1289,930,1315,1050,615,568,651,635
55.3549,-4.79108,2015,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.35,-4.84999999999999,3.77,1256,694,522,395,1370,1342,702,556,775,740
54.48873,-5.637629,2015,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.87,1163,690,527,306,1278,1261,609,476,682,659
49.59264,-1.25575,2015,10,"France","HUMAN_OBSERVATION",NA,NA,NA,380,369,906,717,915,708,247,225,250,220
54.40606,-5.575783,2015,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,678,540,303,1265,1245,596,460,669,643
54.49006,-5.641795,2015,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.69,1163,690,527,306,1278,1261,609,476,682,659
51.63,3.69,2015,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,49,1289,930,1315,1050,615,568,651,635
52.47163,1.753152,2014,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,158,158,1264,779,1291,1076,590,473,626,581
51.08609,1.204407,2014,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,144,139,1099,786,1125,918,425,387,460,455
53.150439,-9.006437,2014,3,"Ireland","HUMAN_OBSERVATION",53.15,-8.94999999999999,3.77,1277,849,66,55,1292,1176,723,453,774,605
54.7181,-5.796141,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.34,1180,706,518,300,1295,1275,626,490,699,673
54.7181,-5.7972,2014,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.31,1180,706,518,300,1295,1275,626,490,699,673
54.55474,-5.617961,2014,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,308,1278,1262,609,476,682,659
54.5547,-5.6189,2014,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,527,308,1278,1262,609,476,682,659
55.29185,-6.192175,2014,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1254,761,435,325,1369,1349,700,565,773,747
54.526671,-5.468831,2014,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1162,678,527,315,1277,1257,609,471,681,655
54.5267,-5.4689,2014,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1162,678,527,315,1277,1257,609,471,681,655
51.706303,-5.05162,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.27,842,570,555,366,957,937,288,156,361,335
51.706303,-5.05162,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.27,842,570,555,366,957,937,288,156,361,335
50.59277,-2.491698,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.54999999999999,6.3,440,410,811,579,875,802,137,116,226,228
51.700364,-5.053464,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,5.61,842,570,555,366,957,937,288,156,361,335
53.32017,-4.642309,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1035,574,658,341,1150,1116,481,330,554,514
54.2457,-5.712463,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,10.93,1119,676,582,282,1234,1219,565,435,638,617
52.88626,-4.406251,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,985,545,640,360,1100,1067,431,281,504,465
53.18564,-4.20896,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.79,1085,534,697,380,1200,1105,531,321,604,504
51.696989,-5.029283,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,569,555,364,957,942,288,160,361,340
51.696989,-5.029283,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,569,555,364,957,942,288,160,361,340
51.181847,-3.326928,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.25,-3.34999999999999,7.76,884,453,674,490,995,880,330,113,403,285
50.56976,-2.444022,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,7,418,397,825,591,884,803,151,130,232,235
54.2457,-5.712463,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,10.93,1119,676,582,282,1234,1219,565,435,638,617
51.700367,-5.053497,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,5.61,842,570,555,366,957,937,288,156,361,335
53.14293,-4.275335,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,11.49,1008,546,654,362,1123,1084,455,299,527,483
54.23253,-5.668629,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.64999999999999,9.27,1118,670,578,289,1233,1218,564,433,637,616
54.2325,-5.6697,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.64999999999999,9.27,1118,670,578,289,1233,1218,564,433,637,616
54.2475,-5.7145,2014,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,11.1,1119,676,582,282,1234,1219,565,435,638,617
53.213411,-4.193511,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.19073,-4.209897,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.175392,-4.248809,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.51,1008,546,654,362,1123,1084,455,299,527,483
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.212672,-4.19554,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
50.68873,-1.915873,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.34,386,359,864,615,917,818,190,167,262,264
51.69718,-4.954265,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.44,842,570,555,366,957,937,288,156,361,335
53.175392,-4.248809,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.51,1008,546,654,362,1123,1084,455,299,527,483
53.212672,-4.19554,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.212672,-4.19554,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.19073,-4.209897,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
51.71105,-5.036906,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.86,842,570,555,366,957,937,288,156,361,335
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.176172,-4.247473,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.63,1008,546,654,362,1123,1084,455,299,527,483
53.212672,-4.19554,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.214082,-4.190744,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.19,1085,534,697,380,1200,1105,531,321,604,504
53.19073,-4.209897,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.53,1085,534,697,380,1200,1105,531,321,604,504
53.213411,-4.193511,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.212672,-4.19554,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.55,1085,534,697,380,1200,1105,531,321,604,504
53.214082,-4.190744,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.19,1085,534,697,380,1200,1105,531,321,604,504
53.180384,-4.232413,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,16.5,1008,546,654,362,1123,1084,455,299,527,483
53.213411,-4.193511,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.39,1085,534,697,380,1200,1105,531,321,604,504
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
51.71014,-4.940949,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.07,842,570,555,366,957,937,288,156,361,335
53.176172,-4.247473,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.63,1008,546,654,362,1123,1084,455,299,527,483
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.19221,-4.209614,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.43,1085,534,697,380,1200,1105,531,321,604,504
53.213012,-4.194674,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.48,1085,534,697,380,1200,1105,531,321,604,504
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.214082,-4.190744,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.19,1085,534,697,380,1200,1105,531,321,604,504
53.175392,-4.248809,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.51,1008,546,654,362,1123,1084,455,299,527,483
53.176172,-4.247473,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.63,1008,546,654,362,1123,1084,455,299,527,483
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.176172,-4.247473,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.63,1008,546,654,362,1123,1084,455,299,527,483
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.197343,-4.209174,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
53.197757,-4.2096,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.12,1085,534,697,380,1200,1105,531,321,604,504
53.175392,-4.248809,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,15.51,1008,546,654,362,1123,1084,455,299,527,483
53.213788,-4.192077,2014,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,10.29,1085,534,697,380,1200,1105,531,321,604,504
60.153629,-1.142017,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.15,-1.04999999999999,5.11,1016,1014,1000,933,2047,1875,1379,1107,1452,1286
52.09434,1.554801,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,138,138,1218,775,1244,1032,544,443,580,543
50.79061,-1.033094,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,326,300,927,657,965,842,253,226,309,313
54.5209,-5.575788,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.79,1163,690,527,306,1278,1261,609,476,682,659
54.5209,-5.575788,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.79,1163,690,527,306,1278,1261,609,476,682,659
50.797578,-1.118087,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,333,305,925,652,962,842,251,220,306,309
54.46673,-5.537275,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1150,679,540,308,1265,1251,596,466,669,649
51.77625,0.885319,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,5.33,168,159,1195,745,1221,981,521,389,557,486
51.77625,0.885319,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,5.33,168,159,1195,745,1221,981,521,389,557,486
51.330918,1.421557,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,118,120,1139,791,1165,949,465,407,501,483
50.830695,-0.232807,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,9.06,269,248,981,709,1008,850,307,280,349,350
54.26103,-5.604963,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.25,-5.54999999999999,3.78,1128,669,565,299,1243,1227,574,442,647,625
54.49006,-5.641795,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.69,1163,690,527,306,1278,1261,609,476,682,659
54.42739,-5.639297,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.31,1150,679,540,307,1265,1249,596,464,669,647
50.242572,-3.762072,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.31,544,508,707,526,800,771,25,25,168,171
50.810623,-0.100136,2014,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.14999999999999,7.61,262,241,988,715,1015,852,314,287,354,356
