"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Crete_seaway","Crete_geodesic","Getxo_seaway","Getxo_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic"
56.52265,-5.332711,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,9.55,1379,791,5421,3276,1522,1467,1371,1010,1263,877,853,681,5619,1818,5619,1818,926,865
53.2812,-4.668637,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1024,574,5042,3064,1139,1112,1648,1159,1540,962,470,326,5241,1582,5241,1582,543,510
44.71395,-1.21064,2017,6,"France","HUMAN_OBSERVATION",NA,NA,NA,1173,806,4557,2463,215,210,2108,1784,1889,1533,710,666,4756,1076,4756,1076,569,492
49.28523,-2.197547,2017,6,"Jersey","HUMAN_OBSERVATION",49.25,-2.24999999999999,5.47,475,450,4772,2712,809,660,1411,1378,1191,1137,185,185,4970,1232,4970,1232,143,139
56.5209,-5.337096,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,9.54,1379,791,5421,3276,1522,1467,1371,1010,1263,877,853,681,5619,1818,5619,1818,926,865
54.12299,-4.743746,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,1123,616,5139,3114,1237,1206,1552,1106,1445,923,569,420,5338,1637,5338,1637,642,604
44.62848,-1.24306,2017,6,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,1179,817,4546,2472,201,198,2115,1794,1895,1544,716,670,4745,1088,4745,1088,576,494
56.52684,-5.375295,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,5.26,1362,807,5404,3292,1505,1480,1354,1017,1247,887,836,693,5603,1835,5603,1835,909,877
53.24846,-4.638336,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1024,571,5042,3060,1139,1108,1648,1159,1540,962,470,322,5241,1578,5241,1578,543,506
56.52684,-5.375295,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,5.26,1362,807,5404,3292,1505,1480,1354,1017,1247,887,836,693,5603,1835,5603,1835,909,877
54.66819,-5.682298,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.34,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
54.66819,-5.682298,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.34,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
54.07351,-6.181191,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1112,699,5116,3193,1226,1216,1593,1187,1485,1011,558,435,5315,1713,5315,1713,631,615
56.53635,-5.306416,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,10.22,1379,791,5421,3276,1522,1467,1371,1010,1263,877,853,681,5619,1818,5619,1818,926,865
55.95105,-3.10094,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.95,-3.04999999999999,3.18,695,655,5798,3132,1835,1403,970,909,803,753,1135,626,5997,1679,5997,1679,1170,807
54.66792,-5.682956,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.38,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
59.043072,10.296316,2017,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,970,969,6152,2850,2189,1971,61,50,245,250,1488,1336,6351,1630,6351,1630,1524,1477
60.987409,4.673851,2017,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1080,1077,6223,3201,2260,2030,668,429,561,520,1559,1304,6422,1909,6422,1909,1595,1471
58.55154,11.08161,2017,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,953,948,6139,2780,2176,1952,34,36,218,220,1476,1338,6338,1571,6338,1571,1511,1473
58.66033,11.20846,2017,6,"Sweden","HUMAN_OBSERVATION",58.65,11.15,3.58,966,959,6152,2788,2188,1963,22,25,230,231,1488,1348,6350,1582,6350,1582,1524,1483
50.7013,-1.899961,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.71,386,359,4880,2755,917,818,1322,1234,1102,998,190,167,5079,1269,5079,1269,262,264
54.489452,-5.410443,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.34999999999999,5.88,1150,667,5164,3166,1265,1247,1508,1119,1400,944,596,461,5363,1690,5363,1690,669,645
49.15566,-2.137764,2017,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,483,449,4775,2700,812,650,1419,1382,1199,1140,198,198,4974,1221,4974,1221,147,143
51.73969,3.83009,2017,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,66,64,5296,2488,1333,1066,923,918,699,667,632,580,5495,1028,5495,1028,668,649
52.95721,1.100374,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,227,5336,2718,1372,1112,911,907,696,672,672,464,5534,1254,5534,1254,708,591
52.95044,1.144667,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,225,5336,2716,1372,1112,911,905,696,671,672,466,5534,1252,5534,1252,708,592
54.23032,-5.648829,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.64999999999999,8.94,1118,670,5128,3167,1233,1218,1546,1154,1438,976,564,433,5327,1688,5327,1688,637,616
57.36553,-5.658489,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.76,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
50.7013,-1.899961,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.71,386,359,4880,2755,917,818,1322,1234,1102,998,190,167,5079,1269,5079,1269,262,264
57.362,-5.650982,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.09,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
58.9974,-3.243017,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,942,943,5767,3346,1867,1742,920,825,812,763,1199,962,5965,1934,5965,1934,1272,1145
57.36029,-5.654315,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.86,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.34893,-5.668761,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,4.88,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
50.69038,-1.864545,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,386,359,4880,2758,917,822,1322,1231,1102,996,190,166,5079,1272,5079,1272,262,267
57.36218,-5.645002,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.45,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.36166,-5.646531,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.35,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
49.15566,-2.137764,2017,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,483,449,4775,2700,812,650,1419,1382,1199,1140,198,198,4974,1221,4974,1221,147,143
57.3585,-5.663778,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.26,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
52.80095,-4.666396,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.75,-4.64999999999999,5.78,969,557,4988,3035,1084,1053,1704,1196,1596,992,416,267,5187,1551,5187,1551,488,451
56.68019,-5.155978,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-5.34999999999999,12.34,1375,810,5416,3293,1517,1490,1367,1007,1259,880,848,704,5615,1837,5615,1837,921,888
51.50066,-9.295129,2017,7,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.45,987,862,4786,3265,1019,1016,1923,1529,1703,1335,433,378,4985,1782,4985,1782,484,485
50.7013,-1.899961,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.71,386,359,4880,2755,917,818,1322,1234,1102,998,190,167,5079,1269,5079,1269,262,264
54.6687,-5.683865,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.31,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
50.07254,-5.049014,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,629,596,4700,2934,770,765,1565,1427,1345,1202,76,72,4898,1453,4898,1453,166,170
50.68576,-1.867631,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,386,360,4880,2758,917,821,1322,1232,1102,996,190,166,5079,1272,5079,1272,262,266
57.34504,-5.600377,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,10.99,1200,870,5489,3345,1589,1558,1192,1003,1084,891,921,772,5687,1895,5687,1895,994,956
52.95109,1.135347,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,225,5336,2716,1372,1112,911,906,696,671,672,465,5534,1252,5534,1252,708,592
57.49228,-5.885416,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-5.94999999999999,6.09,1172,899,5509,3372,1609,1583,1163,1013,1056,908,941,797,5707,1923,5707,1923,1014,981
57.35365,-5.639997,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.62,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
51.04325,2.36981,2017,7,"France","HUMAN_OBSERVATION",51.05,2.25000000000001,8.42,74,71,5158,2531,1195,945,1041,1038,819,789,495,459,5357,1053,5357,1053,531,516
52.96673,1.053594,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,1.05000000000001,9.27,242,237,5346,2727,1383,1121,906,901,692,668,683,467,5545,1264,5545,1264,719,597
52.80465,-4.626883,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.75,-4.64999999999999,6.28,969,557,4988,3035,1084,1053,1704,1196,1596,992,416,267,5187,1551,5187,1551,488,451
57.36383,-5.637886,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.91,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.35984,-5.662464,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.37,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.49092,-5.879169,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-5.94999999999999,6.22,1172,899,5509,3372,1609,1583,1163,1013,1056,908,941,797,5707,1923,5707,1923,1014,981
57.37379,-5.653778,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.36,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.36272,-5.642468,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.61,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.35889,-5.665431,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.17,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.50238,-5.875182,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.55,-5.94999999999999,6.94,1161,907,5520,3378,1620,1594,1152,1010,1045,907,952,808,5718,1930,5718,1930,1025,992
57.3355,-5.691456,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,3.87,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
50.6806,-1.796117,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,379,355,4885,2753,922,821,1315,1229,1095,993,197,171,5084,1267,5084,1267,266,269
56.20261,-4.753119,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-4.94999999999999,13.28,Inf,762,Inf,3248,Inf,1443,Inf,1001,Inf,862,Inf,657,Inf,1790,Inf,1790,Inf,841
50.64388,-1.920621,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,5.03,386,359,4880,2755,917,818,1322,1234,1102,998,190,167,5079,1269,5079,1269,262,264
50.6806,-1.796117,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,379,355,4885,2753,922,821,1315,1229,1095,993,197,171,5084,1267,5084,1267,266,269
51.6,3.7,2017,8,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.55,49,48,5278,2492,1315,1051,938,932,715,682,615,566,5477,1029,5477,1029,651,634
52.9579,1.098353,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.95,1.15000000000001,3.57,231,225,5336,2715,1372,1112,911,905,696,670,672,466,5534,1251,5534,1251,708,593
57.36253,-5.649322,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.2,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
52.96695,1.053081,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,1.05000000000001,9.25,242,237,5346,2727,1383,1121,906,901,692,668,683,467,5545,1264,5545,1264,719,597
57.06038,-5.889217,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1219,866,5463,3346,1564,1540,1211,1023,1104,907,895,754,5662,1892,5662,1892,968,937
57.36253,-5.649322,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.2,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
52.95787,1.100399,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,227,5336,2718,1372,1112,911,907,696,672,672,464,5534,1254,5534,1254,708,591
52.95741,1.10146,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,227,5336,2718,1372,1112,911,907,696,672,672,464,5534,1254,5534,1254,708,591
52.95787,1.100399,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,227,5336,2718,1372,1112,911,907,696,672,672,464,5534,1254,5534,1254,708,591
54.66859,-5.651036,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.06,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
48.29429,-4.4534,2017,8,"France","HUMAN_OBSERVATION",48.35,-4.44999999999999,6.21,708,640,4555,2824,576,568,1644,1552,1424,1315,245,225,4754,1359,4754,1359,105,54
50.816039,-0.336991,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.34999999999999,7.41,276,254,4964,2667,1001,848,1212,1163,992,922,300,273,5163,1182,5163,1182,344,345
57.06038,-5.889217,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1219,866,5463,3346,1564,1540,1211,1023,1104,907,895,754,5662,1892,5662,1892,968,937
52.95066,1.142882,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,231,225,5336,2716,1372,1112,911,905,696,671,672,466,5534,1252,5534,1252,708,592
57.10023,-5.56243,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,17.49,1200,870,5489,3345,1589,1558,1192,1003,1084,891,921,772,5687,1895,5687,1895,994,956
47.56904,-2.90619,2017,8,"France","HUMAN_OBSERVATION",NA,NA,NA,869,608,4566,2686,468,470,1805,1561,1585,1317,407,324,4765,1229,4765,1229,266,150
57.35804,-5.551766,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.4,1200,870,5489,3345,1589,1558,1192,1003,1084,891,921,772,5687,1895,5687,1895,994,956
54.66859,-5.651036,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.06,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
53.790783,7.901619,2017,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,451,421,5653,2451,1689,1411,632,600,409,354,989,909,5851,1088,5851,1088,1025,1001
58.43986,11.26825,2017,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,952,944,6139,2764,2176,1948,45,49,216,216,1475,1340,6338,1558,6338,1558,1511,1473
56.476,-5.415537,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1354,800,5393,3286,1494,1471,1345,1018,1238,886,825,685,5592,1828,5592,1828,898,869
54.669252,-5.808469,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,5194,3204,1295,1276,1489,1131,1381,963,626,492,5393,1728,5393,1728,699,674
55.48042,-5.079167,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1264,714,5278,3209,1379,1359,1434,1046,1326,890,710,572,5477,1743,5477,1743,783,756
54.667404,-5.797156,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,3.92,1180,706,5194,3205,1295,1275,1489,1134,1381,966,626,490,5393,1729,5393,1729,699,673
57.36106,-5.659749,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.56,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.24781,-5.493426,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,9.43,1200,870,5489,3345,1589,1558,1192,1003,1084,891,921,772,5687,1895,5687,1895,994,956
51.73993,3.84379,2017,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,66,65,5296,2488,1333,1066,923,917,699,667,632,581,5495,1027,5495,1027,668,650
57.3648,-5.660654,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.61,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.51168,-6.592399,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.55,-6.64999999999999,5.48,1183,936,5520,3414,1621,1601,1175,1051,1067,949,953,816,5719,1962,5719,1962,1025,999
54.69382,-5.804501,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,706,5194,3205,1295,1279,1489,1129,1381,962,626,494,5393,1729,5393,1729,699,677
57.36089,-5.652145,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
54.66852,-5.68208,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.3,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
54.703415,-5.828182,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,6.11,1180,706,5194,3205,1295,1275,1489,1134,1381,966,626,490,5393,1729,5393,1729,699,673
54.654469,-5.88056,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,708,5194,3207,1295,1276,1489,1136,1381,968,626,491,5393,1731,5393,1731,699,674
57.36514,-5.658434,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.75,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.32904,-5.686942,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,4.45,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
54.711269,-5.78057,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,8.15,1180,706,5194,3205,1295,1275,1489,1134,1381,966,626,490,5393,1729,5393,1729,699,673
54.649298,-5.87073,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,707,5194,3206,1295,1275,1489,1136,1381,967,626,490,5393,1730,5393,1730,699,673
55.71103,-5.295096,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1296,740,5310,3234,1411,1386,1398,1046,1290,896,742,600,5509,1769,5509,1769,815,783
57.36588,-5.657134,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.85,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
54.68555,-5.832878,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,707,5194,3206,1295,1278,1489,1131,1381,964,626,494,5393,1730,5393,1730,699,676
54.692263,-5.825065,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,707,5194,3206,1295,1279,1489,1131,1381,963,626,494,5393,1730,5393,1730,699,677
54.69382,-5.804501,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,706,5194,3205,1295,1279,1489,1129,1381,962,626,494,5393,1729,5393,1729,699,677
54.664248,-5.806868,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,5194,3203,1295,1276,1489,1131,1381,963,626,491,5393,1728,5393,1728,699,674
55.50693,-5.064713,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1275,715,5289,3210,1390,1361,1426,1044,1318,888,722,575,5488,1744,5488,1744,794,759
54.655854,-5.863133,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,707,5194,3206,1295,1275,1489,1135,1381,967,626,491,5393,1730,5393,1730,699,674
50.4791,-3.50747,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.2,500,475,4794,2846,833,791,1436,1322,1216,1092,78,51,4993,1362,4993,1362,195,196
54.644683,-5.879751,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,708,5194,3206,1295,1274,1489,1136,1381,968,626,490,5393,1730,5393,1730,699,673
43.42472,3.7,2017,9,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,3635,890,2123,2046,2802,540,4571,1802,4351,1555,3162,980,2280,709,2280,709,3032,838
55.71103,-5.295096,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1296,740,5310,3234,1411,1386,1398,1046,1290,896,742,600,5509,1769,5509,1769,815,783
54.682015,-5.82691,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,707,5194,3206,1295,1278,1489,1131,1381,964,626,493,5393,1730,5393,1730,699,676
57.36471,-5.658956,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.71,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.36256,-5.646545,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.37,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
57.34406,-5.598767,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,10.91,1200,870,5489,3345,1589,1558,1192,1003,1084,891,921,772,5687,1895,5687,1895,994,956
56.54489,-5.274007,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,10.67,1379,791,5421,3276,1522,1467,1371,1010,1263,877,853,681,5619,1818,5619,1818,926,865
57.33797,-5.690806,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,3.8,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
54.67739,-5.615649,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,8.38,1191,700,5204,3199,1305,1283,1472,1118,1364,950,637,498,5403,1724,5403,1724,709,681
54.669252,-5.808469,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1180,705,5194,3204,1295,1276,1489,1131,1381,963,626,492,5393,1728,5393,1728,699,674
57.36796,-5.659905,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.77,1188,882,5501,3356,1602,1570,1180,1005,1072,896,933,784,5700,1906,5700,1906,1006,968
55.41497,-5.133926,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.45,-5.04999999999999,6.58,1264,710,5278,3206,1379,1355,1434,1046,1326,889,710,569,5477,1739,5477,1739,783,753
