"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Getxo_seaway","Getxo_geodesic","RavennaH_seaway","RavennaH_geodesic"
50.61461,-2.187223,1989,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.14999999999999,7.66,894,804,5056,1283
50.407248,-3.63307,1987,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.64999999999999,17.55,806,770,4966,1366
52.22,4.4,1987,8,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,4.77,1386,1133,5548,1049
52.22,4.4,1982,11,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,4.77,1386,1133,5548,1049
53.599773,-9.715929,1977,5,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,16.43,1306,1255,5246,1912
51.517273,-2.70108,1975,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1048,910,5159,1367
52.259,4.438,1974,10,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.08,1386,1133,5548,1049
51.937732,-5.209914,1973,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,988,970,5090,1542
51.44,3.55,1970,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1301,1027,5463,1016
51.717488,-5.172559,1960,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,-5.24999999999999,6.45,966,950,5069,1536
51.489933,-2.759714,1937,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,-2.74999999999999,6.72,1048,913,5159,1372
51.717886,-5.17179,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,-5.24999999999999,6.47,966,950,5069,1536
49.24095,-0.27902,NA,NA,"France","HUMAN_OBSERVATION",49.35,-0.24999999999999,12.32,986,701,5148,1102
49.26953,-0.24279,NA,NA,"France","HUMAN_OBSERVATION",49.35,-0.24999999999999,8.97,986,701,5148,1102
38.735088,-27.061518,NA,NA,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,2147,2078,5011,3314
40.64625,-8.655005,NA,NA,"Portugal","HUMAN_OBSERVATION",40.65,-8.74999999999999,8.03,823,561,3794,1778
55.61483,13.01531,NA,NA,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2368,1784,6530,1243
50.718558,-1.852253,2016,2,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.65,-1.84999999999999,7.63,917,818,5079,1269
50.716072,-1.966906,2015,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.65,-1.84999999999999,11.05,917,818,5079,1269
40.36501,-3.651625,2014,12,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,2014,12,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,2014,12,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,2014,12,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
51.119795,1.327715,2012,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.05,1.35000000000001,7.92,1132,919,5294,1102
51.489167,-2.760278,2010,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.55,-2.74999999999999,6.81,1048,913,5159,1372
51.615278,-3.938889,2010,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.55,-3.94999999999999,7.31,974,916,5085,1445
51.489167,-2.760278,2010,12,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.55,-2.74999999999999,6.81,1048,913,5159,1372
51.615278,-3.938889,2010,12,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.55,-3.94999999999999,7.31,974,916,5085,1445
50.720514,-1.286728,2007,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.85,-1.34999999999999,15.09,958,845,5120,1248
50.357072,-4.104986,2004,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,807,785,4958,1401
51.452538,-3.161181,2002,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1017,902,5128,1391
51.456537,-3.145839,2002,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1017,903,5128,1391
51.45743,-3.145008,2001,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1017,903,5128,1391
51.677517,-4.918902,2001,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.56,957,937,5061,1519
51.67705,-4.919219,2001,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.52,957,937,5061,1519
51.676252,-4.921309,2001,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.35,957,937,5061,1519
51.67654,-4.922383,2001,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.29,957,937,5061,1519
51.67702,-4.921865,2001,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.34,957,937,5061,1519
50.755111,-0.763174,2001,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,980,842,5142,1207
50.8027,-0.830969,2001,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.74999999999999,8.18,980,842,5142,1206
50.844863,-0.93887,2001,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.94999999999999,10.59,970,839,5132,1218
50.84528,-0.931373,2001,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.94999999999999,10.69,970,839,5132,1218
50.844389,-0.935243,1989,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.94999999999999,10.56,970,839,5132,1218
50.844389,-0.935243,1986,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.94999999999999,10.56,970,839,5132,1218
50.844389,-0.935243,1982,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.94999999999999,10.56,970,839,5132,1218
51.455873,0.292296,1975,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,2,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,4,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,5,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,8,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.516819,-2.701793,1975,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1048,910,5159,1367
51.455873,0.292296,1975,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,11,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
51.455873,0.292296,1975,12,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.45,0.75000000000001,31.76,1218,945,5380,1162
54.104401,-3.206205,1959,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1275,1197,5378,1554
51.489479,-2.760426,1936,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.55,-2.74999999999999,6.78,1048,913,5159,1372
54.107647,-3.227009,NA,NA,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,1275,1198,5378,1555
40.646652,-8.654201,NA,NA,"Portugal","OCCURRENCE",40.65,-8.74999999999999,8.1,823,561,3794,1778
