"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Gdynia_seaway","Gdynia_geodesic","SWC_seaway","SWC_geodesic"
38.5,-0.13,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4516,2271,3896,2301
38.52,-0.1,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4530,2267,3910,2298
38.75,0.22,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2231,3945,2265
38.77,0.22,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2229,3945,2263
38.73,0.23,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2232,3945,2267
38.74,0.23,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2231,3945,2266
38.75,0.23,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2230,3945,2264
38.76,0.23,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2229,3945,2263
38.68,0.15,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4551,2241,3931,2274
38.69,0.15,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4551,2240,3931,2273
38.7,0.15,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4551,2239,3931,2272
38.7,0.17,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4551,2238,3931,2271
38.71,0.17,2023,10,"Spain","HUMAN_OBSERVATION",38.65,0.15000000000001,6.9,4551,2243,3931,2277
38.71,0.18,2023,10,"Spain","HUMAN_OBSERVATION",38.65,0.15000000000001,7.17,4551,2243,3931,2277
38.72,0.18,2023,10,"Spain","HUMAN_OBSERVATION",38.75,0.25000000000001,6.94,4565,2229,3945,2264
38.73,0.2,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2234,3945,2267
38.73,0.21,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2233,3945,2267
38.73,0.22,2023,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4565,2233,3945,2267
58.873498,5.749496,2023,10,"Norway","HUMAN_OBSERVATION",58.95,5.75000000000001,8.52,1109,933,480,378
58.866313,5.756243,2023,10,"Norway","HUMAN_OBSERVATION",58.95,5.75000000000001,9.32,1109,933,480,378
59.305297,4.885802,2023,10,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1134,995,505,438
50.146763,-5.059155,2023,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
43.437885,5.19505,2023,11,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
38.42732,22.443291,2023,11,"Greece","HUMAN_OBSERVATION",38.35,22.45,8.63,6500,1813,5880,2287
50.810786,-0.089894,2023,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.04999999999999,7.33,1786,1328,1166,1086
43.438104,5.195422,2023,11,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
50.146573,-5.059217,2023,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
37.087806,-8.668475,2023,11,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3609,2837,2989,2736
53.298487,-6.160594,2023,11,"Ireland","HUMAN_OBSERVATION",53.35,-6.14999999999999,5.78,2283,1626,1653,1223
56.150664,10.255197,2023,11,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,642,565,216,193
43.422246,3.705652,2023,11,"France","HUMAN_OBSERVATION",43.35,3.75000000000001,8.81,5167,1642,4547,1689
52.423107,-4.086259,2023,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.45,-4.14999999999999,5.26,2385,1524,1756,1166
48.6925,-1.91472,2023,11,"France","HUMAN_OBSERVATION",48.65,-1.84999999999999,6.71,2068,1554,1448,1350
48.6925,-1.91472,2023,11,"France","HUMAN_OBSERVATION",48.65,-1.84999999999999,6.71,2068,1554,1448,1350
59.313968,10.729954,2023,11,"Norway","HUMAN_OBSERVATION",59.35,10.65,6.06,874,731,201,196
48.638086,-2.02226,2023,12,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1566,1448,1358
50.47182,-3.500905,2023,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,4.35,2031,1560,1410,1274
46.045383,-1.396173,2023,12,"France","HUMAN_OBSERVATION",NA,NA,NA,2591,1699,1970,1573
50.361249,-4.313411,2023,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2114,1619,1494,1325
40.331918,17.408084,2022,1,"Italy","HUMAN_OBSERVATION",40.35,17.35,5.32,6227,1571,5607,1969
48.666622,-2.285758,2022,1,"France","HUMAN_OBSERVATION",NA,NA,NA,2071,1580,1450,1368
35.917913,14.492804,2022,1,"Malta","HUMAN_OBSERVATION",35.95,14.55,6.27,5796,2080,5176,2425
50.145796,-5.061596,2022,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
48.90296,-1.57264,2022,1,"France","HUMAN_OBSERVATION",NA,NA,NA,2039,1522,1419,1315
43.26841,3.51196,2022,1,"France","HUMAN_OBSERVATION",NA,NA,NA,5153,1660,4533,1703
50.142879,-5.06855,2022,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
45.910633,-1.317537,2022,1,"France","HUMAN_OBSERVATION",45.85,-1.34999999999999,7.2,2607,1710,1987,1590
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.636274,-2.128247,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
50.088954,1.419102,2022,2,"France","HUMAN_OBSERVATION",50.15,1.45000000000001,7.14,1759,1263,1138,1074
48.636011,-2.128392,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1572,1449,1363
48.634346,-2.138749,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1573,1449,1364
48.634749,-2.139094,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2069,1573,1449,1364
42.390814,3.162733,2022,2,"Spain","HUMAN_OBSERVATION",42.35,3.25000000000001,8.49,5052,1756,4431,1807
42.390731,3.161642,2022,2,"Spain","HUMAN_OBSERVATION",42.35,3.25000000000001,8.57,5052,1756,4431,1807
47.582168,-2.890056,2022,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2408,1684,1787,1491
50.147299,-5.057851,2022,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
48.57114,-1.98165,2022,2,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,10.12,2068,1567,1448,1358
36.0709,-5.750405,2022,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3900,2772,3280,2729
44.803439,13.952659,2022,3,"Croatia","HUMAN_OBSERVATION",44.75,13.95,5.95,6891,1130,6271,1447
56.336932,-6.289881,2022,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1932,1585,1302,1102
43.522114,-5.724989,2022,3,"Spain","HUMAN_OBSERVATION",43.65,-5.74999999999999,14.38,2757,2133,2137,1978
47.5461,-2.917367,2022,3,"France","HUMAN_OBSERVATION",NA,NA,NA,2400,1688,1780,1496
40.170563,23.720077,2022,3,"Greece","HUMAN_OBSERVATION",40.15,23.65,6.39,6947,1633,6327,2129
52.93501,-9.427744,2022,3,"Ireland","HUMAN_OBSERVATION",52.85,-9.44999999999999,9.58,2415,1854,1786,1442
52.934999,-9.427734,2022,3,"Ireland","HUMAN_OBSERVATION",52.85,-9.44999999999999,9.58,2415,1854,1786,1442
55.987868,-2.450027,2022,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-2.44999999999999,6.92,1550,1348,928,882
38.698511,-9.418333,2022,3,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3404,2742,2784,2608
50.145796,-5.061596,2022,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
55.070352,-1.449386,2022,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.15,-1.44999999999999,8.87,1534,1291,913,859
43.50921,4.1108,2022,3,"France","HUMAN_OBSERVATION",43.55,4.05000000000001,6.69,5194,1609,4573,1661
39.36,-0.35,2022,3,"Spain","HUMAN_OBSERVATION",39.35,-0.24999999999999,8.68,4645,2197,4025,2214
39.36,-0.35,2022,3,"Spain","HUMAN_OBSERVATION",39.35,-0.24999999999999,8.68,4645,2197,4025,2214
46.24522,-1.56308,2022,3,"France","HUMAN_OBSERVATION",46.25,-1.64999999999999,6.71,2558,1699,1938,1563
50.145796,-5.061596,2022,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
53.43,5.45,2022,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1298,873,678,617
58.68764,9.227315,2022,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,843,746,191,185
50.14545,-5.062843,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
50.161871,-5.054881,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1677,1536,1378
54.528728,-0.734866,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1523,1252,902,850
55.749615,-4.908286,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2069,1503,1440,1038
50.175267,-5.022253,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1674,1536,1375
43.669573,-1.430367,2022,4,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,9.09,2796,1878,2176,1801
46.509176,-1.818972,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2523,1691,1903,1545
43.408296,-1.639165,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2819,1916,2199,1841
43.456543,5.226399,2022,4,"France","HUMAN_OBSERVATION",43.45,5.15000000000001,6.22,5230,1567,4610,1648
47.332531,-2.882832,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2415,1700,1795,1513
43.456222,5.22366,2022,4,"France","HUMAN_OBSERVATION",43.45,5.15000000000001,5.99,5230,1567,4610,1648
58.59072,9.00423,2022,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,842,751,198,190
43.529392,-5.640135,2022,4,"Spain","HUMAN_OBSERVATION",43.65,-5.64999999999999,13.45,2756,2127,2136,1974
40.740734,9.713298,2022,4,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5450,1663,4830,1889
40.740734,9.713298,2022,4,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5450,1663,4830,1889
43.437533,5.195301,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
45.101398,14.665202,2022,4,"Croatia","HUMAN_OBSERVATION",45.05,14.75,8.78,6891,1082,6271,1421
54.400534,10.191766,2022,4,"Germany","HUMAN_OBSERVATION",54.45,10.25,6.67,584,545,372,371
44.922483,13.737217,2022,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6920,1117,6300,1426
42.389886,3.160769,2022,4,"Spain","HUMAN_OBSERVATION",42.35,3.25000000000001,8.58,5052,1756,4431,1807
50.146763,-5.059155,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
43.343767,-8.357572,2022,4,"Spain","HUMAN_OBSERVATION",43.45,-8.34999999999999,11.84,2836,2304,2216,2112
50.14545,-5.062843,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
50.147299,-5.057851,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
48.32548,-4.39306,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2246,1733,1626,1495
50.356396,-4.126498,2022,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
43.49809,3.88565,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5180,1622,4559,1670
47.79139,-3.85306,2022,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2325,1731,1705,1516
58.676079,5.545471,2022,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1047,931,418,380
59.030583,5.579149,2022,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1093,946,464,390
48.583688,-2.568404,2022,5,"France","HUMAN_OBSERVATION",48.55,-2.64999999999999,7.08,2089,1610,1469,1394
40.741592,9.714641,2022,5,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5450,1663,4830,1889
55.071896,-1.449578,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.15,-1.44999999999999,8.69,1534,1291,913,859
51.599997,3.684403,2022,5,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.05,1532,1051,911,849
51.599997,3.684403,2022,5,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.05,1532,1051,911,849
51.599997,3.684403,2022,5,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.05,1532,1051,911,849
51.599997,3.684403,2022,5,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.05,1532,1051,911,849
56.060972,-2.716833,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.15,-2.74999999999999,10.12,1563,1367,941,896
42.284211,3.295425,2022,5,"Spain","HUMAN_OBSERVATION",42.25,3.35000000000001,5.89,5039,1760,4419,1815
44.821725,13.850788,2022,5,"Croatia","HUMAN_OBSERVATION",44.75,13.85,7.98,6897,1133,6277,1446
44.8597,13.806748,2022,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,4.61,6910,1124,6290,1434
51.600099,3.684969,2022,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1532,1051,911,852
44.789866,13.902929,2022,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6891,1127,6271,1442
44.789815,13.903039,2022,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6891,1127,6271,1442
44.773312,13.920131,2022,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6891,1129,6271,1444
44.767929,13.914431,2022,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6891,1129,6271,1444
49.586914,-1.245795,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,1921,1463,1301,1240
44.051672,9.835354,2022,5,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5563,1320,4942,1522
55.985883,-2.89753,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-2.84999999999999,7.73,1574,1373,952,906
42.386219,3.162797,2022,5,"Spain","HUMAN_OBSERVATION",42.35,3.25000000000001,8.23,5052,1756,4431,1807
42.386386,3.163083,2022,5,"Spain","HUMAN_OBSERVATION",42.35,3.25000000000001,8.22,5052,1756,4431,1807
53.422198,-4.608447,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2269,1525,1640,1131
53.422198,-4.608447,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2269,1525,1640,1131
53.422198,-4.608447,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2269,1525,1640,1131
43.518902,3.914205,2022,5,"France","HUMAN_OBSERVATION",43.45,3.95000000000001,8.2,5181,1623,4561,1674
44.850427,13.832905,2022,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.54,6910,1124,6290,1434
44.850447,13.834242,2022,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.65,6910,1124,6290,1434
59.486389,6.160629,2022,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1150,942,520,381
53.278995,-4.619742,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2290,1529,1660,1140
55.176454,-6.725098,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.25,-6.74999999999999,8.34,2057,1625,1427,1167
55.175734,-6.724799,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.25,-6.74999999999999,8.42,2057,1625,1427,1167
46.692058,-1.937813,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2509,1685,1889,1533
55.195844,-6.688258,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.25,-6.64999999999999,6.5,2056,1619,1427,1161
49.89746,0.878823,2022,5,"France","HUMAN_OBSERVATION",49.95,0.85000000000001,6.2,1793,1311,1173,1117
44.850054,13.833316,2022,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.58,6910,1124,6290,1434
42.142423,9.5558,2022,5,"France","HUMAN_OBSERVATION",42.15,9.65000000000001,7.82,5470,1519,4850,1734
43.389779,-1.707123,2022,5,"France","HUMAN_OBSERVATION",43.45,-1.74999999999999,7.55,2816,1919,2196,1841
44.774178,13.907941,2022,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6891,1129,6271,1444
51.820351,-10.268195,2022,5,"Ireland","HUMAN_OBSERVATION",51.75,-10.25,7.93,2525,1945,1895,1553
48.63748,-2.02087,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1565,1448,1358
44.66416,-1.17958,2022,5,"France","HUMAN_OBSERVATION",44.75,-1.14999999999999,9.84,2709,1782,2088,1690
38.389551,-28.252244,2022,5,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,4423,3928,3802,3591
47.52676,-3.13108,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2385,1703,1765,1507
48.62791,-2.0182,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1566,1448,1359
49.50193,0.08512,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,1860,1384,1240,1190
43.42159,3.67842,2022,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,8.29,5166,1646,4545,1691
51.74289,3.87943,2022,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1516,1032,896,831
43.6554,-1.43881,2022,5,"France","HUMAN_OBSERVATION",43.65,-1.54999999999999,8.98,2803,1891,2182,1814
47.66271,-3.20879,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2374,1699,1754,1498
49.70583,-1.83603,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,1945,1494,1325,1257
47.99124,-4.55388,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2269,1763,1649,1531
47.36521,-2.53153,2022,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2438,1676,1817,1495
50.145796,-5.061596,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
55.195844,-6.688258,2022,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.25,-6.64999999999999,6.5,2056,1619,1427,1161
51.13091,2.79174,2022,5,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,13.57,1598,1126,978,921
55.59835,12.94817,2022,5,"Sweden","HUMAN_OBSERVATION",55.65,12.95,5.75,442,388,236,238
57.48344,11.94265,2022,5,"Sweden","HUMAN_OBSERVATION",57.45,11.85,6.68,650,540,23,27
55.90976,14.32267,2022,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,345,320,419,253
58.87606,11.14447,2022,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,813,674,140,137
59.421668,5.257229,2022,5,"Norway","HUMAN_OBSERVATION",59.45,5.15000000000001,6.84,1140,990,510,430
50.09736,1.541755,2022,6,"France","HUMAN_OBSERVATION",50.15,1.45000000000001,8.79,1759,1263,1138,1074
43.36143,16.72453,2022,6,"Croatia","HUMAN_OBSERVATION",43.35,16.85,10.24,6639,1241,6019,1634
58.720871,11.201843,2022,6,"Sweden","HUMAN_OBSERVATION",58.75,11.15,4.41,802,664,129,124
39.090066,1.453387,2022,6,"Spain","HUMAN_OBSERVATION",39.15,1.45000000000001,6.68,4672,2137,4052,2191
55.033906,9.424653,2022,6,"Denmark","HUMAN_OBSERVATION",55.05,9.55000000000001,8.19,636,589,325,322
39.13134,23.722324,2022,6,"Greece","HUMAN_OBSERVATION",NA,NA,NA,6838,1745,6218,2238
59.828615,23.144711,2022,6,"Finland","HUMAN_OBSERVATION",59.75,23.15,8.76,653,650,1092,700
41.733909,-8.840733,2022,6,"Portugal","HUMAN_OBSERVATION",41.65,-8.84999999999999,9.37,3074,2470,2454,2302
46.62213,-1.872728,2022,6,"France","HUMAN_OBSERVATION",46.65,-1.94999999999999,6.67,2509,1689,1889,1537
43.437909,5.195364,2022,6,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
43.438329,5.195666,2022,6,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
49.740682,0.30748,2022,6,"France","HUMAN_OBSERVATION",49.75,0.25000000000001,4.26,1834,1360,1214,1160
54.076798,-4.736925,2022,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,2204,1517,1575,1102
54.073048,-4.605554,2022,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,2207,1509,1578,1095
54.073063,-4.605543,2022,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,2207,1509,1578,1095
50.357319,-4.126787,2022,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
55.240187,-6.51203,2022,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2055,1610,1426,1153
50.356403,-4.126273,2022,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
44.751406,14.754333,2022,6,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6859,1114,6239,1453
55.07311,-6.053152,2022,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.05,-5.94999999999999,7.06,2077,1577,1448,1128
36.71872,-4.368584,2022,6,"Spain","HUMAN_OBSERVATION",36.65,-4.34999999999999,7.83,4053,2648,3433,2621
44.859283,13.813522,2022,6,"Croatia","HUMAN_OBSERVATION",44.85,13.75,5.12,6910,1124,6290,1434
55.815312,10.639158,2022,6,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,600,533,212,218
42.587154,14.092128,2022,6,"Italy","HUMAN_OBSERVATION",42.55,14.15,6.29,6726,1364,6106,1692
42.45045,27.642586,2022,6,"Bulgaria","HUMAN_OBSERVATION",NA,NA,NA,Inf,1488,Inf,2030
55.625057,9.848253,2022,6,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,624,577,261,256
55.624336,9.848775,2022,6,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,624,577,261,256
55.624321,9.848763,2022,6,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,624,577,261,256
36.718703,-4.368701,2022,6,"Spain","HUMAN_OBSERVATION",36.65,-4.34999999999999,7.83,4053,2648,3433,2621
42.337745,3.239412,2022,6,"Spain","HUMAN_OBSERVATION",NA,NA,NA,5052,1757,4431,1808
44.676612,12.246366,2022,6,"Italy","HUMAN_OBSERVATION",44.65,12.35,8.72,6977,1180,6356,1450
39.864228,4.146367,2022,6,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4904,1951,4284,2055
53.276278,-4.618243,2022,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2290,1529,1660,1140
41.70009,9.400481,2022,6,"France","HUMAN_OBSERVATION",NA,NA,NA,5423,1573,4803,1785
53.156521,-9.079892,2022,6,"Ireland","HUMAN_OBSERVATION",53.15,-9.14999999999999,4.74,2420,1825,1790,1408
53.156537,-9.079892,2022,6,"Ireland","HUMAN_OBSERVATION",53.15,-9.14999999999999,4.74,2420,1825,1790,1408
44.62848,-1.24306,2022,6,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,2710,1801,2089,1708
38.641458,0.048319,2022,6,"Spain","HUMAN_OBSERVATION",38.65,0.15000000000001,8.89,4551,2243,3931,2277
44.68667,-1.23419,2022,6,"France","HUMAN_OBSERVATION",44.75,-1.24999999999999,7.16,2703,1788,2083,1694
38.15,-0.7,2022,6,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,13.13,4470,2323,3849,2349
60.122081,24.929642,2022,6,"Finland","HUMAN_OBSERVATION",60.05,24.95,8.1,740,730,1197,806
59.927969,23.148132,2022,6,"Finland","HUMAN_OBSERVATION",59.95,23.05,6,670,667,1096,700
61.684101,21.393279,2022,6,"Finland","HUMAN_OBSERVATION",NA,NA,NA,822,822,1182,703
59.525141,25.138759,2022,6,"Estonia","HUMAN_OBSERVATION",NA,NA,NA,725,689,1186,805
55.59629,14.31169,2022,6,"Sweden","HUMAN_OBSERVATION",55.65,14.35,6.45,333,306,388,277
57.36953,11.94622,2022,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,638,530,36,37
58.13146,11.42262,2022,6,"Sweden","HUMAN_OBSERVATION",58.15,11.35,4.74,734,611,61,57
56.81993,12.60518,2022,6,"Sweden","HUMAN_OBSERVATION",56.75,12.55,8.48,567,462,113,115
59.421668,5.257229,2022,6,"Norway","HUMAN_OBSERVATION",59.45,5.15000000000001,6.84,1140,990,510,430
57.990433,7.534071,2022,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,891,793,262,251
58.933989,5.625879,2022,6,"Norway","HUMAN_OBSERVATION",58.95,5.75000000000001,7.35,1109,933,480,378
60.473587,5.263184,2022,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1253,1043,624,484
58.930693,5.633272,2022,6,"Norway","HUMAN_OBSERVATION",58.95,5.75000000000001,7.04,1109,933,480,378
50.146763,-5.059155,2022,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
36.743557,-3.647096,2022,7,"Spain","HUMAN_OBSERVATION",36.65,-3.64999999999999,10.42,4113,2613,3493,2599
40.081619,23.447925,2022,7,"Greece","HUMAN_OBSERVATION",40.15,23.45,7.61,6951,1630,6331,2123
50.542062,-4.939017,2022,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-5.04999999999999,7.9,2257,1658,1637,1348
