"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Gdynia_seaway","Gdynia_geodesic","SWC_seaway","SWC_geodesic"
59.922728,23.20336,2020,6,"Finland","MACHINE_OBSERVATION",59.85,23.25,8.5,665,662,1103,708
41.2,1.6763,2020,9,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1935,4239,1968
59.934438,24.442601,2019,5,"Finland","MACHINE_OBSERVATION",NA,NA,NA,714,703,1164,775
59.898023,23.677022,2019,NA,"Finland","MACHINE_OBSERVATION",NA,NA,NA,679,678,1119,733
41.6774,2.8076,2018,1,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4958,1838,4338,1889
41.9368,3.2194,2018,5,"Spain","MACHINE_OBSERVATION",NA,NA,NA,5004,1795,4384,1852
41.1981,1.6726,2018,6,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1936,4239,1968
41.9247,3.2173,2018,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,5004,1796,4384,1853
41.9248,3.2172,2018,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,5004,1796,4384,1853
41.1973,1.6729,2018,12,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1936,4239,1968
41.9191,3.2164,2018,12,"Spain","MACHINE_OBSERVATION",NA,NA,NA,5004,1797,4384,1854
41.1496,1.4285,2017,4,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4851,1952,4230,1979
41.1435,1.4147,2017,6,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4851,1953,4230,1980
36.7677,-6.3873,2017,7,"Spain","MACHINE_OBSERVATION",36.75,-6.44999999999999,5.93,3814,2747,3194,2684
36.7677,-6.3873,2017,7,"Spain","MACHINE_OBSERVATION",36.75,-6.44999999999999,5.93,3814,2747,3194,2684
41.8595,3.1589,2017,8,"Spain","MACHINE_OBSERVATION",41.85,3.25000000000001,7.63,4994,1802,4374,1860
41.7311,2.9492,2017,8,"Spain","MACHINE_OBSERVATION",41.65,2.95000000000001,9.03,4962,1834,4342,1889
41.6774,2.8076,2017,11,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4958,1838,4338,1889
41.1954,1.6542,2016,5,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1937,4239,1969
39.5562,3.3693,2016,8,"Spain","MACHINE_OBSERVATION",39.55,3.45000000000001,6.96,4836,2011,4216,2103
42.3957,-8.7829,2016,8,"Spain","MACHINE_OBSERVATION",42.35,-8.84999999999999,7.51,3001,2416,2381,2236
37.584,-1.0736,2016,9,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4387,2401,3767,2423
38.672,0.0987,2016,10,"Spain","MACHINE_OBSERVATION",38.65,0.15000000000001,5.09,4551,2243,3931,2277
39.486,2.5331,2015,6,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4766,2056,4146,2129
36.5815,-6.2678,2015,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,3839,2753,3218,2695
38.8398,1.394,2015,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4643,2168,4023,2225
41.198,1.6726,2014,5,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1936,4239,1968
39.534,2.59,2014,7,"Spain","MACHINE_OBSERVATION",39.55,2.65000000000001,5.45,4780,2045,4160,2120
39.5321,2.4577,2014,8,"Spain","MACHINE_OBSERVATION",39.45,2.45000000000001,9.16,4760,2063,4140,2135
41.1956,1.652,2014,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1937,4239,1969
42.3518,3.1859,2014,9,"Spain","MACHINE_OBSERVATION",42.35,3.25000000000001,5.28,5052,1756,4431,1807
38.9918,8.3905,2014,9,"Italy","MACHINE_OBSERVATION",NA,NA,NA,5238,1884,4617,2092
37.6835,-0.7371,2013,7,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4414,2376,3794,2403
37.6345,-0.6936,2013,7,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4421,2378,3801,2407
41.198,1.6726,2013,7,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4859,1936,4239,1968
37.6344,-0.6935,2013,7,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4421,2378,3801,2407
37.67,-0.7402,2013,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4414,2377,3794,2405
37.6337,-0.6995,2013,10,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4421,2379,3801,2408
60.25234,25.391212,2012,5,"Finland","MACHINE_OBSERVATION",NA,NA,NA,772,762,1228,835
39.462,2.4715,2012,6,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4760,2061,4140,2133
41.1431,1.4136,2004,8,"Spain","MACHINE_OBSERVATION",NA,NA,NA,4851,1953,4230,1980
42.605164,11.157375,2025,1,"Italy","HUMAN_OBSERVATION",42.55,11.15,6.17,5586,1433,4966,1683
48.592886,-2.807625,2025,1,"France","HUMAN_OBSERVATION",48.65,-2.74999999999999,7.64,2082,1610,1462,1390
50.147742,-5.055947,2025,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1677,1536,1379
48.724582,-4.010359,2025,1,"France","HUMAN_OBSERVATION",NA,NA,NA,2143,1685,1522,1442
42.102265,19.088347,2025,1,"Montenegro","HUMAN_OBSERVATION",42.05,19.05,6.62,6474,1379,5854,1814
42.644961,11.152649,2025,1,"Italy","HUMAN_OBSERVATION",42.55,11.15,10.57,5586,1433,4966,1683
38.682396,-9.166369,2025,1,"Portugal","HUMAN_OBSERVATION",38.65,-9.24999999999999,8.11,3421,2737,2801,2606
50.1449,-5.065164,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
50.142473,-5.068565,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
38.688747,-9.361837,2025,2,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3412,2740,2792,2607
40.462688,0.47002,2025,2,"Spain","HUMAN_OBSERVATION",40.45,0.55000000000001,6.92,4757,2058,4137,2077
38.631675,0.031412,2025,2,"Spain","HUMAN_OBSERVATION",38.55,0.05000000000001,9.23,4537,2257,3917,2290
53.221064,-4.164947,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.31,2305,1493,1676,1110
50.35591,-4.12591,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
44.850842,13.835538,2025,2,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.75,6910,1124,6290,1434
44.860199,13.813689,2025,2,"Croatia","HUMAN_OBSERVATION",44.85,13.75,5.15,6910,1124,6290,1434
44.850432,13.834118,2025,2,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.64,6910,1124,6290,1434
38.631874,0.031585,2025,2,"Spain","HUMAN_OBSERVATION",38.55,0.05000000000001,9.25,4537,2257,3917,2290
38.631611,0.031401,2025,2,"Spain","HUMAN_OBSERVATION",38.55,0.05000000000001,9.23,4537,2257,3917,2290
53.220989,-4.16379,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.24,2305,1493,1676,1110
39.740919,3.2152,2025,2,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4867,2002,4246,2087
48.641163,-2.484772,2025,2,"France","HUMAN_OBSERVATION",48.65,-2.54999999999999,4.9,2076,1598,1456,1381
28.139514,-15.436988,2025,2,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4669,4013,4049,3905
50.356819,-4.12735,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
48.782873,-3.584485,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,2111,1655,1491,1417
56.065175,-2.783381,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-2.84999999999999,4.47,1574,1373,952,906
43.437715,5.19538,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
43.437715,5.19538,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
43.437715,5.19538,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
43.437715,5.19538,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1566,4610,1649
38.522469,-28.668815,2025,3,"Portugal","HUMAN_OBSERVATION",38.45,-28.65,8.23,4445,3950,3825,3608
53.221177,-4.164527,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.28,2305,1493,1676,1110
50.355883,-4.126561,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
36.078431,-5.760562,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3900,2772,3280,2728
38.834268,0.132794,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4579,2227,3959,2258
38.834404,0.132675,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4579,2227,3959,2258
36.483682,-6.266368,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3842,2761,3222,2705
47.296168,-2.549208,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,2441,1682,1821,1502
50.592797,-3.442433,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2034,1552,1414,1262
53.016924,-9.405511,2025,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,2398,1846,1768,1430
50.142236,-5.069278,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1679,1536,1380
38.688373,-9.360814,2025,3,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3412,2740,2792,2607
48.692802,-1.955192,2025,3,"France","HUMAN_OBSERVATION",48.75,-1.94999999999999,6.38,2056,1554,1436,1345
39.365259,-9.371722,2025,3,"Portugal","HUMAN_OBSERVATION",39.35,-9.44999999999999,6.95,3323,2690,2703,2547
53.017429,-9.406083,2025,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,2398,1846,1768,1430
48.728316,-3.985016,2025,3,"France","HUMAN_OBSERVATION",NA,NA,NA,2135,1684,1515,1441
37.133565,-7.603442,2025,3,"Portugal","HUMAN_OBSERVATION",37.15,-7.54999999999999,5.08,3719,2771,3098,2685
28.93093,-13.82837,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4550,3853,3930,3759
43.535414,-7.036062,2025,3,"Spain","HUMAN_OBSERVATION",43.65,-7.04999999999999,12.81,2775,2210,2155,2035
29.2085,-13.4269,2025,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4509,3805,3889,3715
58.37131,11.61579,2025,3,"Sweden","HUMAN_OBSERVATION",58.35,11.55,4.52,752,616,80,75
58.687495,9.229327,2025,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,843,746,191,185
43.32959,5.050676,2025,4,"France","HUMAN_OBSERVATION",43.25,5.05000000000001,8.86,5209,1590,4588,1672
54.642592,-5.530607,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.44999999999999,5.26,2126,1552,1497,1116
50.796133,-1.019403,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1856,1387,1236,1127
43.345853,5.023251,2025,4,"France","HUMAN_OBSERVATION",43.35,4.95000000000001,5.95,5211,1586,4590,1663
54.393406,-5.576893,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.54,2150,1562,1520,1131
55.980824,-3.215123,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-3.24999999999999,8,1598,1398,977,929
42.410855,3.164526,2025,4,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.27,5063,1747,4443,1796
44.901264,13.766022,2025,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6920,1118,6300,1429
50.356826,-4.126286,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
50.356871,-4.125127,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1607,1479,1315
50.357092,-4.127001,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
50.147664,-5.058732,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1379
50.356761,-4.127006,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
50.356745,-4.126271,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
46.620124,-1.876375,2025,4,"France","HUMAN_OBSERVATION",46.65,-1.94999999999999,6.54,2509,1689,1889,1537
53.221246,-4.164542,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.28,2305,1493,1676,1110
50.356405,-4.12713,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1315
40.052167,3.977306,2025,4,"Spain","HUMAN_OBSERVATION",40.15,3.95000000000001,11.14,4918,1931,4298,2028
43.475977,-5.170291,2025,4,"Spain","HUMAN_OBSERVATION",43.55,-5.14999999999999,8.4,2761,2105,2141,1963
52.896629,-4.327663,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2339,1521,1709,1147
43.442707,4.951436,2025,4,"France","HUMAN_OBSERVATION",43.35,4.95000000000001,10.32,5211,1586,4590,1663
42.409737,3.163037,2025,4,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.43,5063,1747,4443,1796
43.401306,5.134563,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1573,4610,1654
43.401306,5.134563,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1573,4610,1654
43.401306,5.134563,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1573,4610,1654
39.169066,23.503485,2025,4,"Greece","HUMAN_OBSERVATION",NA,NA,NA,6849,1738,6229,2228
42.410934,3.164418,2025,4,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.27,5063,1747,4443,1796
42.097652,19.085749,2025,4,"Montenegro","HUMAN_OBSERVATION",NA,NA,NA,6474,1374,5854,1810
54.482575,10.070189,2025,4,"Germany","HUMAN_OBSERVATION",54.55,10.05,7.62,593,557,370,364
54.73251,18.584587,2025,4,"Poland","HUMAN_OBSERVATION",NA,NA,NA,34,32,644,537
54.73219,18.584004,2025,4,"Poland","HUMAN_OBSERVATION",NA,NA,NA,34,32,644,537
42.957951,9.454285,2025,4,"France","HUMAN_OBSERVATION",42.95,9.55000000000001,7.85,5487,1441,4866,1646
46.107722,-1.14378,2025,4,"France","HUMAN_OBSERVATION",46.05,-1.14999999999999,6.44,2601,1684,1981,1563
59.849277,23.281771,2025,4,"Finland","HUMAN_OBSERVATION",NA,NA,NA,665,663,1103,710
63.228625,8.228909,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1655,1145,1026,647
60.269201,5.22073,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1231,1033,601,472
58.490106,5.807554,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1014,908,384,361
63.622798,9.735213,2025,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1750,1140,1120,671
42.626925,18.120375,2025,5,"Croatia","HUMAN_OBSERVATION",42.65,18.05,6.31,6540,1313,5920,1730
50.789648,-0.00405,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1786,1323,1166,1080
47.473225,-3.103517,2025,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2389,1704,1769,1510
36.720519,-4.379889,2025,5,"Spain","HUMAN_OBSERVATION",36.65,-4.34999999999999,8.29,4053,2648,3433,2621
50.145222,-5.064109,2025,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
60.269613,5.223895,2025,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1231,1033,601,472
37.658537,-8.801447,2024,1,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3528,2795,2908,2684
37.653305,-8.803033,2024,1,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3528,2796,2908,2685
46.035865,-1.411367,2024,1,"France","HUMAN_OBSERVATION",NA,NA,NA,2585,1701,1965,1575
35.965444,14.395989,2024,1,"Malta","HUMAN_OBSERVATION",36.05,14.35,10.28,5775,2072,5155,2412
44.853474,13.826251,2024,2,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.03,6910,1124,6290,1434
38.427275,22.439708,2024,2,"Greece","HUMAN_OBSERVATION",38.35,22.45,8.65,6500,1813,5880,2287
50.1449,-5.064907,2024,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1678,1536,1380
50.141976,-5.069512,2024,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1679,1536,1380
44.136164,9.680176,2024,2,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.89,5550,1327,4930,1523
50.142215,-5.068724,2024,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1679,1536,1380
41.92133,3.217317,2024,2,"Spain","HUMAN_OBSERVATION",NA,NA,NA,5004,1797,4384,1853
37.655908,-0.717451,2024,2,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4414,2377,3794,2406
37.716716,-25.518209,2024,2,"Portugal","HUMAN_OBSERVATION",37.65,-25.55,7.94,4283,3812,3663,3504
48.626072,-2.031511,2024,2,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1567,1448,1360
58.685264,9.223919,2024,2,"Norway","HUMAN_OBSERVATION",NA,NA,NA,843,746,191,185
38.264086,21.737897,2024,3,"Greece","HUMAN_OBSERVATION",38.25,21.65,7.84,6421,1815,5800,2278
48.692588,-1.913561,2024,3,"France","HUMAN_OBSERVATION",48.65,-1.84999999999999,6.66,2068,1554,1448,1350
42.250876,-8.827769,2024,3,"Spain","HUMAN_OBSERVATION",NA,NA,NA,3011,2422,2391,2244
51.937203,1.287143,2024,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1610,1190,990,925
44.135878,9.682412,2024,3,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.9,5550,1327,4930,1523
44.135878,9.682412,2024,3,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.9,5550,1327,4930,1523
44.135878,9.682412,2024,3,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.9,5550,1327,4930,1523
44.135878,9.682412,2024,3,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.9,5550,1327,4930,1523
44.135878,9.682412,2024,3,"Italy","HUMAN_OBSERVATION",44.05,9.65000000000001,9.9,5550,1327,4930,1523
37.559746,15.160295,2024,3,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5925,1896,5305,2251
39.75396,9.673273,2024,3,"Italy","HUMAN_OBSERVATION",39.75,9.75000000000001,6.58,5426,1765,4805,1999
47.137162,-2.246912,2024,3,"France","HUMAN_OBSERVATION",NA,NA,NA,2468,1674,1847,1504
37.937217,23.658755,2024,3,"Greece","HUMAN_OBSERVATION",37.85,23.65,9.74,6615,1884,5995,2371
43.548679,-5.640173,2024,3,"Spain","HUMAN_OBSERVATION",43.65,-5.64999999999999,11.31,2756,2127,2136,1974
54.293061,-8.932164,2024,4,"Ireland","HUMAN_OBSERVATION",54.35,-8.94999999999999,6.44,2202,1781,1572,1336
43.289611,17.01809,2024,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6622,1247,6002,1643
42.653947,18.066498,2024,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6540,1312,5920,1730
39.690803,9.661753,2024,4,"Italy","HUMAN_OBSERVATION",39.65,9.75000000000001,8.82,5415,1776,4794,2010
42.653997,18.066572,2024,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6540,1312,5920,1730
42.653997,18.066572,2024,4,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6540,1312,5920,1730
51.941275,1.290672,2024,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1610,1190,990,925
38.986153,-9.416752,2024,4,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3368,2718,2748,2580
43.425597,-1.618758,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2819,1913,2199,1839
42.532459,3.079751,2024,4,"France","HUMAN_OBSERVATION",42.55,3.15000000000001,6.08,5075,1742,4455,1788
42.407622,3.158308,2024,4,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.89,5063,1747,4443,1796
44.860013,13.8062,2024,4,"Croatia","HUMAN_OBSERVATION",44.85,13.75,4.57,6910,1124,6290,1434
42.696122,9.45126,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5466,1470,4846,1674
42.405218,3.159748,2024,4,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.94,5063,1747,4443,1796
38.682717,-9.314278,2024,4,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3412,2737,2792,2605
45.537779,13.605386,2024,4,"Slovenia","HUMAN_OBSERVATION",NA,NA,NA,7000,1055,6380,1357
47.484681,-2.794733,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2419,1685,1799,1496
42.696353,9.451138,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5466,1470,4846,1674
48.349563,-4.571087,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2231,1742,1611,1501
54.391235,-8.573357,2024,4,"Ireland","HUMAN_OBSERVATION",54.45,-8.54999999999999,6.71,2192,1753,1562,1308
54.526089,-5.567715,2024,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,5.94,2138,1567,1508,1132
56.330461,-6.392086,2024,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1931,1592,1302,1108
43.405751,5.116433,2024,4,"France","HUMAN_OBSERVATION",NA,NA,NA,5230,1573,4610,1654
38.269317,15.231703,2024,4,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5825,1817,5204,2173
55.754006,-4.917653,2024,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2069,1504,1440,1039
54.554511,-5.478072,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2138,1555,1508,1122
55.212101,-6.659257,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2056,1620,1427,1163
52.415539,-4.087894,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.45,-4.14999999999999,5.7,2385,1524,1756,1166
40.933937,12.98037,2024,5,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5699,1561,5079,1865
50.137945,-5.076567,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2156,1679,1536,1381
45.58815,13.706966,2024,5,"Slovenia","HUMAN_OBSERVATION",45.55,13.65,6.14,7000,1052,6380,1356
39.372424,-9.341576,2024,5,"Portugal","HUMAN_OBSERVATION",39.45,-9.34999999999999,8.67,3311,2676,2691,2533
39.372424,-9.341576,2024,5,"Portugal","HUMAN_OBSERVATION",39.45,-9.34999999999999,8.67,3311,2676,2691,2533
53.220969,-4.164627,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,8.29,2305,1493,1676,1110
45.070537,13.636797,2024,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6934,1103,6314,1409
47.810028,-4.174588,2024,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2311,1750,1691,1529
43.008283,9.401267,2024,5,"France","HUMAN_OBSERVATION",NA,NA,NA,5475,1440,4855,1640
40.434647,9.7808,2024,5,"Italy","HUMAN_OBSERVATION",40.45,9.85000000000001,6.11,5485,1689,4865,1921
56.106614,-6.199246,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1953,1581,1324,1103
42.408354,3.160608,2024,5,"Spain","HUMAN_OBSERVATION",42.45,3.25000000000001,8.69,5063,1747,4443,1796
47.13574,-2.24607,2024,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2468,1674,1847,1504
38.427292,22.439662,2024,5,"Greece","HUMAN_OBSERVATION",38.35,22.45,8.65,6500,1813,5880,2287
41.381592,2.195415,2024,5,"Spain","HUMAN_OBSERVATION",41.35,2.25000000000001,5.76,4904,1894,4283,1937
38.511403,-9.17246,2024,5,"Portugal","HUMAN_OBSERVATION",38.55,-9.24999999999999,8,3425,2745,2805,2616
44.70743,14.864735,2024,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6857,1117,6237,1459
37.748112,23.425663,2024,5,"Greece","HUMAN_OBSERVATION",37.75,23.35,6.66,6592,1890,5972,2374
58.340321,11.907282,2024,5,"Sweden","HUMAN_OBSERVATION",58.25,11.65,18.1,742,605,69,64
55.734955,10.88847,2024,5,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,584,515,219,223
51.77378,-8.311357,2024,5,"Ireland","HUMAN_OBSERVATION",51.75,-8.24999999999999,4.99,2472,1815,1851,1439
44.812017,14.746488,2024,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6869,1108,6249,1447
44.658839,14.399589,2024,5,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6865,1131,6245,1460
44.850128,13.834691,2024,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.68,6910,1124,6290,1434
49.938628,1.109143,2024,5,"France","HUMAN_OBSERVATION",49.95,1.05000000000001,4.42,1787,1299,1167,1109
49.938517,1.10938,2024,5,"France","HUMAN_OBSERVATION",49.95,1.05000000000001,4.44,1787,1299,1167,1109
59.785219,5.119452,2024,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1175,1009,545,449
47.567484,-3.079621,2024,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2393,1697,1772,1501
49.714028,-2.229394,2024,5,"Guernsey","HUMAN_OBSERVATION",NA,NA,NA,1973,1518,1353,1275
44.828362,13.839408,2024,5,"Croatia","HUMAN_OBSERVATION",44.85,13.75,7.46,6910,1124,6290,1434
38.68802,-9.360992,2024,5,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3412,2740,2792,2607
63.057987,7.882429,2024,5,"Norway","HUMAN_OBSERVATION",63.05,7.95000000000001,3.52,1640,1138,1011,633
39.167507,23.337275,2024,5,"Greece","HUMAN_OBSERVATION",NA,NA,NA,6862,1735,6242,2223
39.948997,8.400112,2024,5,"Italy","HUMAN_OBSERVATION",39.95,8.35000000000001,4.28,5264,1787,4644,1987
50.256287,-3.858605,2024,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2074,1595,1454,1310
