"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Crete_seaway","Crete_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","RavennaM_seaway","RavennaM_geodesic"
50.358933,-4.121266,2011,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2885,4991,1423,4958,1402
50.369445,-4.132758,2010,2,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.369445,-4.132758,2010,2,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.369445,-4.132758,2010,11,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.369445,-4.132758,2010,11,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
60.151716,-1.130133,1988,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",60.15,-1.04999999999999,4.44,5947,3338,6178,1893,6145,1963
50.895028,-1.408127,1976,6,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.85,-1.34999999999999,6.47,4921,2734,5153,1254,5120,1248
50.363742,-4.14137,1974,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.363742,-4.14137,1974,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.795519,-0.923023,1958,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4933,2705,5165,1224,5132,1219
50.815046,-1.018124,1958,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-1.04999999999999,7.58,4929,2710,5160,1231,5127,1224
50.79107,-1.106293,1958,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4926,2716,5157,1236,5124,1230
50.365556,-4.110555,1956,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2885,4991,1422,4958,1401
50.363742,-4.14137,1956,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.365556,-4.110555,1956,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2885,4991,1422,4958,1401
50.363742,-4.14137,1956,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.365556,-4.110555,1955,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2885,4991,1422,4958,1401
50.365556,-4.110555,1955,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2885,4991,1422,4958,1401
50.357161,-4.145511,1948,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.357161,-4.145511,1948,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4759,2887,4991,1424,4958,1403
50.832727,-0.281347,1947,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.24999999999999,9.47,4971,2661,5203,1179,5170,1176
50.832727,-0.281347,1947,7,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.24999999999999,9.47,4971,2661,5203,1179,5170,1176
50.829998,-0.243609,1937,1,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.75,-0.24999999999999,8.92,4971,2661,5203,1179,5170,1176
35.343153,25.136605,NA,NA,"Greece","OCCURRENCE",NA,NA,NA,0,0,1560,1494,1528,1486
35.343153,25.136605,NA,NA,"Greece","OCCURRENCE",NA,NA,NA,0,0,1560,1494,1528,1486
