"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic"
52.94797,1.205629,2013,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,665,469
51.69346,-5.086937,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,288,161
52.95043,1.16949,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,672,467
51.69346,-5.086937,2013,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,288,161
51.99409,1.274345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,534,420
50.177176,-5.051092,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,67
50.364141,-4.129345,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.358004,-4.120635,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
50.36344,-4.167279,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,1
50.368609,-4.130952,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.151735,-5.060672,2013,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,69
50.56934,-2.447859,2013,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,7.25,151,130
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.370843,-4.131755,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.362113,-4.117303,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
50.362113,-4.117303,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
53.919353,-3.014016,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,607,403
51.33345,3.20367,2012,5,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.16,569,526
50.79103,-1.029539,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,253,226
51.33326,3.20197,2012,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.07,569,526
51.33309,3.20219,2012,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,569,526
51.3331,3.20321,2012,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,569,526
57.683147,-4.038499,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.65,-3.94999999999999,6.43,1328,811
54.05151,-6.190184,2012,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,558,433
57.68549,-4.167801,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.55,-4.14999999999999,15.12,1344,799
50.003219,-5.164278,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",49.95,-5.14999999999999,6.01,87,85
51.7,3.8,2012,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,629,577
51.7,3.85,2012,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,629,580
58.987522,-2.959568,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",59.05,-2.94999999999999,6.98,1229,970
54.48106,-5.638785,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.7,596,464
54.49606,-5.643287,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.02,609,476
54.49357,-5.647793,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.28,609,476
54.51774,-5.64562,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,609,473
54.41439,-5.640966,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.1,596,464
54.49006,-5.641795,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.69,609,476
50.20895,-5.026471,2012,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.77,72,68
50.22788,-5.014739,2012,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,9.03,72,68
50.15257,-5.046024,2012,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,68
50.370843,-4.131755,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.7,3.85,2011,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,629,580
54.66442,-5.669622,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.61,637,498
50.160442,-5.088535,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
50.361856,-4.131352,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.362113,-4.117303,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
50.361856,-4.131352,2011,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.826661,-0.233669,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,8.61,307,280
50.749141,-1.526519,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.39,222,196
50.362113,-4.117303,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
50.855988,-1.312334,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,236,208
51.6,4.05,2011,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,646,592
50.892426,-1.397107,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,236,204
50.806451,-0.092499,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.04999999999999,6.96,321,294
50.79103,-1.029539,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,253,226
50.605361,-2.446495,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.19,151,130
50.714129,-1.980118,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,190,167
51.33333,3.2024,2011,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,569,526
50.361856,-4.131352,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.704009,-4.929872,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.24,288,156
51.704009,-4.929872,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.24,288,156
51.65,3.75,2011,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,622,573
50.370843,-4.131755,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.704079,-4.929374,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.27,288,156
50.160442,-5.088535,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
51.704079,-4.929374,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.27,288,156
51.33349,3.20291,2011,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.11,569,526
51.3331,3.20218,2011,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,569,526
53,4.85,2011,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,751,688
53,4.85,2011,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,751,688
51.719522,-4.884539,2011,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.09,292,149
51.71986,-4.884448,2011,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.11,292,149
51.65,3.75,2011,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,622,573
51.3334,3.20346,2010,5,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,569,526
51.33378,3.20457,2010,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.2,569,526
50.370843,-4.131755,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.362113,-4.117303,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
50.160442,-5.088535,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
50.361856,-4.131352,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.152203,-5.060002,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,69
50.160442,-5.088535,2009,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
51.75,3.8,2009,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,578
54.07335,-6.18535,2009,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,558,435
50.362113,-4.117303,2009,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
54.09652,-6.209527,2009,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.05,-6.14999999999999,6.48,558,432
51.33319,3.2026,2009,5,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.11,569,526
50.370843,-4.131755,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.361856,-4.131352,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.33309,3.20069,2009,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4,569,526
50.160442,-5.088535,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
51.33313,3.20217,2009,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,569,526
50.370843,-4.131755,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.5,4,2009,9,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,640,584
51.5,4,2009,9,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,640,584
50.361856,-4.131352,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.160442,-5.088535,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
50.79103,-1.029539,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,253,226
50.714129,-1.980118,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,190,167
50.855988,-1.312334,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,236,208
51.40606,0.536267,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,15.62,518,365
50.605361,-2.446495,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.19,151,130
50.749141,-1.526519,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.39,222,196
50.826661,-0.233669,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,8.61,307,280
50.362113,-4.117303,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
51.45,4.05,2009,11,"Netherlands","HUMAN_OBSERVATION",51.45,3.95000000000001,6.94,651,582
51.624695,0.808531,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,0.85000000000001,8.8,514,375
52.47198,1.716402,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,590,471
51.758702,0.845828,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,7.24,521,389
51.999526,1.269072,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,534,420
50.892426,-1.397107,2009,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,236,204
51.33356,3.20277,2008,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.1,569,526
51.33399,3.20423,2008,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.17,569,526
51.33335,3.20346,2008,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,569,526
51.33337,3.20179,2008,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.05,569,526
51.33383,3.20432,2008,11,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.18,569,526
44.673502,-1.206562,2007,5,"France","HUMAN_OBSERVATION",44.75,-1.24999999999999,9.18,710,662
50.160442,-5.088535,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
50.714129,-1.980118,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,190,167
50.605361,-2.446495,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.19,151,130
50.361856,-4.131352,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.362113,-4.117303,2006,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,3
51.3334,3.20234,2006,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.08,569,526
51.3334,3.20346,2006,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,569,526
50.714129,-1.980118,2006,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,190,167
50.160442,-5.088535,2006,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,70
50.361856,-4.131352,2006,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.826661,-0.233669,2005,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,8.61,307,280
43.443608,3.67226,2005,10,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.57,3162,980
51.33311,3.20174,2004,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.06,569,526
51.33311,3.20174,2004,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.06,569,526
51.33311,3.20174,2004,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.06,569,526
50.855988,-1.312334,2004,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,236,208
50.615523,-3.421884,2004,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,100,59
50.361856,-4.131352,2004,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
50.714129,-1.980118,2004,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,190,167
52.361339,-9.839745,2000,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,598,454
51.33319,3.20234,2000,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,569,526
51.33319,3.20183,1999,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.06,569,526
53.298603,-6.138389,NA,NA,"Ireland","HUMAN_OBSERVATION",53.35,-6.14999999999999,5.77,480,359
52.172433,-6.588096,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,354,263
52.151749,-6.98437,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,366,280
51.472212,-9.466278,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393
52.2589,-9.914521,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,585,453
52.652934,-9.551765,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,635,453
53.553688,-9.989611,NA,NA,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,11.04,737,540
53.866321,-9.666198,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,767,542
53.966188,-9.90486,NA,NA,"Ireland","HUMAN_OBSERVATION",54.05,-9.94999999999999,9.79,776,570
54.949264,-8.409701,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,884,585
55.134568,-7.6873,NA,NA,"Ireland","HUMAN_OBSERVATION",55.15,-7.54999999999999,8.9,818,579
55.157358,-7.5205,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,818,579
55.13444,-7.141041,NA,NA,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,768,567
54.664877,-5.671301,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.57,637,498
47.63592,-2.77751,NA,NA,"France","HUMAN_OBSERVATION",47.55,-2.84999999999999,11,414,328
55.292,-6.194,2022,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,700,565
51.74,3.828,2019,6,"Netherlands","MATERIAL_SAMPLE",NA,NA,NA,632,580
51.681,3.772,2019,7,"Netherlands","MATERIAL_SAMPLE",NA,NA,NA,622,575
50.711448,-1.977492,2018,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.65,-1.84999999999999,11.3,190,167
50.711448,-1.977492,2018,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",50.65,-1.84999999999999,11.3,190,167
50.895004,-1.391334,2011,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,236,204
50.895004,-1.391334,2011,3,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,236,204
54.1865,7.8763,2011,7,"Germany","MATERIAL_SAMPLE",NA,NA,NA,998,923
42.98201,12.763658,2010,12,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,4832,1527
51.710666,-4.944003,2008,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.96,288,156
51.710666,-4.944003,2008,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",51.65,-5.04999999999999,9.96,288,156
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3673,-4.1554,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3668,-4.1561,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3668,-4.1561,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3674,-4.1544,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
50.3674,-4.1544,2019,NA,"United Kingdom of Great Britain and Northern Ireland","OCCURRENCE",NA,NA,NA,0,0
