"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic"
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
40.36501,-3.651625,NA,NA,"Spain","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
46.64237,2.194024,NA,NA,"France","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
46.64237,2.194024,NA,NA,"France","MATERIAL_SAMPLE",NA,NA,NA,NA,NA,NA,NA
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
42.98201,12.763658,NA,NA,"Italy","MATERIAL_SAMPLE",43.65,13.45,92.84,127,125,127,125
