"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Limfjord_seaway","Limfjord_geodesic"
51.239066,2.926554,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.47,25,24,778,748
54.345377,8.595128,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,514,495,346,286
52.96803,0.518868,2025,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.95,0.45000000000001,5.04,286,257,734,705
51.103134,2.584767,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,50,48,798,772
51.309478,3.100855,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,6,760,734
52.143061,4.322545,2025,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,5.02,119,117,647,613
52.143932,4.323863,2025,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,5.09,119,117,647,613
52.147218,4.327997,2025,1,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,5.34,119,117,647,613
51.231764,2.908017,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,4.52,25,24,778,748
52.258808,4.438928,2025,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.14,132,130,635,600
52.257572,4.437758,2025,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.04,132,130,635,600
51.080819,2.517225,2025,1,"France","HUMAN_OBSERVATION",51.15,2.55000000000001,8.03,50,47,798,768
52.95,4.7,2025,1,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,3.35,206,206,554,523
51.062558,2.441558,2025,1,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.75,57,54,802,772
51.4,3.6,2025,1,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,32,30,738,705
51.7,3.75,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,56,57,712,674
52.45,4.55,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
52.35,4.5,2025,1,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,3.4,145,143,623,587
53.45,5.8,2025,1,"Netherlands","HUMAN_OBSERVATION",53.55,5.75000000000001,11.61,304,302,463,428
53.609156,6.685328,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,362,348,432,396
53.567778,6.698913,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,345,443,400
53.253341,0.329961,2025,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,297,286,724,689
51.068596,2.470216,2025,1,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.17,57,54,802,772
54.649192,8.314018,2025,1,"Germany","HUMAN_OBSERVATION",54.65,8.25000000000001,4.12,509,502,310,256
53.58187,6.6599,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,344,443,400
53,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,213,216,548,513
52.05,4.2,2025,1,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,660,626
53,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,213,216,548,513
54.265254,8.669219,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,517,493,358,295
53,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,213,216,548,513
53.683599,7.102243,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,395,373,427,379
53.758938,7.589874,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,425,403,412,362
53.73125,7.434212,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,418,393,413,368
53.731267,7.374938,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,390,414,369
53.667294,6.883161,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,375,361,430,386
53.667294,6.883161,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,375,361,430,386
53.667294,6.883161,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,375,361,430,386
53.3,5.05,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,250,253,512,475
53.15,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,3.34,229,228,531,500
53.15,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,3.34,229,228,531,500
53.1,4.75,2025,1,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,5.57,229,228,531,500
52.2,4.4,2025,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,635,600
52.2,4.35,2025,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5.57,132,130,635,600
53.725142,7.363865,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,389,414,370
52.35,4.5,2025,1,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,3.4,145,143,623,587
52.45,4.55,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
53,4.8,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,213,216,548,513
52.2,4.35,2025,1,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5.57,132,130,635,600
51.7,3.75,2025,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,56,57,712,674
53.678186,6.951285,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,381,366,429,383
52.978013,0.813501,2025,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.85000000000001,8.38,256,246,704,677
51.27135,3.21358,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,9.81,0,0,760,728
51.34327,3.23307,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.82,0,0,760,728
51.11141,2.6632,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,43,795,768
51.13947,2.68753,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,40,795,764
51.13325,2.67538,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,41,795,765
51.08946,2.54654,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.74,50,47,798,768
51.23973,2.92664,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.46,25,24,778,748
51.15399,2.7194,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.65000000000001,4.87,43,41,795,765
51.24113,2.9326,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.84,25,24,778,748
51.24181,2.93583,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.05,25,24,778,748
51.33347,3.17897,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,3,760,729
51.09868,2.57274,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,5.93,50,47,798,768
51.23927,2.93081,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.76,25,24,778,748
51.24044,2.93031,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.7,25,24,778,748
51.28138,3.03448,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,7.71,7,7,762,731
51.28139,3.03447,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,7.71,7,7,762,731
51.24396,2.93786,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.16,25,24,778,748
51.34344,3.23023,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.63,0,0,760,728
51.06601,3.09322,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,26.61,25,24,778,748
51.34448,3.22622,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.34,0,0,760,728
51.20968,2.86254,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,25,25,778,752
51.24499,2.94611,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.72,25,24,778,748
51.23868,2.92755,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.55,25,24,778,748
51.16214,2.74973,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.78,32,30,781,752
51.16203,2.7499,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.79,32,30,781,752
51.13905,2.68448,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,40,795,765
51.23932,2.93028,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.72,25,24,778,748
51.24046,2.93402,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.95,25,24,778,748
51.24054,2.9342,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.96,25,24,778,748
51.23868,2.9282,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.59,25,24,778,748
51.2386,2.92802,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.58,25,24,778,748
51.24086,2.93434,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.96,25,24,778,748
51.3222,3.14759,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,3,760,731
51.31565,3.11496,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,5,760,733
51.31757,3.12137,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,4,760,732
51.31357,3.11391,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,5,760,733
51.31401,3.11496,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,5,760,733
51.31671,3.12542,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,4,760,732
51.12282,2.63206,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,44,795,768
51.09583,2.56192,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.09,50,47,798,768
51.13939,2.68502,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,40,795,765
51.12432,2.63595,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,44,795,768
51.2392,2.92811,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.57,25,24,778,748
51.11373,2.61078,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,46,795,770
51.11359,2.61025,2025,1,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,46,795,770
51.0968,2.56786,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.05,50,47,798,768
51.24313,2.93982,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.31,25,24,778,748
51.09613,2.5648,2025,1,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.09,50,47,798,768
51.26442,2.9957,2025,1,"Belgium","HUMAN_OBSERVATION",51.35,2.95000000000001,10.04,14,14,765,735
51.24447,2.94512,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.66,25,24,778,748
51.24119,2.93642,2025,1,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.1,25,24,778,748
54.875854,8.288941,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,523,522,287,231
54.680965,8.516609,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,526,517,312,250
53.673428,6.957585,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,381,366,429,383
53.68819,7.085786,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,388,373,428,379
54.67971,8.543953,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,526,518,312,249
54.874588,8.288879,2025,1,"Germany","HUMAN_OBSERVATION",NA,NA,NA,523,522,287,231
55.140789,8.476369,2025,1,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,557,551,256,199
52.222453,4.405586,2025,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,4.87,132,130,635,600
52.460098,4.552143,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,157,610,573
52.46788,4.564699,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,158,610,572
52.229892,4.415558,2025,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5,132,130,635,600
52.976579,0.813604,2025,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.85000000000001,8.53,256,246,704,677
52.158404,4.341932,2025,2,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,6.35,119,117,647,613
52.3,4.45,2025,2,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,5.57,145,143,623,587
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
53.734967,7.413813,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,418,392,413,368
52.9,4.7,2025,2,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,6.5,206,206,554,523
55.530127,8.18685,2025,2,"Denmark","HUMAN_OBSERVATION",55.55,8.25000000000001,4.55,582,577,209,159
53.575348,6.674535,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,344,443,400
53.15,4.8,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,3.34,229,228,531,500
52.05,4.15,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,106,104,660,626
53.15,5.4,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,3.34,255,250,515,480
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
52.9,4.7,2025,2,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,6.5,206,206,554,523
51.55,3.55,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,6.92,31,30,731,698
51.7,3.65,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,52,715,677
51.65,3.65,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,49,48,715,682
51.55,3.5,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,3.46,31,30,731,698
51.55,3.5,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,3.46,31,30,731,698
51.55,3.45,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,31,30,731,698
51.8,3.9,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,73,72,696,659
53.35,5.2,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,265,263,497,465
52.2,4.4,2025,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,635,600
52.15,4.3,2025,2,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,647,613
51.06257,2.448327,2025,2,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.73,57,54,802,772
51.050842,2.375337,2025,2,"France","HUMAN_OBSERVATION",51.05,2.25000000000001,8.77,74,71,819,789
53.794353,7.884772,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,445,421,410,354
51.072055,2.486167,2025,2,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.04,57,54,802,772
51.071922,2.485733,2025,2,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,9.04,57,54,802,772
53.4,5.3,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,270,271,494,457
52.3,4.45,2025,2,"Netherlands","HUMAN_OBSERVATION",52.35,4.45000000000001,5.57,145,143,623,587
53.731556,7.374965,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,390,414,369
51.7,3.75,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,56,57,712,674
53.45,5.9,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,307,299,469,434
53.3,5,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,250,251,512,477
53.45,6.1,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,320,308,464,428
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
52.9,4.7,2025,2,"Netherlands","HUMAN_OBSERVATION",52.95,4.65000000000001,6.5,206,206,554,523
51.072724,2.487116,2025,2,"France","HUMAN_OBSERVATION",51.15,2.45000000000001,8.98,57,54,802,772
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,32,30,738,705
51.4,3.7,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,32,30,738,705
51.55,3.5,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,3.46,31,30,731,698
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
52.2,4.4,2025,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,132,130,635,600
53.1,4.75,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,5.57,229,228,531,500
53.25,7.05,2025,2,"Netherlands","HUMAN_OBSERVATION",53.35,6.95000000000001,12.97,388,341,462,418
52.75,4.65,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,187,187,576,542
53.763954,7.667513,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,432,407,411,360
52.65,4.6,2025,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,3.38,174,174,588,555
54.535054,8.623636,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,529,511,324,265
52.15,4.3,2025,2,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,3.42,119,117,647,613
53.736408,7.398995,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,392,414,368
51.4,3.6,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,32,30,738,705
52.05,4.2,2025,2,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,660,626
52.05,4.2,2025,2,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,3.42,106,104,660,626
51.4,3.6,2025,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,32,30,738,705
52.4,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,5.57,158,156,610,574
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
53.15,4.8,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,3.34,229,228,531,500
52.45,4.55,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,610,574
54.77414,9.959874,2025,2,"Germany","HUMAN_OBSERVATION",54.85,9.95000000000001,8.47,1202,599,457,235
53.15,4.85,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,229,228,531,500
51.55,3.5,2025,2,"Netherlands","HUMAN_OBSERVATION",51.55,3.45000000000001,3.46,31,30,731,698
52.2,4.35,2025,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5.57,132,130,635,600
53.4,5.4,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,274,275,491,454
53.15,5.4,2025,2,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,3.34,255,250,515,480
51.8,3.95,2025,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,73,75,696,657
51.25208,3.01047,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,11.24,7,7,762,731
51.33046,3.17672,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,3,760,729
51.26517,2.99245,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,2.95000000000001,9.89,14,14,765,735
51.26554,2.9933,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,2.95000000000001,9.87,14,14,765,735
51.12685,2.64874,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,43,795,767
51.23521,2.91044,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,4.52,25,24,778,748
51.32339,3.15194,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,3,760,731
51.26729,2.9979,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,2.95000000000001,9.79,14,14,765,735
51.17129,2.76603,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,8.83,32,30,781,752
51.11225,2.60756,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,46,795,770
51.11274,2.60849,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,46,795,770
51.34515,3.23547,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.97,0,0,760,728
51.31436,3.11079,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,5,760,733
51.09407,2.55999,2025,2,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.27,50,47,798,768
51.26965,3.00596,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,9.45,7,7,762,731
51.28853,3.05134,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,6.84,7,7,762,731
51.13493,2.66678,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,41,795,766
51.23894,2.92913,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.65,25,24,778,748
51.23918,2.92987,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.69,25,24,778,748
51.13097,2.64822,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,43,795,767
51.20898,2.85978,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,25,26,778,752
51.22702,2.89464,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,25,22,778,749
51.34443,3.22621,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.34,0,0,760,728
51.2416,2.93356,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.9,25,24,778,748
51.23871,2.92677,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.5,25,24,778,748
51.12484,2.6409,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,43,795,768
51.23968,2.93217,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.84,25,24,778,748
51.27015,3.00825,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,9.35,7,7,762,731
51.23022,2.90442,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,4.39,25,24,778,748
51.3148,3.11633,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,5,760,733
51.34443,3.22621,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.34,0,0,760,728
51.09652,2.56655,2025,2,"Belgium","HUMAN_OBSERVATION",51.15,2.55000000000001,6.06,50,47,798,768
51.23882,2.92838,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.6,25,24,778,748
51.24548,2.94439,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.6,25,24,778,748
51.34334,3.23472,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.94,0,0,760,728
51.34387,3.23149,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.71,0,0,760,728
51.34455,3.22732,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.41,0,0,760,728
51.12182,2.63179,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,44,795,768
51.34474,3.22635,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.34,0,0,760,728
51.24025,2.92807,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.55,25,24,778,748
51.13138,2.65675,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,43,42,795,766
51.24332,2.93918,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.26,25,24,778,748
51.3181,3.12813,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,4,760,732
51.31842,3.12864,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,4,760,732
51.32076,3.13499,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,3,760,731
51.2675,3.00072,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,9.8,7,7,762,731
51.25404,2.96643,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,8.12,25,24,778,748
51.23861,2.92778,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.57,25,24,778,748
51.23884,2.92719,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,5.52,25,24,778,748
51.17918,2.78975,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,8.36,32,30,781,752
51.19471,2.82768,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,6.35,25,24,778,748
51.31731,3.12494,2025,2,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,0,4,760,732
51.28397,3.04145,2025,2,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,7.37,7,7,762,731
51.23492,2.91387,2025,2,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,4.76,25,24,778,748
53.61515,6.747218,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,368,351,431,394
54.84795,8.286341,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,523,519,287,234
53.572716,6.681474,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,358,345,443,400
54.876465,8.289059,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,523,522,287,231
53.679405,6.949916,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,381,366,429,383
54.680008,8.543251,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,526,518,312,249
53.684914,7.01122,2025,2,"Germany","HUMAN_OBSERVATION",NA,NA,NA,388,369,428,381
53.445203,-3.044284,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1141,482,1570,860
53.445336,-3.044887,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1141,482,1570,860
51.235578,3.163078,2025,3,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,12.77,0,0,760,728
52.975495,0.606608,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,0.65000000000001,8.79,269,255,716,687
52.15,4.35,2025,3,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,6.83,119,117,647,613
54.707767,10.005582,2025,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1214,592,469,251
53.730953,7.373778,2025,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,390,414,369
53.734764,7.384872,2025,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,412,391,414,368
