"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Plymouth_seaway","Plymouth_geodesic","Roscoff_seaway","Roscoff_geodesic"
52.95053,1.147377,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,730,672,466,708,593
52.94988,1.207468,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
52.9479,1.222443,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,735,665,470,701,596
48.59619,-2.01798,2021,7,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,6.44,876,744,245,244,158,141
52.93994,1.277369,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,739,665,472,701,597
52.94988,1.207468,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
49.17532,-2.191319,2021,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,849,695,198,194,147,140
52.95679,1.105177,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,727,672,464,708,591
44.62848,-1.24306,2021,7,"France","HUMAN_OBSERVATION",44.65,-1.34999999999999,8.8,1211,1135,716,670,576,494
52.94988,1.207468,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
52.92154,1.345522,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1333,744,659,475,694,599
52.92171,1.348876,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1333,744,659,475,694,599
52.92154,1.345522,2021,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1333,744,659,475,694,599
52.9485,1.20735,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
52.9485,1.20735,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
52.95718,1.101384,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,727,672,464,708,591
52.95037,1.141423,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,730,672,466,708,592
50.60811,-1.949401,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-1.94999999999999,6.47,853,615,179,158,248,250
52.94971,1.166794,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,731,672,467,708,593
52.94923,1.208492,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,734,665,469,701,595
48.83585,-3.51022,2021,8,"France","HUMAN_OBSERVATION",NA,NA,NA,762,657,174,177,33,36
52.96047,1.084916,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",52.95,1.15000000000001,4.52,1346,730,672,466,708,593
48.32548,-4.39306,2021,8,"France","HUMAN_OBSERVATION",NA,NA,NA,753,665,253,228,112,54
52.95012,1.144488,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1346,730,672,466,708,592
52.94698,1.222732,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,735,665,470,701,596
48.59619,-2.01798,2021,8,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,6.44,876,744,245,244,158,141
52.93253,1.315124,2021,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1333,741,659,474,694,598
