"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Getxo_seaway","Getxo_geodesic"
51.5,3.9,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1351,1046
51.75,3.85,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1067
45.99073,-1.10195,2023,1,"France","HUMAN_OBSERVATION",NA,NA,NA,329,331
51.368865,1.129307,2023,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.15000000000001,9.15,1190,955
51.3,3.85,2023,2,"Netherlands","HUMAN_OBSERVATION",51.35,3.85000000000001,5.57,1363,1030
51.3,3.85,2023,2,"Netherlands","HUMAN_OBSERVATION",51.35,3.85000000000001,5.57,1363,1030
51.3,3.85,2023,2,"Netherlands","HUMAN_OBSERVATION",51.35,3.85000000000001,5.57,1363,1030
51.3,3.85,2023,2,"Netherlands","HUMAN_OBSERVATION",51.35,3.85000000000001,5.57,1363,1030
51.4,3.7,2023,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1301,1028
51.5,3.6,2023,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,6.56,1301,1028
51.5,3.95,2023,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1351,1047
51.5,3.75,2023,2,"Netherlands","HUMAN_OBSERVATION",51.65,3.75000000000001,16.7,1322,1054
51.4,3.7,2023,2,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1301,1028
51.368865,1.129307,2023,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.15000000000001,9.15,1190,955
58.76598,11.14074,2023,2,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2197,1973
55.033748,8.442408,2023,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
54.362443,10.090881,2023,3,"Germany","HUMAN_OBSERVATION",54.45,10.25,14.19,2457,1567
54.096475,10.814641,2023,3,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2501,1565
47.605645,-2.758015,2023,3,"France","HUMAN_OBSERVATION",47.55,-2.84999999999999,9.28,469,468
52.106903,4.269365,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1375,1116
53.209878,5.43782,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1504,1262
54.475887,12.502663,2023,3,"Germany","HUMAN_OBSERVATION",54.45,12.45,4.46,2489,1670
51.6,3.95,2023,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1340,1057
53.15,5.4,2023,3,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,3.34,1493,1254
51.65,4,2023,3,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,11.65,1340,1071
53.947281,14.185217,2023,3,"Germany","HUMAN_OBSERVATION",53.95,14.25,4.25,2571,1727
47.598077,-2.731198,2023,4,"France","HUMAN_OBSERVATION",47.55,-2.84999999999999,10.4,469,468
54.32815,10.147915,2023,4,"Germany","HUMAN_OBSERVATION",54.45,10.25,15.09,2457,1567
54.3431,10.17368,2023,4,"Germany","HUMAN_OBSERVATION",54.45,10.25,12.89,2457,1567
51.7,3.95,2023,4,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,1340,1071
53.35,6.85,2023,4,"Netherlands","HUMAN_OBSERVATION",53.35,6.95000000000001,6.64,1626,1333
51.5,4.05,2023,4,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,1347,1056
51.5,4.05,2023,4,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,1347,1056
54.684631,13.429142,2023,4,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2478,1735
51.45,4.05,2023,4,"Netherlands","HUMAN_OBSERVATION",51.45,3.95000000000001,6.94,1351,1043
53.15,4.85,2023,4,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,6.68,1463,1232
51.34116,4.26661,2023,4,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,1371,1045
51.26889,4.30028,2023,4,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,9.68,1371,1045
51.26897,4.3002,2023,4,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,9.67,1371,1045
51.31152,3.12093,2023,4,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,1269,1000
58.33067,11.88433,2023,4,"Sweden","HUMAN_OBSERVATION",58.25,11.65,16.39,2190,1945
57.63,11.88055,2023,4,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.09,2182,1892
54.187844,7.871666,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1699,1444
54.176396,12.02743,2023,5,"Germany","HUMAN_OBSERVATION",54.25,12.05,8.32,2485,1636
51.742809,3.889428,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742809,3.889428,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742654,3.889727,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742654,3.889727,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742654,3.889727,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742654,3.889727,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.742654,3.889727,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
55.029103,8.434099,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1541
51.75,3.9,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1340,1069
51.6,3.95,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1340,1057
51.75,3.85,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1067
51.3,3.85,2023,5,"Netherlands","HUMAN_OBSERVATION",51.35,3.85000000000001,5.57,1363,1030
51.5,4.15,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1358,1055
51.55,4,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1347,1054
51.4,3.7,2023,5,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,11.81,1301,1028
51.65,3.75,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1322,1054
54.031814,8.838338,2023,5,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1760,1471
51.33748,4.20502,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1371,1042
51.3383,4.24239,2023,5,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,1371,1044
57.69361,11.79611,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2180,1902
58.37586,11.38978,2023,5,"Sweden","HUMAN_OBSERVATION",58.25,11.35,14.2,2173,1934
57.5876,11.92595,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,6.17,2182,1892
58.33028,11.57367,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2189,1950
58.33322,11.57402,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2189,1950
58.10574,11.6426,2023,5,"Sweden","HUMAN_OBSERVATION",58.05,11.65,6.22,2182,1928
56.76514,12.62847,2023,5,"Sweden","HUMAN_OBSERVATION",56.75,12.55,5.08,2260,1853
58.34831,11.37488,2023,5,"Sweden","HUMAN_OBSERVATION",58.35,11.25,7.3,2171,1940
58.33778,11.72694,2023,5,"Sweden","HUMAN_OBSERVATION",58.25,11.65,10.76,2190,1945
58.00137,11.53773,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1919
58.00598,11.68949,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2182,1925
58.0777,11.70482,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1932
57.70492,11.73748,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2175,1901
58.05856,11.79832,2023,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1934
57.48188,11.91719,2023,5,"Sweden","HUMAN_OBSERVATION",57.45,11.85,5.36,2186,1883
57.52286,11.93179,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,5.75,2182,1892
57.52286,11.93179,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,5.75,2182,1892
57.52286,11.93179,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,5.75,2182,1892
57.52286,11.93179,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,5.75,2182,1892
57.52275,11.93128,2023,5,"Sweden","HUMAN_OBSERVATION",57.55,11.85,5.73,2182,1892
54.955503,12.462432,2023,6,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,2436,1708
55.026418,8.436403,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1540
55.026418,8.436403,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1785,1540
53.568311,6.754934,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1602,1345
51.5,4.15,2023,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1358,1055
51.4,4.1,2023,6,"Netherlands","HUMAN_OBSERVATION",51.45,4.15000000000001,6.56,1358,1050
51.4,4.1,2023,6,"Netherlands","HUMAN_OBSERVATION",51.45,4.15000000000001,6.56,1358,1050
53.958191,10.909513,2023,6,"Germany","HUMAN_OBSERVATION",54.05,10.95,10.56,2496,1568
53.4,6.1,2023,6,"Netherlands","HUMAN_OBSERVATION",53.45,6.05000000000001,6.48,1552,1307
54.424709,11.096727,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2448,1604
54.153778,11.699637,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1611
51.7,3.85,2023,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1329,1063
51.34055,3.17443,2023,6,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,1269,1004
51.33459,3.20606,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.26,1269,1004
51.33319,3.20106,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.01,1269,1004
51.33318,3.201,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.01,1269,1004
51.33325,3.201,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.01,1269,1004
51.3341,3.2039,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,1269,1004
51.33409,3.2039,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.15,1269,1004
51.33306,3.20083,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.01,1269,1004
54.263771,8.651791,2023,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1755,1483
57.87852,11.60497,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2173,1911
58.24417,11.82584,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,10.32,2190,1945
57.68222,11.66213,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1896
56.86896,12.52813,2023,6,"Sweden","HUMAN_OBSERVATION",56.85,12.45,5.2,2249,1857
57.95284,11.75273,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,6.08,2178,1919
58.06611,11.76086,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
57.68266,11.65833,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1896
58.13614,11.8303,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,10.69,2188,1931
58.25601,11.79168,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,8.33,2190,1945
58.33106,11.9041,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,17.39,2190,1945
57.68101,11.66079,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1896
58.10538,11.78777,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,6.55,2188,1931
57.73748,11.72502,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2175,1903
57.82561,11.70693,2023,6,"Sweden","HUMAN_OBSERVATION",57.85,11.65,4.33,2173,1910
57.98348,11.68572,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1923
58.33813,11.72683,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,10.79,2190,1945
57.90475,11.76528,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,8.47,2178,1919
58.05809,11.7995,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1934
58.01925,11.8045,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,4.69,2188,1931
58.38284,11.44853,2023,6,"Sweden","HUMAN_OBSERVATION",58.35,11.55,6.96,2189,1950
58.37604,11.38891,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.35,14.21,2173,1934
58.30433,11.37114,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.35,6.17,2173,1934
58.04562,11.81078,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,3.61,2188,1931
58.87286,11.14648,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2205,1983
57.73293,11.69308,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2169,1902
58.22678,11.90803,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,21.76,2188,1931
57.68798,11.66708,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1897
57.57325,11.94188,2023,6,"Sweden","HUMAN_OBSERVATION",57.55,11.85,6.07,2182,1892
58.10735,11.82637,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,7.81,2188,1931
58.64294,11.27859,2023,6,"Sweden","HUMAN_OBSERVATION",58.65,11.15,7.49,2188,1963
57.95889,11.55972,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,5.42,2178,1919
58.06834,11.79616,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1935
57.83648,11.6952,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2173,1911
57.90439,11.76499,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,8.48,2178,1919
57.36386,11.99356,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2197,1882
57.63592,11.76773,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2180,1896
57.63618,11.76768,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2180,1896
58.06623,11.76128,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
57.99979,11.69203,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1925
58.258,11.84766,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,11.61,2190,1945
58.07303,11.73763,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
58.0004,11.6921,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2182,1925
57.972,11.7738,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,8.8,2188,1931
58.2229,11.842,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.75,19.99,2188,1931
56.2939,12.7961,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2301,1827
58.31834,11.82777,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,12.89,2190,1945
57.92195,11.7281,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,5.57,2178,1919
57.7164,11.658,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2169,1899
58.0671,11.7612,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
57.6294,11.8813,2023,6,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.03,2182,1892
57.63019,11.87777,2023,6,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.08,2182,1892
58.35728,11.45065,2023,6,"Sweden","HUMAN_OBSERVATION",58.35,11.55,5.86,2189,1950
58.3309,11.9046,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,17.41,2190,1945
58.90874,11.01343,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2210,1982
58.23386,11.40944,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2179,1935
57.9587,11.5604,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,5.38,2178,1919
57.7555,11.6764,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2169,1903
57.8836,11.7091,2023,6,"Sweden","HUMAN_OBSERVATION",57.85,11.65,5.12,2173,1910
57.93,11.6509,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1917
58.2427,11.8553,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,12.05,2190,1945
58.0719,11.7958,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1935
57.9524,11.751,2023,6,"Sweden","HUMAN_OBSERVATION",57.95,11.65,5.97,2178,1919
57.8811,11.6959,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2173,1915
58.0733,11.7377,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
58.1402,11.4095,2023,6,"Sweden","HUMAN_OBSERVATION",58.15,11.35,3.66,2168,1926
58.0613,11.7754,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
57.5818,11.7899,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1892
58.1182,11.4642,2023,6,"Sweden","HUMAN_OBSERVATION",58.05,11.45,7.64,2170,1920
57.6171,11.8778,2023,6,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.65,2182,1892
56.23,12.7199,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2301,1819
58.262,11.7616,2023,6,"Sweden","HUMAN_OBSERVATION",58.25,11.65,6.67,2190,1945
57.629,11.8797,2023,6,"Sweden","HUMAN_OBSERVATION",57.55,11.85,8.97,2182,1892
58.71597,11.20392,2023,6,"Sweden","HUMAN_OBSERVATION",58.75,11.15,4.9,2197,1972
58.06727,11.76135,2023,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1933
51.708413,4.000801,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1347,1069
51.708413,4.000801,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1347,1069
54.315484,11.074247,2023,7,"Germany","HUMAN_OBSERVATION",54.35,11.15,6.24,2460,1600
51.742894,3.879749,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1333,1068
51.5,3.65,2023,7,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,8.89,1301,1028
51.5,3.65,2023,7,"Netherlands","HUMAN_OBSERVATION",51.45,3.55000000000001,8.89,1301,1028
54.698285,8.347465,2023,7,"Germany","HUMAN_OBSERVATION",54.75,8.35000000000001,5.76,1760,1513
54.698298,8.347392,2023,7,"Germany","HUMAN_OBSERVATION",54.75,8.35000000000001,5.76,1760,1513
51.7,3.8,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1329,1061
53.958191,10.909629,2023,7,"Germany","HUMAN_OBSERVATION",54.05,10.95,10.56,2496,1568
54.089239,10.851205,2023,7,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2501,1566
51.6,3.8,2023,7,"Netherlands","HUMAN_OBSERVATION",51.65,3.75000000000001,6.55,1322,1054
51.6,3.8,2023,7,"Netherlands","HUMAN_OBSERVATION",51.65,3.75000000000001,6.55,1322,1054
51.6,3.7,2023,7,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.55,1315,1051
51.17874,2.787,2023,7,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,8.34,1238,981
51.731,3.976,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1340,1070
51.642,3.709,2023,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1322,1052
57.90433,11.76506,2023,7,"Sweden","HUMAN_OBSERVATION",57.95,11.65,8.49,2178,1919
58.11731,11.46484,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.45,7.54,2170,1920
58.38295,11.31575,2023,7,"Sweden","HUMAN_OBSERVATION",58.35,11.25,5.31,2171,1940
58.26154,11.76172,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,6.67,2190,1945
58.31679,11.81687,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,12.27,2190,1945
57.67073,11.66173,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1895
58.14153,11.82912,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,11.2,2188,1931
58.22272,11.86507,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,20.38,2188,1931
58.10884,11.49914,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.45,7.16,2170,1920
58.39313,11.40218,2023,7,"Sweden","HUMAN_OBSERVATION",58.35,11.55,9.88,2189,1950
58.30322,11.80161,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,10.67,2190,1945
58.32892,11.88307,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,16.22,2190,1945
57.64869,11.75233,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2180,1897
58.72156,11.1983,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2197,1971
57.86471,11.69624,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2173,1913
57.51158,11.93493,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,6.64,2182,1892
58.87438,11.14574,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2205,1983
57.99431,11.5465,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.55,6.2,2176,1924
58.25889,11.84051,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,11.2,2190,1945
57.56058,11.92731,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,4.76,2182,1892
58.87035,11.14081,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2205,1983
56.6419,12.78116,2023,7,"Sweden","HUMAN_OBSERVATION",56.65,12.85,4.31,2291,1858
58.05505,11.58671,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1926
58.07699,11.49771,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2170,1924
57.78118,11.60598,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2169,1903
55.77152,12.9246,2023,7,"Sweden","HUMAN_OBSERVATION",55.75,12.85,5.25,2351,1787
58.01638,11.55764,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1921
58.07728,11.80236,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,4.33,2188,1931
57.94172,11.67272,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1919
57.96355,11.75593,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,9.63,2188,1931
57.69157,11.63555,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2174,1896
58.08354,11.7499,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2188,1934
57.63013,11.88053,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,9.1,2182,1892
57.56296,11.92708,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,4.82,2182,1892
56.64237,12.77763,2023,7,"Sweden","HUMAN_OBSERVATION",56.65,12.85,4.51,2291,1858
57.56643,11.79123,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1891
57.50207,11.94282,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,7.7,2182,1892
56.27794,12.57009,2023,7,"Sweden","HUMAN_OBSERVATION",56.35,12.55,8.12,2285,1821
58.04503,11.51389,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1922
58.09805,11.62044,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2182,1931
58.31669,11.82584,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,12.69,2190,1945
58.11687,11.4548,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.45,7.45,2170,1920
57.97609,11.68379,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1922
58.32472,11.85519,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,14.61,2190,1945
57.3217,12.15555,2023,7,"Sweden","HUMAN_OBSERVATION",57.35,12.05,7.08,2203,1883
58.10421,11.64528,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.65,6.04,2182,1928
58.01564,11.80168,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,4.89,2188,1931
58.19561,11.84183,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,17.08,2188,1931
58.01556,11.80166,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,4.9,2188,1931
57.53556,11.91528,2023,7,"Sweden","HUMAN_OBSERVATION",57.55,11.85,4.22,2182,1892
58.10699,11.82451,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.75,7.71,2188,1931
58.19803,11.497,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.45,6.41,2179,1938
58.32889,11.88309,2023,7,"Sweden","HUMAN_OBSERVATION",58.25,11.65,16.22,2190,1945
58.13823,11.42037,2023,7,"Sweden","HUMAN_OBSERVATION",58.15,11.35,4.34,2168,1926
57.95471,11.75752,2023,7,"Sweden","HUMAN_OBSERVATION",57.95,11.65,6.37,2178,1919
58.07234,11.5314,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1925
58.12222,11.44398,2023,7,"Sweden","HUMAN_OBSERVATION",58.05,11.45,8.05,2170,1920
58.89064,11.04746,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2201,1982
57.90429,11.6355,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2178,1914
58.40458,11.25271,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2176,1945
57.64969,11.76646,2023,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,2180,1897
51.520636,4.14242,2023,8,"Netherlands","HUMAN_OBSERVATION",51.45,4.15000000000001,7.88,1358,1050
54.11549,11.62347,2023,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1605
54.115571,11.623578,2023,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1605
54.115229,11.623156,2023,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1605
54.115017,11.622809,2023,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1605
54.114859,11.622495,2023,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,2489,1605
